fecha,hora,vuelo,origen,estado
2025-11-13,19:00,SWR2146,ZURICH (ZRH),No informado
2025-11-13,19:35,WZZ2079,CRACOVIA (KRK),No informado
2025-11-13,19:45,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-13,19:45,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-13,19:45,VLG8155,PARIS /ORLY (ORY),No informado
2025-11-13,19:45,IBE5676,PARIS /ORLY (ORY),No informado
2025-11-13,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado
2025-11-13,19:50,EWG2530,STUTTGART (STR),No informado
2025-11-13,20:00,IBE2376,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-13,20:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-13,20:00,FIN5583,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-13,20:00,VLG5776,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-13,20:05,IBE2393,SEVILLA (SVQ),No informado
2025-11-13,20:05,VLG5793,SEVILLA (SVQ),No informado
2025-11-13,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado
2025-11-13,20:40,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,20:45,EZY8013,LONDRES /GATWICK (LGW),No informado
2025-11-13,20:45,VLG3968,BILBAO (BIO),No informado
2025-11-13,20:45,RYR3488,LANZAROTE CÉSAR MANRIQUE (ACE),No informado
2025-11-13,20:45,IBE5554,BILBAO (BIO),No informado
2025-11-13,20:55,IBE2400,PALMA DE MALLORCA (PMI),No informado
2025-11-13,20:55,VLG5800,PALMA DE MALLORCA (PMI),No informado
2025-11-13,21:10,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado
2025-11-13,21:20,RYR6325,LONDRES /STANSTED (STN),No informado
2025-11-13,21:20,EWG3014,PRAGA (PRG),No informado
2025-11-13,21:20,TVS1054,PRAGA (PRG),No informado
2025-11-13,21:20,RYR2259,TURIN (TRN),No informado
2025-11-13,21:50,VLG1177,GRAN CANARIA (LPA),No informado
2025-11-13,21:50,VLG3954,PALMA DE MALLORCA (PMI),No informado
2025-11-13,21:50,IBE5550,PALMA DE MALLORCA (PMI),No informado
2025-11-13,22:15,RYR2217,MARRAKECH (RAK),No informado
2025-11-13,22:20,VLG8473,LONDRES /GATWICK (LGW),No informado
2025-11-13,22:20,BAW8067,LONDRES /GATWICK (LGW),No informado
2025-11-13,22:20,IBE5697,LONDRES /GATWICK (LGW),No informado
2025-11-13,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-13,23:10,DLH1164,FRANKFURT (FRA),No informado
2025-11-13,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-13,23:30,RYR1718,EINDHOVEN (EIN),No informado
2025-11-13,23:35,QTR8074,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,23:35,RYR616,IBIZA (IBZ),No informado
2025-11-13,23:35,VLG5780,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,23:35,IBE2380,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,23:40,IBE2431,IBIZA (IBZ),No informado
2025-11-13,23:40,VLG5831,IBIZA (IBZ),No informado
2025-11-13,23:45,IBE2406,PALMA DE MALLORCA (PMI),No informado
2025-11-13,23:45,VLG5937,PALMA DE MALLORCA (PMI),No informado
2025-11-13,23:50,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-14,00:05,RAM5441,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,FIN5609,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,JAL9407,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,LAN1749,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,VLG8350,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,00:05,QTR3549,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,00:05,IBE1083,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,QTR6884,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,AVA6096,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,VLG5312,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,00:05,IBE5681,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,00:50,IBE1085,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,07:50,RYR497,MILAN/BERGAMO (BGY),No informado
2025-11-14,08:00,RYR620,BOLONIA (BLQ),No informado
2025-11-14,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,08:10,RYR2257,KOELN/BONN (CGN),No informado
2025-11-14,08:15,VOE2656,LYON (LYS),No informado
2025-11-14,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-14,08:15,VLG5782,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-14,08:25,IBE5783,PARIS /ORLY (ORY),No informado
2025-11-14,08:25,VLG8151,PARIS /ORLY (ORY),No informado
2025-11-14,08:40,RYR2301,BUDAPEST (BUD),No informado
2025-11-14,08:50,LGL763,LUXEMBURGO (LUX),No informado
2025-11-14,08:50,RYR138,BERLIN BRANDENBURG (BER),No informado
2025-11-14,08:55,RYR802,VIENA (VIE),No informado
2025-11-14,09:00,RYR1710,OPORTO (OPO),No informado
2025-11-14,09:05,VLG5580,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,09:10,WZZ2385,BUDAPEST (BUD),No informado
2025-11-14,09:10,SWR2130,GINEBRA (GVA),No informado
2025-11-14,09:15,VOE2436,BURDEOS (BOD),No informado
2025-11-14,09:20,RYR641,MANCHESTER (MAN),No informado
2025-11-14,09:35,TRA6335,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,09:35,KLM2622,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,09:40,RYR5372,FEZ /SAIS (FEZ),No informado
2025-11-14,09:45,RYR2271,SANTIAGO-ROSALÍA DE CASTRO (SCQ),No informado
2025-11-14,09:50,EJU7899,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,09:50,TRA5105,EINDHOVEN (EIN),No informado
2025-11-14,10:25,RYR616,IBIZA (IBZ),No informado
2025-11-14,10:25,EZY8011,LONDRES /GATWICK (LGW),No informado
2025-11-14,10:55,THY1301,ESTAMBUL (IST),No informado
2025-11-14,11:00,IBE2433,IBIZA (IBZ),No informado
2025-11-14,11:00,VLG5833,IBIZA (IBZ),No informado
2025-11-14,11:00,RYR1131,NUREMBERG (NUE),No informado
2025-11-14,11:05,TVF4620,PARIS /ORLY (ORY),No informado
2025-11-14,11:10,RYR993,ROMA /FIUMICINO (FCO),No informado
2025-11-14,11:15,AZU7351,LISBOA (LIS),No informado
2025-11-14,11:15,ETD2757,LISBOA (LIS),No informado
2025-11-14,11:15,TAP1092,LISBOA (LIS),No informado
2025-11-14,11:15,RZO8055,LISBOA (LIS),No informado
2025-11-14,11:20,IBE5732,BRUSELAS (BRU),No informado
2025-11-14,11:20,VLG8921,BRUSELAS (BRU),No informado
2025-11-14,11:25,DLH1840,MUNICH (MUC),No informado
2025-11-14,11:30,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-14,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado
2025-11-14,11:50,IBB5804,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-14,11:50,DLH1160,FRANKFURT (FRA),No informado
2025-11-14,11:55,SWR2140,ZURICH (ZRH),No informado
2025-11-14,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-14,12:05,RYR1740,DUBLIN (DUB),No informado
2025-11-14,12:10,RYR9001,PARIS /BEAUVAIS-TILLE (BVA),No informado
2025-11-14,12:20,VOE3582,ASTURIAS (OVD),No informado
2025-11-14,12:45,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,12:45,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-14,12:45,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-14,12:45,IBE5683,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,12:55,BEL3751,BRUSELAS (BRU),No informado
2025-11-14,13:05,VOE3816,A CORUÑA (LCG),No informado
2025-11-14,13:20,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-14,13:20,VLG3968,BILBAO (BIO),No informado
2025-11-14,13:20,IBE5554,BILBAO (BIO),No informado
2025-11-14,13:25,RYR2215,SANTANDER-SEVE BALLESTEROS (SDR),No informado
2025-11-14,13:30,RYR643,LONDRES /STANSTED (STN),No informado
2025-11-14,13:30,EWG9538,DUSSELDORF (DUS),No informado
2025-11-14,14:00,RYR7215,PALMA DE MALLORCA (PMI),No informado
2025-11-14,14:05,EZS1371,GINEBRA (GVA),No informado
2025-11-14,14:10,WMT6317,MILAN /MALPENSA (MXP),No informado
2025-11-14,14:15,RYR5540,TANGER (TNG),No informado
2025-11-14,14:30,VLG5841,MENORCA (MAH),No informado
2025-11-14,14:30,IBE2441,MENORCA (MAH),No informado
2025-11-14,14:30,TVF4628,PARIS /ORLY (ORY),No informado
2025-11-14,14:45,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-14,14:55,RYR2206,SEVILLA (SVQ),No informado
2025-11-14,14:55,IBE5847,BILBAO (BIO),No informado
2025-11-14,14:55,VLG3966,BILBAO (BIO),No informado
2025-11-14,16:05,RYR4631,MILAN/BERGAMO (BGY),No informado
2025-11-14,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,16:15,RYR2985,BRUSELAS (BRU),No informado
2025-11-14,16:15,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,16:15,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,16:15,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,16:15,MEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,16:15,AMX6858,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,16:20,RYR618,TRIESTE (TRS),No informado
2025-11-14,16:45,IBE2311,BILBAO (BIO),No informado
2025-11-14,16:45,EZS1031,BASEL /MULHOUSE (BSL),No informado
2025-11-14,16:45,VLG5711,BILBAO (BIO),No informado
2025-11-14,16:50,RYR1444,MILAN /MALPENSA (MXP),No informado
2025-11-14,16:55,RYR1770,MARSELLA (MRS),No informado
2025-11-14,16:55,VLG3964,SEVILLA (SVQ),No informado
2025-11-14,16:55,IBE5552,SEVILLA (SVQ),No informado
2025-11-14,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,17:05,RAM5440,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,17:05,AAL8714,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,17:05,VLG5582,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-14,17:10,DLH1162,FRANKFURT (FRA),No informado
2025-11-14,17:10,VOE3536,BILBAO (BIO),No informado
2025-11-14,17:10,RYR9331,MARRAKECH (RAK),No informado
2025-11-14,17:10,WMT6027,ROMA /FIUMICINO (FCO),No informado
2025-11-14,17:10,THY1313,ESTAMBUL (IST),No informado
2025-11-14,17:30,RYR7340,VIENA (VIE),No informado
2025-11-14,17:35,LHX1842,MUNICH (MUC),No informado
2025-11-14,17:40,RYR952,PISA / GALILEO GALILEI (PSA),No informado
2025-11-14,17:45,RYR2080,TOULOUSE (TLS),No informado
2025-11-14,17:50,RYR999,ROMA /FIUMICINO (FCO),No informado
2025-11-14,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-14,17:55,RYR1736,LONDRES /STANSTED (STN),No informado
2025-11-14,18:00,VLG3952,PALMA DE MALLORCA (PMI),No informado
2025-11-14,18:00,IBE5548,PALMA DE MALLORCA (PMI),No informado
2025-11-14,18:20,RYR2259,TURIN (TRN),No informado
2025-11-14,18:25,IBB5802,GRAN CANARIA (LPA),No informado
2025-11-14,18:55,SWR2146,ZURICH (ZRH),No informado
2025-11-14,19:00,EJU5103,BERLIN BRANDENBURG (BER),No informado
2025-11-14,19:00,RYR1699,IBIZA (IBZ),No informado
2025-11-14,19:05,EWG538,KOELN/BONN (CGN),No informado
2025-11-14,19:10,TRA5107,EINDHOVEN (EIN),No informado
2025-11-14,19:15,RYR6836,NAPOLES (NAP),No informado
2025-11-14,19:20,RYR6423,BOLONIA (BLQ),No informado
2025-11-14,19:35,IBE5247,GRAN CANARIA (LPA),No informado
2025-11-14,19:35,VLG1175,GRAN CANARIA (LPA),No informado
2025-11-14,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado
2025-11-14,19:45,IBE5676,PARIS /ORLY (ORY),No informado
2025-11-14,19:45,VLG8155,PARIS /ORLY (ORY),No informado
2025-11-14,20:00,RYR2147,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-14,20:00,WMT3411,CLUJ NAPOCA/SOMESENI (CLJ),No informado
2025-11-14,20:15,BAW410,LONDRES / HEATHROW (LHR),No informado
2025-11-14,20:25,QTR4678,ROMA /FIUMICINO (FCO),No informado
2025-11-14,20:25,IBE5595,ROMA /FIUMICINO (FCO),No informado
2025-11-14,20:25,VLG6243,ROMA /FIUMICINO (FCO),No informado
2025-11-14,20:30,KLM2523,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,20:30,TRA6337,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado
2025-11-14,20:40,EZY8013,LONDRES /GATWICK (LGW),No informado
2025-11-14,20:45,IBE2400,PALMA DE MALLORCA (PMI),No informado
2025-11-14,21:20,EWG3014,PRAGA (PRG),No informado
2025-11-14,21:20,TVS1054,PRAGA (PRG),No informado
2025-11-14,21:45,RYR638,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-14,21:50,VLG3954,PALMA DE MALLORCA (PMI),No informado
2025-11-14,21:50,IBE5550,PALMA DE MALLORCA (PMI),No informado
2025-11-14,21:55,RYR2646,OPORTO (OPO),No informado
2025-11-14,22:00,RYR2208,SEVILLA (SVQ),No informado
2025-11-14,22:15,RYR4663,MILAN/BERGAMO (BGY),No informado
2025-11-14,22:55,VLG8473,LONDRES /GATWICK (LGW),No informado
2025-11-14,22:55,IBE5697,LONDRES /GATWICK (LGW),No informado
2025-11-14,22:55,BAW8067,LONDRES /GATWICK (LGW),No informado
2025-11-14,23:00,DLH1164,FRANKFURT (FRA),No informado
2025-11-14,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-14,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-14,23:10,RYR7267,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-14,23:10,RYR7470,MILAN /MALPENSA (MXP),No informado
2025-11-14,23:20,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado
2025-11-14,23:30,RZO8728,LISBOA (LIS),No informado
2025-11-14,23:30,UAE4896,LISBOA (LIS),No informado
2025-11-14,23:30,AZU7290,LISBOA (LIS),No informado
2025-11-14,23:30,LOT4712,LISBOA (LIS),No informado
2025-11-14,23:30,RYR7201,GRAN CANARIA (LPA),No informado
2025-11-14,23:30,ACA2673,LISBOA (LIS),No informado
2025-11-14,23:30,TAP1096,LISBOA (LIS),No informado
2025-11-14,23:35,IBE2402,PALMA DE MALLORCA (PMI),No informado
2025-11-14,23:35,RYR6325,LONDRES /STANSTED (STN),No informado
2025-11-14,23:45,IBE2431,IBIZA (IBZ),No informado
2025-11-14,23:55,RYR1768,LISBOA (LIS),No informado
2025-11-15,00:05,IBE1083,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:05,AVA6096,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:05,RAM5441,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:05,QTR6884,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:05,FIN5609,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:05,JAL9407,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:05,VLG5312,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:05,LAN1749,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,00:35,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado
2025-11-15,07:55,RYR952,PISA / GALILEO GALILEI (PSA),No informado
2025-11-15,07:55,RYR620,BOLONIA (BLQ),No informado
2025-11-15,08:00,RYR6415,PESCARA (PSR),No informado
2025-11-15,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,08:25,TRA6333,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-15,08:25,KLM2546,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-15,08:30,RYR638,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-15,08:30,TVF4620,PARIS /ORLY (ORY),No informado
2025-11-15,08:45,IBE5546,PALMA DE MALLORCA (PMI),No informado
2025-11-15,08:45,VLG3950,PALMA DE MALLORCA (PMI),No informado
2025-11-15,09:00,WMT3723,IASI (IAS),No informado
2025-11-15,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,09:05,RYR5540,TANGER (TNG),No informado
2025-11-15,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,09:05,RYR138,BERLIN BRANDENBURG (BER),No informado
2025-11-15,09:05,VLG5580,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,09:10,SWR2140,ZURICH (ZRH),No informado
2025-11-15,09:15,IBE5783,PARIS /ORLY (ORY),No informado
2025-11-15,09:15,VLG8151,PARIS /ORLY (ORY),No informado
2025-11-15,09:20,RYR8109,CORK (ORK),No informado
2025-11-15,09:25,RYR9380,BIRMINGHAM / INTERNACIONAL (BHX),No informado
2025-11-15,09:35,WZZ1337,VARSOVIA (WAW),No informado
2025-11-15,09:55,TRA5105,EINDHOVEN (EIN),No informado
2025-11-15,10:05,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-15,10:05,VLG5782,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-15,10:35,RYR802,VIENA (VIE),No informado
2025-11-15,10:40,WMT3185,BUCAREST (OTP),No informado
2025-11-15,10:45,EWG9538,DUSSELDORF (DUS),No informado
2025-11-15,10:55,THY1301,ESTAMBUL (IST),No informado
2025-11-15,10:55,RYR2206,SEVILLA (SVQ),No informado
2025-11-15,11:00,RYR4631,MILAN/BERGAMO (BGY),No informado
2025-11-15,11:10,EZY8009,LONDRES /GATWICK (LGW),No informado
2025-11-15,11:35,RAM968,CASABLANCA /MOHAMED V (CMN),No informado
2025-11-15,11:35,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-15,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado
2025-11-15,11:40,RYR993,ROMA /FIUMICINO (FCO),No informado
2025-11-15,11:55,RYR1740,DUBLIN (DUB),No informado
2025-11-15,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-15,12:05,VLG5831,IBIZA (IBZ),No informado
2025-11-15,12:05,IBE2431,IBIZA (IBZ),No informado
2025-11-15,12:05,RYR1131,NUREMBERG (NUE),No informado
2025-11-15,12:20,DLH1160,FRANKFURT (FRA),No informado
2025-11-15,12:35,RYR2301,BUDAPEST (BUD),No informado
2025-11-15,12:35,RYR7201,GRAN CANARIA (LPA),No informado
2025-11-15,12:45,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-15,12:45,IBE5683,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-15,13:00,RYR8712,PISA / GALILEO GALILEI (PSA),No informado
2025-11-15,13:35,RYR7215,PALMA DE MALLORCA (PMI),No informado
2025-11-15,13:45,VOE3582,ASTURIAS (OVD),No informado
2025-11-15,13:50,IBE2391,SEVILLA (SVQ),No informado
2025-11-15,13:50,VLG5791,SEVILLA (SVQ),No informado
2025-11-15,13:50,RYR643,LONDRES /STANSTED (STN),No informado
2025-11-15,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado
2025-11-15,15:00,RYR1710,OPORTO (OPO),No informado
2025-11-15,15:40,RYR681,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-15,15:45,IBE2441,MENORCA (MAH),No informado
2025-11-15,15:45,VLG5841,MENORCA (MAH),No informado
2025-11-15,16:00,RYR1444,MILAN /MALPENSA (MXP),No informado
2025-11-15,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-15,16:15,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,16:15,MEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,16:15,AMX6858,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,16:15,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,16:15,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,16:30,RYR497,MILAN/BERGAMO (BGY),No informado
2025-11-15,16:35,RYR2217,MARRAKECH (RAK),No informado
2025-11-15,16:50,RYR616,IBIZA (IBZ),No informado
2025-11-15,16:50,VLG5819,IBIZA (IBZ),No informado
2025-11-15,16:50,IBE2435,IBIZA (IBZ),No informado
2025-11-15,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,17:05,RAM5440,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,17:05,VLG5582,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,17:05,AAL8714,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-15,17:10,THY1313,ESTAMBUL (IST),No informado
2025-11-15,17:20,BAW410,LONDRES / HEATHROW (LHR),No informado
2025-11-15,17:35,DLH1842,MUNICH (MUC),No informado
2025-11-15,17:40,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-15,17:40,VLG3952,PALMA DE MALLORCA (PMI),No informado
2025-11-15,17:40,RZO8732,LISBOA (LIS),No informado
2025-11-15,17:40,TAP1094,LISBOA (LIS),No informado
2025-11-15,17:40,AZU7352,LISBOA (LIS),No informado
2025-11-15,17:40,LOT4712,LISBOA (LIS),No informado
2025-11-15,17:40,ETD2758,LISBOA (LIS),No informado
2025-11-15,17:40,IBE5548,PALMA DE MALLORCA (PMI),No informado
2025-11-15,17:40,ACA2673,LISBOA (LIS),No informado
2025-11-15,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-15,18:20,RYR1848,MEMMINGEN (FMM),No informado
2025-11-15,18:30,RYR1714,NANTES-ATLANTIQUE (NTE),No informado
2025-11-15,18:30,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado
2025-11-15,18:50,TRA6441,ROTTERDAM (RTM),No informado
2025-11-15,19:00,SWR2146,ZURICH (ZRH),No informado
2025-11-15,19:00,RYR618,TRIESTE (TRS),No informado
2025-11-15,19:20,BEL3751,BRUSELAS (BRU),No informado
2025-11-15,19:20,RYR1611,BARI /PALESE (BRI),No informado
2025-11-15,19:35,WZZ2079,CRACOVIA (KRK),No informado
2025-11-15,19:35,WMT3567,TIMISOARA (TSR),No informado
2025-11-15,19:45,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-15,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado
2025-11-15,19:45,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-15,19:45,IBE5676,PARIS /ORLY (ORY),No informado
2025-11-15,19:45,VLG8155,PARIS /ORLY (ORY),No informado
2025-11-15,20:00,RYR6836,NAPOLES (NAP),No informado
2025-11-15,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado
2025-11-15,21:00,RYR4663,MILAN/BERGAMO (BGY),No informado
2025-11-15,21:30,RYR3488,LANZAROTE CÉSAR MANRIQUE (ACE),No informado
2025-11-15,21:30,WMT5155,TIRANA (TIA),No informado
2025-11-15,22:20,RYR2257,KOELN/BONN (CGN),No informado
2025-11-15,22:25,RYR7373,PALMA DE MALLORCA (PMI),No informado
2025-11-15,22:40,RYR1971,TENERIFE SUR (TFS),No informado
2025-11-15,22:45,RYR2208,SEVILLA (SVQ),No informado
2025-11-15,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-15,23:05,RYR1736,LONDRES /STANSTED (STN),No informado
2025-11-15,23:10,RYR2147,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-15,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-15,23:15,DLH1164,FRANKFURT (FRA),No informado
2025-11-15,23:30,RZO8728,LISBOA (LIS),No informado
