fecha,hora,vuelo,origen,estado
2025-11-11,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,09:05,VLG5580,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,09:05,WZZ1337,VARSOVIA (WAW),No informado
2025-11-11,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,09:15,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,09:15,KLM2659,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,09:15,KLM2659,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,09:15,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,09:20,TRA5105,EINDHOVEN (EIN),No informado
2025-11-11,09:20,TRA5105,EINDHOVEN (EIN),No informado
2025-11-11,09:50,EWG9538,DUSSELDORF (DUS),No informado
2025-11-11,10:05,VLG5791,SEVILLA (SVQ),No informado
2025-11-11,10:05,IBE2391,SEVILLA (SVQ),No informado
2025-11-11,10:25,VLG3950,PALMA DE MALLORCA (PMI),No informado
2025-11-11,10:25,IBE5546,PALMA DE MALLORCA (PMI),No informado
2025-11-11,10:40,WMT3185,BUCAREST (OTP),No informado
2025-11-11,10:50,RYR2229,CRACOVIA (KRK),No informado
2025-11-11,10:55,THY1301,ESTAMBUL (IST),No informado
2025-11-11,10:55,RYR952,PISA / GALILEO GALILEI (PSA),No informado
2025-11-11,11:00,IBE2433,IBIZA (IBZ),No informado
2025-11-11,11:00,VLG5833,IBIZA (IBZ),No informado
2025-11-11,11:05,RYR6423,BOLONIA (BLQ),No informado
2025-11-11,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado
2025-11-11,11:45,VLG5713,BILBAO (BIO),No informado
2025-11-11,11:45,IBE2313,BILBAO (BIO),No informado
2025-11-11,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-11,12:05,SWR2140,ZURICH (ZRH),No informado
2025-11-11,12:05,RYR2206,SEVILLA (SVQ),No informado
2025-11-11,12:10,DLH1160,FRANKFURT (FRA),No informado
2025-11-11,12:40,AUA431,VIENA (VIE),No informado
2025-11-11,12:45,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,12:45,IBE5683,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,13:05,RYR993,ROMA /FIUMICINO (FCO),No informado
2025-11-11,13:30,RYR1768,LISBOA (LIS),No informado
2025-11-11,13:35,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-11,14:00,VLG1175,GRAN CANARIA (LPA),No informado
2025-11-11,14:00,IBE5247,GRAN CANARIA (LPA),No informado
2025-11-11,14:35,VLG5980,PALMA DE MALLORCA (PMI),No informado
2025-11-11,14:35,IBE2404,PALMA DE MALLORCA (PMI),No informado
2025-11-11,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado
2025-11-11,15:50,IBE5548,PALMA DE MALLORCA (PMI),No informado
2025-11-11,15:50,VLG3952,PALMA DE MALLORCA (PMI),No informado
2025-11-11,15:55,MEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,15:55,AMX6858,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,15:55,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,15:55,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,15:55,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,15:55,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,15:55,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,16:05,IBE5732,BRUSELAS (BRU),No informado
2025-11-11,16:05,VLG8921,BRUSELAS (BRU),No informado
2025-11-11,16:10,BAW410,LONDRES / HEATHROW (LHR),No informado
2025-11-11,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,16:15,QTR6541,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-11,16:15,VLG5784,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-11,16:15,IBE2384,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-11,16:15,VLG3966,BILBAO (BIO),No informado
2025-11-11,16:15,IBE5847,BILBAO (BIO),No informado
2025-11-11,16:35,RYR705,SANTIAGO-ROSALÍA DE CASTRO (SCQ),No informado
2025-11-11,16:45,IBE2406,PALMA DE MALLORCA (PMI),No informado
2025-11-11,16:45,VLG5937,PALMA DE MALLORCA (PMI),No informado
2025-11-11,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,17:05,AAL8714,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,17:05,VLG5582,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,17:05,RAM5440,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-11,17:10,THY1313,ESTAMBUL (IST),No informado
2025-11-11,17:30,AZU7352,LISBOA (LIS),No informado
2025-11-11,17:30,ACA2673,LISBOA (LIS),No informado
2025-11-11,17:30,LOT4712,LISBOA (LIS),No informado
2025-11-11,17:30,ETD2758,LISBOA (LIS),No informado
2025-11-11,17:30,TAP1094,LISBOA (LIS),No informado
2025-11-11,17:30,RZO8732,LISBOA (LIS),No informado
2025-11-11,17:35,LHX1842,MUNICH (MUC),No informado
2025-11-11,17:45,TRA6443,ROTTERDAM (RTM),No informado
2025-11-11,18:55,SWR2146,ZURICH (ZRH),No informado
2025-11-11,19:10,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-11,19:25,RYR8109,CORK (ORK),No informado
2025-11-11,19:35,IBE5676,PARIS /ORLY (ORY),No informado
2025-11-11,19:35,WZZ2079,CRACOVIA (KRK),No informado
2025-11-11,19:35,WMT3567,TIMISOARA (TSR),No informado
2025-11-11,19:35,VLG8155,PARIS /ORLY (ORY),No informado
2025-11-11,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado
2025-11-11,20:00,FIN5583,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-11,20:00,VLG5776,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-11,20:00,IBE2376,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-11,20:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-11,20:05,IBE2393,SEVILLA (SVQ),No informado
2025-11-11,20:05,VLG5793,SEVILLA (SVQ),No informado
2025-11-11,20:35,RYR643,LONDRES /STANSTED (STN),No informado
2025-11-11,20:40,EZY8013,LONDRES /GATWICK (LGW),No informado
2025-11-11,20:55,VLG5800,PALMA DE MALLORCA (PMI),No informado
2025-11-11,20:55,IBE2400,PALMA DE MALLORCA (PMI),No informado
2025-11-11,21:00,RYR497,MILAN/BERGAMO (BGY),No informado
2025-11-11,21:30,WMT5155,TIRANA (TIA),No informado
2025-11-11,21:45,RYR1444,MILAN /MALPENSA (MXP),No informado
2025-11-11,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-11,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-11,23:25,IBE2431,IBIZA (IBZ),No informado
2025-11-11,23:25,VLG5831,IBIZA (IBZ),No informado
2025-11-11,23:35,VLG5780,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-11,23:35,QTR8074,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-11,23:35,IBE2380,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,00:05,RAM5441,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:05,JAL9407,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:05,VLG5312,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:05,IBE1083,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:05,FIN5609,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:05,QTR6884,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:05,AVA6096,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:05,LAN1749,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,00:50,IBE1085,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,08:15,VLG5782,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,08:35,RYR2206,SEVILLA (SVQ),No informado
2025-11-12,08:45,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado
2025-11-12,08:45,VLG8151,PARIS /ORLY (ORY),No informado
2025-11-12,08:45,IBE5783,PARIS /ORLY (ORY),No informado
2025-11-12,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,09:05,VLG5580,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,09:05,KLM2659,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-12,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,09:05,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-12,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,09:10,RYR1444,MILAN /MALPENSA (MXP),No informado
2025-11-12,09:15,RYR4631,MILAN/BERGAMO (BGY),No informado
2025-11-12,10:00,RYR1092,EDIMBURGO (EDI),No informado
2025-11-12,10:05,VLG5791,SEVILLA (SVQ),No informado
2025-11-12,10:05,IBE2391,SEVILLA (SVQ),No informado
2025-11-12,10:25,IBE5546,PALMA DE MALLORCA (PMI),No informado
2025-11-12,10:25,VLG3950,PALMA DE MALLORCA (PMI),No informado
2025-11-12,10:50,ITY9006,ROMA /FIUMICINO (FCO),No informado
2025-11-12,10:55,THY1301,ESTAMBUL (IST),No informado
2025-11-12,11:00,VLG5833,IBIZA (IBZ),No informado
2025-11-12,11:00,IBE2433,IBIZA (IBZ),No informado
2025-11-12,11:10,KLJ3948,BOLONIA (BLQ),No informado
2025-11-12,11:15,AZU7351,LISBOA (LIS),No informado
2025-11-12,11:15,RZO8055,LISBOA (LIS),No informado
2025-11-12,11:15,ETD2757,LISBOA (LIS),No informado
2025-11-12,11:15,TAP1092,LISBOA (LIS),No informado
2025-11-12,11:15,RYR643,LONDRES /STANSTED (STN),No informado
2025-11-12,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado
2025-11-12,11:45,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-12,11:45,VLG5713,BILBAO (BIO),No informado
2025-11-12,11:45,IBE2313,BILBAO (BIO),No informado
2025-11-12,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-12,12:10,IBB5804,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-12,12:10,DLH1160,FRANKFURT (FRA),No informado
2025-11-12,12:10,VOE3582,ASTURIAS (OVD),No informado
2025-11-12,12:10,SWR2140,ZURICH (ZRH),No informado
2025-11-12,12:20,VLG8921,BRUSELAS (BRU),No informado
2025-11-12,12:20,IBE5732,BRUSELAS (BRU),No informado
2025-11-12,12:45,RYR705,SANTIAGO-ROSALÍA DE CASTRO (SCQ),No informado
2025-11-12,12:55,RYR1740,DUBLIN (DUB),No informado
2025-11-12,13:05,RYR9237,SOFIA (SOF),No informado
2025-11-12,13:05,EWG9538,DUSSELDORF (DUS),No informado
2025-11-12,14:20,VLG3964,SEVILLA (SVQ),No informado
2025-11-12,14:20,VLG5819,IBIZA (IBZ),No informado
2025-11-12,14:20,IBE5552,SEVILLA (SVQ),No informado
2025-11-12,14:20,IBE2435,IBIZA (IBZ),No informado
2025-11-12,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado
2025-11-12,15:15,RYR1710,OPORTO (OPO),No informado
2025-11-12,16:00,IBE2441,MENORCA (MAH),No informado
2025-11-12,16:00,VLG5841,MENORCA (MAH),No informado
2025-11-12,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-12,16:15,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,16:15,VLG5784,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,16:15,QTR6541,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,16:15,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,16:15,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,16:15,AMX6858,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,16:15,IBE2384,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,16:15,MEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:05,AAL8714,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:05,VLG5582,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:05,RAM5440,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-12,17:10,RYR993,ROMA /FIUMICINO (FCO),No informado
2025-11-12,17:10,THY1313,ESTAMBUL (IST),No informado
2025-11-12,17:10,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-12,17:20,RYR497,MILAN/BERGAMO (BGY),No informado
2025-11-12,17:30,IBE5674,PARIS /ORLY (ORY),No informado
2025-11-12,17:30,VLG8153,PARIS /ORLY (ORY),No informado
2025-11-12,17:35,LHX1842,MUNICH (MUC),No informado
2025-11-12,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-12,18:25,RAM968,CASABLANCA /MOHAMED V (CMN),No informado
2025-11-12,18:25,IBB5802,GRAN CANARIA (LPA),No informado
2025-11-12,18:30,IBE2406,PALMA DE MALLORCA (PMI),No informado
2025-11-12,18:30,VLG5937,PALMA DE MALLORCA (PMI),No informado
2025-11-12,18:40,BAW8067,LONDRES /GATWICK (LGW),No informado
2025-11-12,18:40,VLG8473,LONDRES /GATWICK (LGW),No informado
2025-11-12,18:40,IBE5697,LONDRES /GATWICK (LGW),No informado
2025-11-12,18:45,TRA5105,EINDHOVEN (EIN),No informado
2025-11-12,18:50,WZZ2385,BUDAPEST (BUD),No informado
2025-11-12,18:55,SWR2146,ZURICH (ZRH),No informado
2025-11-12,19:05,RYR952,PISA / GALILEO GALILEI (PSA),No informado
2025-11-12,19:25,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-12,19:25,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-12,19:45,VLG8155,PARIS /ORLY (ORY),No informado
2025-11-12,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado
2025-11-12,19:45,IBE5676,PARIS /ORLY (ORY),No informado
2025-11-12,20:00,VLG5776,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-12,20:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-12,20:00,WMT3411,CLUJ NAPOCA/SOMESENI (CLJ),No informado
2025-11-12,20:00,IBE2376,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-12,20:00,FIN5583,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-12,20:05,IBE2393,SEVILLA (SVQ),No informado
2025-11-12,20:05,RYR616,IBIZA (IBZ),No informado
2025-11-12,20:05,VLG5793,SEVILLA (SVQ),No informado
2025-11-12,20:15,RYR1003,ROMA /FIUMICINO (FCO),No informado
2025-11-12,20:30,IBE5548,PALMA DE MALLORCA (PMI),No informado
2025-11-12,20:30,IBE5554,BILBAO (BIO),No informado
2025-11-12,20:30,VLG3968,BILBAO (BIO),No informado
2025-11-12,20:30,VLG3952,PALMA DE MALLORCA (PMI),No informado
2025-11-12,20:35,BEL3751,BRUSELAS (BRU),No informado
2025-11-12,20:45,EZY8013,LONDRES /GATWICK (LGW),No informado
2025-11-12,20:55,IBE2400,PALMA DE MALLORCA (PMI),No informado
2025-11-12,20:55,VLG5800,PALMA DE MALLORCA (PMI),No informado
2025-11-12,21:10,RYR1718,EINDHOVEN (EIN),No informado
2025-11-12,22:45,RYR7201,GRAN CANARIA (LPA),No informado
2025-11-12,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-12,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-12,23:20,DLH1164,FRANKFURT (FRA),No informado
2025-11-12,23:25,VLG5831,IBIZA (IBZ),No informado
2025-11-12,23:25,IBE2431,IBIZA (IBZ),No informado
2025-11-12,23:30,TAP1096,LISBOA (LIS),No informado
2025-11-12,23:30,ACA2673,LISBOA (LIS),No informado
2025-11-12,23:30,LOT4712,LISBOA (LIS),No informado
2025-11-12,23:30,AZU7290,LISBOA (LIS),No informado
2025-11-12,23:30,RZO8728,LISBOA (LIS),No informado
2025-11-12,23:30,UAE4896,LISBOA (LIS),No informado
2025-11-12,23:35,QTR8074,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,23:35,IBE2380,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-12,23:35,VLG5780,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,00:05,AVA6096,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:05,LAN1749,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:05,RAM5441,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:05,FIN5609,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:05,VLG5312,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:05,QTR6884,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:05,IBE1083,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:05,JAL9407,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,00:50,IBE1085,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,07:50,RYR999,ROMA /FIUMICINO (FCO),No informado
2025-11-13,07:55,SWR2130,GINEBRA (GVA),No informado
2025-11-13,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,08:15,VLG5782,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,08:25,RYR2257,KOELN/BONN (CGN),No informado
2025-11-13,08:55,IBE5783,PARIS /ORLY (ORY),No informado
2025-11-13,08:55,VLG8151,PARIS /ORLY (ORY),No informado
2025-11-13,09:00,ASL590,BELGRADO (BEG),No informado
2025-11-13,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,09:05,RYR5540,TANGER (TNG),No informado
2025-11-13,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,09:05,VLG5580,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,09:05,WZZ1337,VARSOVIA (WAW),No informado
2025-11-13,09:05,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-13,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,09:10,RYR7215,PALMA DE MALLORCA (PMI),No informado
2025-11-13,09:10,SWR2140,ZURICH (ZRH),No informado
2025-11-13,09:20,EWG9538,DUSSELDORF (DUS),No informado
2025-11-13,09:20,TVF4620,PARIS /ORLY (ORY),No informado
2025-11-13,09:25,RYR1740,DUBLIN (DUB),No informado
2025-11-13,09:45,RYR4741,POZNAN /LAWICA (POZ),No informado
2025-11-13,09:55,RYR802,VIENA (VIE),No informado
2025-11-13,10:20,RYR2229,CRACOVIA (KRK),No informado
2025-11-13,10:25,RYR1444,MILAN /MALPENSA (MXP),No informado
2025-11-13,10:35,RYR497,MILAN/BERGAMO (BGY),No informado
2025-11-13,10:40,WMT3185,BUCAREST (OTP),No informado
2025-11-13,10:55,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-13,10:55,THY1301,ESTAMBUL (IST),No informado
2025-11-13,10:55,RYR643,LONDRES /STANSTED (STN),No informado
2025-11-13,11:00,IBE2433,IBIZA (IBZ),No informado
2025-11-13,11:00,DLH1840,MUNICH (MUC),No informado
2025-11-13,11:00,VLG5833,IBIZA (IBZ),No informado
2025-11-13,11:15,BAW410,LONDRES / HEATHROW (LHR),No informado
2025-11-13,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado
2025-11-13,11:35,RYR1611,BARI /PALESE (BRI),No informado
2025-11-13,11:45,IBE2313,BILBAO (BIO),No informado
2025-11-13,11:45,VLG5713,BILBAO (BIO),No informado
2025-11-13,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-13,12:10,DLH1160,FRANKFURT (FRA),No informado
2025-11-13,12:15,RYR1003,ROMA /FIUMICINO (FCO),No informado
2025-11-13,12:20,VOE3582,ASTURIAS (OVD),No informado
2025-11-13,12:25,RYR6836,NAPOLES (NAP),No informado
2025-11-13,12:25,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-13,12:25,EZS1371,GINEBRA (GVA),No informado
2025-11-13,12:25,IBE5683,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-13,12:40,AUA431,VIENA (VIE),No informado
2025-11-13,13:30,RYR138,BERLIN BRANDENBURG (BER),No informado
2025-11-13,14:00,RYR2301,BUDAPEST (BUD),No informado
2025-11-13,14:10,SWR2142,ZURICH (ZRH),No informado
2025-11-13,14:35,VLG5791,SEVILLA (SVQ),No informado
2025-11-13,14:35,IBE2391,SEVILLA (SVQ),No informado
2025-11-13,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado
2025-11-13,15:25,RYR952,PISA / GALILEO GALILEI (PSA),No informado
2025-11-13,15:30,IBE5548,PALMA DE MALLORCA (PMI),No informado
2025-11-13,15:30,VLG3952,PALMA DE MALLORCA (PMI),No informado
2025-11-13,15:40,IBE5732,BRUSELAS (BRU),No informado
2025-11-13,15:40,VLG8921,BRUSELAS (BRU),No informado
2025-11-13,15:50,RYR1710,OPORTO (OPO),No informado
2025-11-13,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-13,16:15,AMX6858,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,16:15,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,16:15,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,16:15,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,16:15,MEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,16:20,QTR6541,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,16:20,VLG5784,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,16:20,IBE2384,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-13,16:40,RYR2985,BRUSELAS (BRU),No informado
2025-11-13,16:55,EJU5103,BERLIN BRANDENBURG (BER),No informado
2025-11-13,17:00,RYR2206,SEVILLA (SVQ),No informado
2025-11-13,17:05,AAL8714,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,17:05,RAM5440,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,17:05,VLG5582,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-13,17:10,THY1313,ESTAMBUL (IST),No informado
2025-11-13,17:15,DLH1162,FRANKFURT (FRA),No informado
2025-11-13,17:25,VOE3536,BILBAO (BIO),No informado
2025-11-13,17:30,TAP1094,LISBOA (LIS),No informado
2025-11-13,17:30,ETD2758,LISBOA (LIS),No informado
2025-11-13,17:30,ACA2673,LISBOA (LIS),No informado
2025-11-13,17:30,LOT4712,LISBOA (LIS),No informado
2025-11-13,17:30,RZO8732,LISBOA (LIS),No informado
2025-11-13,17:30,AZU7352,LISBOA (LIS),No informado
2025-11-13,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-13,18:10,RYR993,ROMA /FIUMICINO (FCO),No informado
2025-11-13,18:25,RYR4728,MILAN/BERGAMO (BGY),No informado
2025-11-13,18:25,RAM968,CASABLANCA /MOHAMED V (CMN),No informado
2025-11-13,18:30,RYR620,BOLONIA (BLQ),No informado
2025-11-13,18:45,TRA5105,EINDHOVEN (EIN),No informado
2025-11-13,18:50,TRA6441,ROTTERDAM (RTM),No informado
