Año,Mes,País,Compañía,ICAO,Pasajeros,Vuelos,Ratio_Pax_Vuelo
2024,1,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1618,9,179.78
2024,4,SUECIA,RYANAIR DAC,RYR,1597,9,177.44
2024,11,AUSTRIA,AUSTRIAN AIRLINES,AUA,1592,14,113.71
2024,9,REPUBLICA CHECA,EUROWINGS GMBH,EWG,1576,13,121.23
2024,10,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1573,7,224.71
2024,7,ITALIA,"VOLOTEA, S.L.",VOE,1573,10,157.3
2024,2,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1568,8,196
2024,2,SUIZA,EASYJET SWITZERLAND SA,EZS,1554,11,141.27
2024,9,DINAMARCA,NORWEGIAN AIR SWEDEN AOC AB,NSW,1540,9,171.11
2024,6,ALBANIA,WIZZ AIR MALTA LTD,WMT,1525,9,169.44
2024,5,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1522,9,169.11
2024,8,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1521,9,169
2024,9,DINAMARCA,RYANAIR DAC,RYR,1519,9,168.78
2024,9,MARRUECOS,ROYAL AIR MAROC,RAM,1514,26,58.23
2024,9,GRECIA,AEGEAN AIRLINES,AEE,1500,9,166.67
2024,11,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,1481,17,87.12
2024,8,ITALIA,"VOLOTEA, S.L.",VOE,1477,9,164.11
2024,2,HUNGRIA,RYANAIR DAC,RYR,1456,8,182
2024,3,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1454,8,181.75
2024,9,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1445,9,160.56
2024,8,SUECIA,RYANAIR DAC,RYR,1445,9,160.56
2024,9,SUECIA,RYANAIR DAC,RYR,1444,8,180.5
2024,5,DINAMARCA,NORWEGIAN AIR SWEDEN AOC AB,NSW,1444,9,160.44
2024,5,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1434,12,119.5
2024,10,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1433,9,159.22
2024,7,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1426,9,158.44
2024,10,SUECIA,RYANAIR DAC,RYR,1424,8,178
2024,7,REPUBLICA CHECA,EUROWINGS GMBH,EWG,1418,9,157.56
2024,7,GRECIA,AEGEAN AIRLINES,AEE,1413,9,157
2024,10,REPUBLICA CHECA,EUROWINGS GMBH,EWG,1401,11,127.36
2024,8,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1390,8,173.75
2024,8,REPUBLICA CHECA,EUROWINGS GMBH,EWG,1390,9,154.44
2024,4,FRANCIA,"VOLOTEA, S.L.",VOE,1383,8,172.88
2024,8,MARRUECOS,ROYAL AIR MAROC,RAM,1381,27,51.15
2024,7,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1378,8,172.25
2024,8,DINAMARCA,NORWEGIAN AIR SWEDEN AOC AB,NSW,1374,9,152.67
2024,4,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1361,9,151.22
2024,6,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1355,8,169.38
2024,4,ITALIA,"VOLOTEA, S.L.",VOE,1347,9,149.67
2024,12,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1340,9,148.89
2024,6,GRECIA,AEGEAN AIRLINES,AEE,1339,9,148.78
2024,6,DINAMARCA,NORWEGIAN AIR SWEDEN AOC AB,NSW,1331,8,166.38
2024,11,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1330,9,147.78
2024,5,SUECIA,RYANAIR DAC,RYR,1320,8,165
2024,5,DINAMARCA,RYANAIR DAC,RYR,1319,9,146.56
2024,8,GRECIA,AEGEAN AIRLINES,AEE,1304,8,163
2024,6,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1289,9,143.22
2024,1,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1280,10,128
2024,3,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,1279,9,142.11
2024,8,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1275,9,141.67
2024,7,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1272,8,159
2024,11,ALBANIA,WIZZ AIR MALTA LTD,WMT,1269,9,141
2024,2,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,1264,9,140.44
2024,4,DINAMARCA,RYANAIR DAC,RYR,1253,9,139.22
2024,11,HUNGRIA,RYANAIR DAC,RYR,1243,8,155.38
2024,10,MALTA,RYANAIR DAC,RYR,1232,7,176
2024,10,MARRUECOS,ROYAL AIR MAROC,RAM,1231,26,47.35
2024,4,DINAMARCA,NORWEGIAN AIR SWEDEN AOC AB,NSW,1226,8,153.25
2024,3,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1218,9,135.33
2024,2,BELGICA,"VUELING AIRLINES, S.A.",VLG,1208,7,172.57
2024,10,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1207,8,150.88
2024,3,ESPAÑA,EVELOP AIRLINES S.L.,EVE,1206,7,172.29
2024,6,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1204,9,133.78
2024,10,DINAMARCA,NORWEGIAN AIR SWEDEN AOC AB,NSW,1199,7,171.29
2024,7,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1194,9,132.67
2024,5,ITALIA,"VOLOTEA, S.L.",VOE,1172,8,146.5
2024,11,FRANCIA,"VOLOTEA, S.L.",VOE,1169,9,129.89
2024,12,ALBANIA,WIZZ AIR MALTA LTD,WMT,1167,9,129.67
2024,8,DINAMARCA,RYANAIR DAC,RYR,1156,9,128.44
2024,7,MARRUECOS,ROYAL AIR MAROC,RAM,1149,26,44.19
2024,1,MARRUECOS,ROYAL AIR MAROC,RAM,1132,23,49.22
2024,6,DINAMARCA,RYANAIR DAC,RYR,1131,8,141.38
2024,9,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1128,8,141
2024,1,SUIZA,EASYJET SWITZERLAND SA,EZS,1116,9,124
2024,1,AUSTRIA,AUSTRIAN AIRLINES,AUA,1104,10,110.4
2024,5,MARRUECOS,ROYAL AIR MAROC,RAM,1099,19,57.84
2024,4,MARRUECOS,ROYAL AIR MAROC,RAM,1087,18,60.39
2024,10,DINAMARCA,RYANAIR DAC,RYR,1078,7,154
2024,2,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1075,9,119.44
2024,6,REPUBLICA CHECA,EUROWINGS GMBH,EWG,1073,8,134.12
2024,6,REINO UNIDO,RYANAIR UK LIMITED,RUK,1063,6,177.17
2024,6,MARRUECOS,ROYAL AIR MAROC,RAM,1058,26,40.69
2024,11,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1051,10,105.1
2024,5,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1027,8,128.38
2024,2,MARRUECOS,ROYAL AIR MAROC,RAM,1005,19,52.89
2024,4,REPUBLICA CHECA,EUROWINGS GMBH,EWG,1003,10,100.3
2024,5,GRECIA,AEGEAN AIRLINES,AEE,958,7,136.86
2024,12,REPUBLICA DE SERBIA,AIR SERBIA,ASL,954,9,106
2024,8,ARGELIA,AIR ALGERIE,DAH,943,9,104.78
2024,3,REINO UNIDO,RYANAIR UK LIMITED,RUK,931,5,186.2
2024,12,MARRUECOS,ROYAL AIR MAROC,RAM,923,24,38.46
2024,3,MARRUECOS,ROYAL AIR MAROC,RAM,910,17,53.53
2024,3,SUECIA,RYANAIR DAC,RYR,899,5,179.8
2024,11,REPUBLICA DE SERBIA,AIR SERBIA,ASL,890,8,111.25
2024,11,MARRUECOS,ROYAL AIR MAROC,RAM,869,21,41.38
2024,9,REINO UNIDO,RYANAIR UK LIMITED,RUK,869,5,173.8
2024,12,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,853,9,94.78
2024,7,MOLDAVIA,FLY ONE SRL,FOE,845,8,105.62
2024,10,GRECIA,AEGEAN AIRLINES,AEE,809,5,161.8
2024,1,REINO UNIDO,RYANAIR UK LIMITED,RUK,770,5,154
2024,1,REPUBLICA DE SERBIA,AIR SERBIA,ASL,742,8,92.75
2024,5,REINO UNIDO,RYANAIR UK LIMITED,RUK,732,4,183
2024,7,REINO UNIDO,RYANAIR UK LIMITED,RUK,721,4,180.25
2024,2,REINO UNIDO,RYANAIR UK LIMITED,RUK,715,4,178.75
2024,8,REINO UNIDO,RYANAIR UK LIMITED,RUK,694,4,173.5
2024,8,MOLDAVIA,FLY ONE SRL,FOE,675,4,168.75
2024,4,LETONIA,AIR BALTIC CORPORATION JSC,BTI,672,5,134.4
2024,8,PORTUGAL,AIR NOSTRUM L.A. MEDITERRANEO,ANE,671,8,83.88
2024,1,FRANCIA,"VOLOTEA, S.L.",VOE,662,4,165.5
2024,9,ITALIA,"VOLOTEA, S.L.",VOE,646,4,161.5
2024,4,REINO UNIDO,RYANAIR UK LIMITED,RUK,606,4,151.5
2024,7,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,601,9,66.78
2024,6,MOLDAVIA,FLY ONE SRL,FOE,593,5,118.6
2024,8,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,565,9,62.78
2024,9,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,559,9,62.11
2024,7,ARGELIA,AIR ALGERIE,DAH,544,5,108.8
2024,4,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,544,9,60.44
2024,5,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,532,9,59.11
2024,10,REINO UNIDO,RYANAIR UK LIMITED,RUK,531,3,177
2024,10,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,510,8,63.75
2024,3,MALTA,RYANAIR DAC,RYR,505,3,168.33
2024,6,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,491,8,61.38
2024,11,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,483,9,53.67
2024,9,ARGELIA,AIR ALGERIE,DAH,480,4,120
2024,3,ITALIA,"VOLOTEA, S.L.",VOE,438,3,146
2024,9,MOLDAVIA,FLY ONE SRL,FOE,362,2,181
2024,3,BULGARIA,RYANAIR DAC,RYR,361,2,180.5
2024,7,PORTUGAL,AIR NOSTRUM L.A. MEDITERRANEO,ANE,330,6,55
2024,1,ESPAÑA,ROYAL AIR MAROC,RAM,188,0,0
2024,2,ALEMANIA,"TUIFLY GMBH, LANGENHAGEN",TUI,187,1,187
2024,10,ESPAÑA,TRANSAVIA HOLLAND B.V,TRA,184,1,184
2024,9,PORTUGAL,AIR NOSTRUM L.A. MEDITERRANEO,ANE,179,3,59.67
2024,2,ESPAÑA,EVELOP AIRLINES S.L.,EVE,175,1,175
2024,1,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,160,2,80
2024,10,ESPAÑA,EASYJET UK LTD ,EZY,158,1,158
2024,2,ESPAÑA,ROYAL AIR MAROC,RAM,158,1,158
2024,4,REINO UNIDO,AURIGNY AIR SERVICES Ltd,AUR,88,2,44
2024,11,REPUBLICA CHECA,EUROWINGS GMBH,EWG,76,1,76
2024,3,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,75,1,75
2024,11,ESPAÑA,BINTER CANARIAS,IBB,68,1,68
2024,11,ESPAÑA,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,64,0,0
2024,12,ESPAÑA,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,53,0,0
2024,5,ESPAÑA,ROYAL AIR MAROC,RAM,53,0,0
2024,12,REPUBLICA CHECA,RYANAIR DAC,RYR,45,1,45
2024,3,ESPAÑA,ROYAL AIR MAROC,RAM,29,0,0
2024,10,ESPAÑA,TURKISH AIRLINES,THY,12,1,12
2024,12,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,19,0
2024,12,BELGICA,ASL AIRLINES BELGIUM,TAY,0,15,0
2024,12,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,0,0
2024,12,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,20,0
2024,12,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,4,0
2024,11,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,18,0
2024,11,BELGICA,ASL AIRLINES BELGIUM,TAY,0,13,0
2024,11,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,0,0
2024,11,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,21,0
2024,11,ESPAÑA,UPS UNITED PARCEL SERVICE,UPS,0,0,0
2024,11,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,3,0
2024,10,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,21,0
2024,10,BELGICA,ASL AIRLINES BELGIUM,TAY,0,18,0
2024,10,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,0,0
2024,10,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,23,0
2024,10,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,4,0
2024,9,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,19,0
2024,9,BELGICA,ASL AIRLINES BELGIUM,TAY,0,14,0
2024,9,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,2,0
2024,9,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,21,0
2024,9,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,4,0
2024,8,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,21,0
2024,8,BELGICA,ASL AIRLINES BELGIUM,TAY,0,14,0
2024,8,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,3,0
2024,8,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,21,0
2024,8,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,5,0
2024,7,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,23,0
2024,7,BELGICA,ASL AIRLINES BELGIUM,TAY,0,15,0
2024,7,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,3,0
2024,7,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,23,0
2024,7,ESPAÑA,UPS UNITED PARCEL SERVICE,UPS,0,0,0
2024,7,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,4,0
2024,6,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,20,0
2024,6,BELGICA,ASL AIRLINES BELGIUM,TAY,0,13,0
2024,6,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,3,0
2024,6,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,20,0
2024,6,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,5,0
2024,5,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,22,0
2024,5,BELGICA,ASL AIRLINES BELGIUM,TAY,0,16,0
2024,5,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,2,0
2024,5,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,22,0
2024,5,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,4,0
2024,4,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,21,0
2024,4,BELGICA,ASL AIRLINES BELGIUM,TAY,0,12,0
2024,4,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,5,0
2024,4,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,22,0
2024,4,ESPAÑA,UPS UNITED PARCEL SERVICE,UPS,0,0,0
2024,4,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,4,0
2024,3,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,18,0
2024,3,BELGICA,ASL AIRLINES BELGIUM,TAY,0,13,0
2024,3,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,3,0
2024,3,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,20,0
2024,3,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,4,0
2024,2,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,22,0
2024,2,BELGICA,ASL AIRLINES BELGIUM,TAY,0,17,0
2024,2,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,0,0
2024,2,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,21,0
2024,2,ESPAÑA,UPS UNITED PARCEL SERVICE,UPS,0,0,0
2024,2,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,2,0
2024,1,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,21,0
2024,1,BELGICA,ASL AIRLINES BELGIUM,TAY,0,17,0
2024,1,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,1,0
2024,1,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,22,0
2024,1,ESPAÑA,UPS UNITED PARCEL SERVICE,UPS,0,0,0
2024,1,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,1,0
2025,8,ITALIA,RYANAIR DAC,RYR,71271,391,182.28
2025,7,ITALIA,RYANAIR DAC,RYR,71049,388,183.12
2025,10,ITALIA,RYANAIR DAC,RYR,69547,393,176.96
2025,11,ITALIA,RYANAIR DAC,RYR,69256,389,178.04
2025,6,ITALIA,RYANAIR DAC,RYR,67846,383,177.14
2025,3,ITALIA,RYANAIR DAC,RYR,67798,378,179.36
2025,8,ESPAÑA,RYANAIR DAC,RYR,66870,377,177.37
2025,5,ITALIA,RYANAIR DAC,RYR,66189,372,177.93
2025,7,ESPAÑA,RYANAIR DAC,RYR,65296,376,173.66
2025,4,ITALIA,RYANAIR DAC,RYR,65269,367,177.84
2025,9,ITALIA,RYANAIR DAC,RYR,64681,363,178.18
2025,6,ESPAÑA,RYANAIR DAC,RYR,62335,365,170.78
2025,9,ESPAÑA,RYANAIR DAC,RYR,60998,359,169.91
2025,5,ESPAÑA,RYANAIR DAC,RYR,60526,363,166.74
2025,2,ITALIA,RYANAIR DAC,RYR,55772,312,178.76
2025,10,ESPAÑA,RYANAIR DAC,RYR,54174,352,153.9
2025,4,ESPAÑA,RYANAIR DAC,RYR,53467,332,161.05
2025,1,ITALIA,RYANAIR DAC,RYR,49963,292,171.11
2025,3,ESPAÑA,RYANAIR DAC,RYR,41480,254,163.31
2025,11,ESPAÑA,RYANAIR DAC,RYR,35328,214,165.08
2025,2,ESPAÑA,RYANAIR DAC,RYR,32176,200,160.88
2025,1,ESPAÑA,RYANAIR DAC,RYR,29922,182,164.41
2025,3,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,29054,195,148.99
2025,11,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,25661,369,69.54
2025,2,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,24444,160,152.78
2025,3,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,23648,373,63.4
2025,2,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,23643,358,66.04
2025,7,REINO UNIDO,RYANAIR DAC,RYR,23582,129,182.81
2025,10,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,23576,355,66.41
2025,5,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,23472,337,69.65
2025,4,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,23217,361,64.31
2025,11,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,23138,144,160.68
2025,5,REINO UNIDO,RYANAIR DAC,RYR,22987,129,178.19
2025,8,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,22952,138,166.32
2025,1,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,22944,377,60.86
2025,8,REINO UNIDO,RYANAIR DAC,RYR,22895,128,178.87
2025,7,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,22220,347,64.03
2025,10,REINO UNIDO,RYANAIR DAC,RYR,22085,130,169.88
2025,7,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,21907,132,165.96
2025,9,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,21904,120,182.53
2025,4,REINO UNIDO,RYANAIR DAC,RYR,21762,126,172.71
2025,6,REINO UNIDO,RYANAIR DAC,RYR,21465,122,175.94
2025,10,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,21427,119,180.06
2025,9,REINO UNIDO,RYANAIR DAC,RYR,21375,122,175.2
2025,7,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,21374,120,178.12
2025,8,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,20841,307,67.89
2025,4,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,20809,120,173.41
2025,6,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,20646,305,67.69
2025,10,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,20527,132,155.51
2025,1,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,20509,143,143.42
2025,9,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,20191,124,162.83
2025,6,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,20106,126,159.57
2025,5,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,20049,119,168.48
2025,8,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,20026,125,160.21
2025,6,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,19834,119,166.67
2025,8,ESPAÑA,AIR EUROPA,AEA,19309,124,155.72
2025,7,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,19175,118,162.5
2025,9,ESPAÑA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,19136,311,61.53
2025,5,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,19055,124,153.67
2025,8,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,19020,119,159.83
2025,9,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,18980,110,172.55
2025,7,ESPAÑA,AIR EUROPA,AEA,18963,124,152.93
2025,10,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,18779,110,170.72
2025,9,ESPAÑA,AIR EUROPA,AEA,18681,119,156.98
2025,10,ESPAÑA,AIR EUROPA,AEA,18421,124,148.56
2025,3,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,18364,105,174.9
2025,4,ESPAÑA,"VUELING AIRLINES, S.A.",VLG,18159,115,157.9
2025,5,ESPAÑA,AIR EUROPA,AEA,17970,125,143.76
2025,4,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,17846,111,160.77
2025,5,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,17712,117,151.38
2025,6,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,17561,110,159.65
2025,6,ITALIA,WIZZ AIR MALTA LTD,WMT,17526,81,216.37
2025,6,ESPAÑA,AIR EUROPA,AEA,17495,120,145.79
2025,10,ITALIA,WIZZ AIR MALTA LTD,WMT,17357,79,219.71
2025,3,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,17140,108,158.7
2025,3,ESPAÑA,AIR EUROPA,AEA,17063,124,137.6
2025,3,REINO UNIDO,RYANAIR DAC,RYR,17011,99,171.83
2025,1,ESPAÑA,AIR EUROPA,AEA,16876,124,136.1
2025,9,ITALIA,WIZZ AIR MALTA LTD,WMT,16462,74,222.46
2025,4,ESPAÑA,AIR EUROPA,AEA,16395,120,136.62
2025,11,ESPAÑA,AIR EUROPA,AEA,16275,120,135.62
2025,4,ITALIA,WIZZ AIR MALTA LTD,WMT,15921,73,218.1
2025,5,ITALIA,WIZZ AIR MALTA LTD,WMT,15803,75,210.71
2025,2,ESPAÑA,AIR EUROPA,AEA,15620,112,139.46
2025,8,ITALIA,WIZZ AIR MALTA LTD,WMT,15531,69,225.09
2025,3,ALEMANIA,RYANAIR DAC,RYR,15391,89,172.93
2025,7,SUIZA,SWISS INTERNATIONAL AIR LINES,SWR,15183,94,161.52
2025,8,ALEMANIA,RYANAIR DAC,RYR,15038,82,183.39
2025,11,REINO UNIDO,RYANAIR DAC,RYR,14876,97,153.36
2025,4,MARRUECOS,RYANAIR DAC,RYR,14863,85,174.86
2025,4,FRANCIA,"VUELING AIRLINES, S.A.",VLG,14563,85,171.33
2025,7,ALEMANIA,RYANAIR DAC,RYR,14271,78,182.96
2025,11,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,14208,88,161.45
2025,5,MARRUECOS,RYANAIR DAC,RYR,14203,89,159.58
2025,5,ALEMANIA,RYANAIR DAC,RYR,14164,79,179.29
2025,5,FRANCIA,"VUELING AIRLINES, S.A.",VLG,14159,86,164.64
2025,8,MARRUECOS,RYANAIR DAC,RYR,14151,79,179.13
2025,4,ALEMANIA,RYANAIR DAC,RYR,14146,77,183.71
2025,10,ALEMANIA,RYANAIR DAC,RYR,14083,79,178.27
2025,9,ALEMANIA,RYANAIR DAC,RYR,14009,77,181.94
2025,7,ITALIA,WIZZ AIR MALTA LTD,WMT,13938,62,224.81
2025,8,SUIZA,SWISS INTERNATIONAL AIR LINES,SWR,13874,99,140.14
2025,4,SUIZA,SWISS INTERNATIONAL AIR LINES,SWR,13752,93,147.87
2025,9,MARRUECOS,RYANAIR DAC,RYR,13741,77,178.45
2025,9,SUIZA,SWISS INTERNATIONAL AIR LINES,SWR,13731,93,147.65
2025,10,SUIZA,SWISS INTERNATIONAL AIR LINES,SWR,13695,96,142.66
2025,6,ALEMANIA,RYANAIR DAC,RYR,13657,77,177.36
2025,10,FRANCIA,"VUELING AIRLINES, S.A.",VLG,13386,81,165.26
2025,11,ITALIA,WIZZ AIR MALTA LTD,WMT,13281,61,217.72
2025,6,FRANCIA,"VUELING AIRLINES, S.A.",VLG,13277,79,168.06
2025,2,REINO UNIDO,RYANAIR DAC,RYR,13276,80,165.95
2025,11,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,13235,82,161.4
2025,7,FRANCIA,AIR FRANCE,AFR,13208,92,143.57
2025,8,FRANCIA,AIR FRANCE,AFR,12867,93,138.35
2025,10,PORTUGAL,RYANAIR DAC,RYR,12522,71,176.37
2025,7,ALEMANIA,EUROWINGS GMBH,EWG,12340,82,150.49
2025,8,PORTUGAL,RYANAIR DAC,RYR,12258,66,185.73
2025,10,ALEMANIA,EUROWINGS GMBH,EWG,12252,85,144.14
2025,3,ITALIA,WIZZ AIR MALTA LTD,WMT,12242,55,222.58
2025,2,HOLANDA,TRANSAVIA HOLLAND B.V,TRA,12197,75,162.63
2025,4,FRANCIA,RYANAIR DAC,RYR,12119,71,170.69
2025,7,PORTUGAL,RYANAIR DAC,RYR,12094,67,180.51
2025,2,ALEMANIA,DEUTSCHE LUFTHANSA A.G.,DLH,12065,77,156.69
2025,8,ALEMANIA,EUROWINGS GMBH,EWG,11974,82,146.02
2025,9,ALEMANIA,EUROWINGS GMBH,EWG,11961,81,147.67
2025,9,FRANCIA,"VUELING AIRLINES, S.A.",VLG,11921,75,158.95
2025,7,FRANCIA,"VUELING AIRLINES, S.A.",VLG,11890,68,174.85
2025,5,FRANCIA,RYANAIR DAC,RYR,11842,74,160.03
2025,10,MARRUECOS,RYANAIR DAC,RYR,11784,73,161.42
2025,1,REINO UNIDO,RYANAIR DAC,RYR,11730,77,152.34
2025,6,SUIZA,SWISS INTERNATIONAL AIR LINES,SWR,11717,90,130.19
2025,3,FRANCIA,RYANAIR DAC,RYR,11715,70,167.36
2025,9,PORTUGAL,RYANAIR DAC,RYR,11562,64,180.66
2025,8,REINO UNIDO,EASYJET UK LTD ,EZY,11545,71,162.61
