Año,Mes,País,Compañía,ICAO,Pasajeros,Vuelos,Ratio_Pax_Vuelo
2023,2,FRANCIA,RYANAIR DAC,RYR,4142,24,172.58
2023,3,FRANCIA,TRANSAVIA FRANCE,TVF,4103,24,170.96
2023,10,HOLANDA,RYANAIR DAC,RYR,4092,23,177.91
2023,9,ITALIA,WIZZ AIR MALTA LTD,WMT,4087,19,215.11
2023,9,SUIZA,EASYJET SWITZERLAND SA,EZS,4081,26,156.96
2023,12,ITALIA,WIZZ AIR MALTA LTD,WMT,4058,20,202.9
2023,8,HOLANDA,RYANAIR DAC,RYR,4056,23,176.35
2023,12,REINO UNIDO,BRITISH AIRWAYS,BAW,4042,32,126.31
2023,10,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,4034,18,224.11
2023,8,BELGICA,"VUELING AIRLINES, S.A.",VLG,3990,23,173.48
2023,5,SUIZA,EASYJET SWITZERLAND SA,EZS,3974,26,152.85
2023,9,AUSTRIA,RYANAIR DAC,RYR,3970,23,172.61
2023,5,HOLANDA,RYANAIR DAC,RYR,3969,22,180.41
2023,3,BELGICA,"VUELING AIRLINES, S.A.",VLG,3945,23,171.52
2023,6,HOLANDA,RYANAIR DAC,RYR,3940,22,179.09
2023,11,MARRUECOS,RYANAIR DAC,RYR,3937,25,157.48
2023,12,ALEMANIA,EUROWINGS GMBH,EWG,3906,29,134.69
2023,5,REINO UNIDO,"VUELING AIRLINES, S.A.",VLG,3898,24,162.42
2023,4,HOLANDA,RYANAIR DAC,RYR,3886,21,185.05
2023,6,SUIZA,EASYJET SWITZERLAND SA,EZS,3883,26,149.35
2023,12,MARRUECOS,RYANAIR DAC,RYR,3862,25,154.48
2023,7,HOLANDA,RYANAIR DAC,RYR,3845,21,183.1
2023,10,BELGICA,"VUELING AIRLINES, S.A.",VLG,3807,22,173.05
2023,11,ITALIA,WIZZ AIR MALTA LTD,WMT,3799,17,223.47
2023,9,HOLANDA,RYANAIR DAC,RYR,3789,21,180.43
2023,8,ITALIA,WIZZ AIR MALTA LTD,WMT,3752,17,220.71
2023,10,ITALIA,WIZZ AIR MALTA LTD,WMT,3732,18,207.33
2023,6,BELGICA,"VUELING AIRLINES, S.A.",VLG,3731,22,169.59
2023,10,SUIZA,EASYJET SWITZERLAND SA,EZS,3695,23,160.65
2023,12,REINO UNIDO,"VUELING AIRLINES, S.A.",VLG,3679,25,147.16
2023,7,BELGICA,"VUELING AIRLINES, S.A.",VLG,3664,21,174.48
2023,5,BELGICA,"VUELING AIRLINES, S.A.",VLG,3659,22,166.32
2023,4,BELGICA,"VUELING AIRLINES, S.A.",VLG,3639,21,173.29
2023,12,HOLANDA,"VUELING AIRLINES, S.A.",VLG,3624,23,157.57
2023,11,ALEMANIA,EUROWINGS GMBH,EWG,3619,30,120.63
2023,9,BELGICA,"VUELING AIRLINES, S.A.",VLG,3604,21,171.62
2023,12,BELGICA,"VUELING AIRLINES, S.A.",VLG,3587,22,163.05
2023,8,SUIZA,EASYJET SWITZERLAND SA,EZS,3581,24,149.21
2023,2,BELGICA,"VUELING AIRLINES, S.A.",VLG,3500,20,175
2023,2,FRANCIA,TRANSAVIA FRANCE,TVF,3478,20,173.9
2023,3,REINO UNIDO,"VUELING AIRLINES, S.A.",VLG,3424,20,171.2
2023,11,BELGICA,"VUELING AIRLINES, S.A.",VLG,3400,22,154.55
2023,3,HOLANDA,RYANAIR DAC,RYR,3397,19,178.79
2023,4,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,3392,19,178.53
2023,1,POLONIA,RYANAIR DAC,RYR,3366,18,187
2023,2,REINO UNIDO,BRITISH AIRWAYS,BAW,3360,24,140
2023,8,MALTA,RYANAIR DAC,RYR,3301,18,183.39
2023,9,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,3295,17,193.82
2023,5,ITALIA,WIZZ AIR MALTA LTD,WMT,3292,18,182.89
2023,1,BELGICA,"VUELING AIRLINES, S.A.",VLG,3291,22,149.59
2023,12,AUSTRIA,RYANAIR DAC,RYR,3264,19,171.79
2023,4,ITALIA,WIZZ AIR HUNGARY LTD,WZZ,3218,17,189.29
2023,7,ITALIA,WIZZ AIR MALTA LTD,WMT,3192,14,228
2023,8,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,3184,17,187.29
2023,11,REINO UNIDO,BRITISH AIRWAYS,BAW,3177,29,109.55
2023,6,MALTA,RYANAIR DAC,RYR,3171,18,176.17
2023,10,POLONIA,RYANAIR DAC,RYR,3166,17,186.24
2023,10,AUSTRIA,AUSTRIAN AIRLINES,AUA,3137,20,156.85
2023,2,POLONIA,RYANAIR DAC,RYR,3135,17,184.41
2023,3,POLONIA,RYANAIR DAC,RYR,3129,17,184.06
2023,9,MALTA,RYANAIR DAC,RYR,3065,17,180.29
2023,4,MALTA,RYANAIR DAC,RYR,3037,17,178.65
2023,7,MALTA,RYANAIR DAC,RYR,3033,17,178.41
2023,1,HOLANDA,RYANAIR DAC,RYR,3015,18,167.5
2023,5,MALTA,RYANAIR DAC,RYR,3003,17,176.65
2023,10,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,2942,17,173.06
2023,7,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,2940,17,172.94
2023,8,AUSTRIA,AUSTRIAN AIRLINES,AUA,2939,18,163.28
2023,9,AUSTRIA,AUSTRIAN AIRLINES,AUA,2927,17,172.18
2023,7,AUSTRIA,AUSTRIAN AIRLINES,AUA,2900,18,161.11
2023,12,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2865,18,159.17
2023,6,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,2855,16,178.44
2023,2,HOLANDA,RYANAIR DAC,RYR,2837,16,177.31
2023,11,FRANCIA,TRANSAVIA FRANCE,TVF,2800,18,155.56
2023,10,MALTA,RYANAIR DAC,RYR,2797,16,174.81
2023,5,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,2793,17,164.29
2023,11,HOLANDA,"VUELING AIRLINES, S.A.",VLG,2790,21,132.86
2023,4,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,2789,16,174.31
2023,1,FRANCIA,TRANSAVIA FRANCE,TVF,2773,16,173.31
2023,5,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2721,18,151.17
2023,9,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,2719,16,169.94
2023,10,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2694,18,149.67
2023,11,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2686,17,158
2023,6,ITALIA,WIZZ AIR MALTA LTD,WMT,2666,13,205.08
2023,4,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2665,17,156.76
2023,4,AUSTRIA,AUSTRIAN AIRLINES,AUA,2649,19,139.42
2023,3,HOLANDA,"VUELING AIRLINES, S.A.",VLG,2636,19,138.74
2023,11,AUSTRIA,RYANAIR DAC,RYR,2572,16,160.75
2023,9,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2545,17,149.71
2023,5,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,2511,13,193.15
2023,2,REINO UNIDO,"VUELING AIRLINES, S.A.",VLG,2494,19,131.26
2023,3,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,2491,13,191.62
2023,10,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,2485,13,191.15
2023,9,POLONIA,RYANAIR DAC,RYR,2484,13,191.08
2023,6,AUSTRIA,AUSTRIAN AIRLINES,AUA,2480,17,145.88
2023,6,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,2479,15,165.27
2023,1,REINO UNIDO,BRITISH AIRWAYS,BAW,2467,21,117.48
2023,5,POLONIA,RYANAIR DAC,RYR,2463,13,189.46
2023,8,POLONIA,RYANAIR DAC,RYR,2455,13,188.85
2023,6,POLONIA,RYANAIR DAC,RYR,2450,13,188.46
2023,1,HOLANDA,"VUELING AIRLINES, S.A.",VLG,2446,17,143.88
2023,7,POLONIA,RYANAIR DAC,RYR,2427,13,186.69
2023,6,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2419,17,142.29
2023,7,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2373,18,131.83
2023,1,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,2364,12,197
2023,1,REINO UNIDO,"VUELING AIRLINES, S.A.",VLG,2334,21,111.14
2023,11,HOLANDA,RYANAIR DAC,RYR,2326,16,145.38
2023,8,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,2310,17,135.88
2023,2,HOLANDA,"VUELING AIRLINES, S.A.",VLG,2309,16,144.31
2023,4,POLONIA,RYANAIR DAC,RYR,2272,12,189.33
2023,12,HOLANDA,RYANAIR DAC,RYR,2195,14,156.79
2023,3,AUSTRIA,AUSTRIAN AIRLINES,AUA,2150,13,165.38
2023,8,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2109,17,124.06
2023,7,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,2093,9,232.56
2023,8,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,2084,9,231.56
2023,3,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,2076,14,148.29
2023,1,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,2054,9,228.22
2023,4,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,2042,9,226.89
2023,3,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,2025,9,225
2023,9,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,2022,17,118.94
2023,7,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,2015,18,111.94
2023,5,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,2012,9,223.56
2023,4,RUMANIA,WIZZ AIR MALTA LTD,WMT,2006,10,200.6
2023,12,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,2003,13,154.08
2023,12,AUSTRIA,AUSTRIAN AIRLINES,AUA,2003,14,143.07
2023,5,AUSTRIA,AUSTRIAN AIRLINES,AUA,2002,18,111.22
2023,3,AUSTRIA,RYANAIR DAC,RYR,1912,11,173.82
2023,9,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,1862,8,232.75
2023,6,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,1840,8,230
2023,2,POLONIA,WIZZ AIR HUNGARY LTD,WZZ,1833,8,229.12
2023,6,REINO UNIDO,RYANAIR UK LIMITED,RUK,1803,10,180.3
2023,11,AUSTRIA,AUSTRIAN AIRLINES,AUA,1797,15,119.8
2023,9,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1770,12,147.5
2023,3,ITALIA,WIZZ AIR HUNGARY LTD,WZZ,1753,10,175.3
2023,6,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,1752,18,97.33
2023,12,HUNGRIA,RYANAIR DAC,RYR,1751,10,175.1
2023,8,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1740,14,124.29
2023,10,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,1737,17,102.18
2023,8,MARRUECOS,ROYAL AIR MAROC,RAM,1728,28,61.71
2023,1,AUSTRIA,RYANAIR DAC,RYR,1709,10,170.9
2023,3,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1691,12,140.92
2023,1,ITALIA,WIZZ AIR HUNGARY LTD,WZZ,1685,10,168.5
2023,12,FRANCIA,"VOLOTEA, S.L.",VOE,1677,11,152.45
2023,2,ITALIA,WIZZ AIR HUNGARY LTD,WZZ,1665,8,208.12
2023,4,SUECIA,RYANAIR DAC,RYR,1660,9,184.44
2023,7,SUECIA,RYANAIR DAC,RYR,1659,9,184.33
2023,12,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1657,9,184.11
2023,10,HUNGRIA,RYANAIR DAC,RYR,1654,9,183.78
2023,9,HUNGRIA,RYANAIR DAC,RYR,1651,9,183.44
2023,9,MARRUECOS,ROYAL AIR MAROC,RAM,1650,27,61.11
2023,10,SUECIA,RYANAIR DAC,RYR,1649,9,183.22
2023,9,SUECIA,RYANAIR DAC,RYR,1646,9,182.89
2023,7,DINAMARCA,RYANAIR DAC,RYR,1632,9,181.33
2023,7,HUNGRIA,RYANAIR DAC,RYR,1616,9,179.56
2023,4,HUNGRIA,RYANAIR DAC,RYR,1615,9,179.44
2023,10,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1613,13,124.08
2023,8,REINO UNIDO,RYANAIR UK LIMITED,RUK,1613,9,179.22
2023,5,SUECIA,RYANAIR DAC,RYR,1611,9,179
2023,8,HUNGRIA,RYANAIR DAC,RYR,1600,9,177.78
2023,5,HUNGRIA,RYANAIR DAC,RYR,1600,9,177.78
2023,4,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,1587,16,99.19
2023,7,FRANCIA,"VOLOTEA, S.L.",VOE,1586,9,176.22
2023,8,SUECIA,RYANAIR DAC,RYR,1566,9,174
2023,2,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1554,12,129.5
2023,5,MARRUECOS,ROYAL AIR MAROC,RAM,1553,25,62.12
2023,1,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1537,13,118.23
2023,6,FRANCIA,"VOLOTEA, S.L.",VOE,1534,9,170.44
2023,8,ITALIA,"VOLOTEA, S.L.",VOE,1515,9,168.33
2023,2,ALEMANIA,EUROWINGS GMBH,EWG,1501,9,166.78
2023,2,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1480,8,185
2023,8,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1468,9,163.11
2023,9,FRANCIA,"VOLOTEA, S.L.",VOE,1466,9,162.89
2023,7,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1464,13,112.62
2023,11,BULGARIA,WIZZ AIR HUNGARY LTD,WZZ,1460,8,182.5
2023,7,REINO UNIDO,RYANAIR UK LIMITED,RUK,1458,8,182.25
2023,6,SUECIA,RYANAIR DAC,RYR,1453,8,181.62
2023,4,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1453,8,181.62
2023,1,HUNGRIA,RYANAIR DAC,RYR,1446,8,180.75
2023,5,FRANCIA,"VOLOTEA, S.L.",VOE,1445,9,160.56
2023,5,DINAMARCA,RYANAIR DAC,RYR,1441,9,160.11
2023,2,HUNGRIA,RYANAIR DAC,RYR,1434,8,179.25
2023,12,SUIZA,EASYJET SWITZERLAND SA,EZS,1428,9,158.67
2023,9,DINAMARCA,RYANAIR DAC,RYR,1422,8,177.75
2023,7,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1415,9,157.22
2023,6,HUNGRIA,RYANAIR DAC,RYR,1411,8,176.38
2023,8,GRECIA,AEGEAN AIRLINES,AEE,1410,9,156.67
2023,3,HUNGRIA,RYANAIR DAC,RYR,1410,8,176.25
2023,8,FRANCIA,"VOLOTEA, S.L.",VOE,1402,8,175.25
2023,2,AUSTRIA,AUSTRIAN AIRLINES,AUA,1402,9,155.78
2023,7,MARRUECOS,ROYAL AIR MAROC,RAM,1397,30,46.57
2023,2,SUECIA,RYANAIR DAC,RYR,1394,8,174.25
2023,8,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1390,7,198.57
2023,11,REINO UNIDO,"VUELING AIRLINES, S.A.",VLG,1387,10,138.7
2023,2,AUSTRIA,RYANAIR DAC,RYR,1387,8,173.38
2023,3,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1382,8,172.75
2023,7,ITALIA,"VOLOTEA, S.L.",VOE,1380,9,153.33
2023,3,MARRUECOS,ROYAL AIR MAROC,RAM,1380,24,57.5
2023,10,REINO UNIDO,RYANAIR UK LIMITED,RUK,1369,8,171.12
2023,1,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1365,9,151.67
2023,6,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1358,11,123.45
2023,2,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1351,8,168.88
2023,10,FRANCIA,"VOLOTEA, S.L.",VOE,1346,8,168.25
2023,10,DINAMARCA,RYANAIR DAC,RYR,1324,9,147.11
2023,7,GRECIA,AEGEAN AIRLINES,AEE,1318,9,146.44
2023,5,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,1314,17,77.29
2023,8,DINAMARCA,RYANAIR DAC,RYR,1303,9,144.78
2023,9,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1293,9,143.67
2023,10,MARRUECOS,ROYAL AIR MAROC,RAM,1291,26,49.65
2023,9,GRECIA,AEGEAN AIRLINES,AEE,1270,8,158.75
2023,11,ALEMANIA,EASYJET EUROPE AIRLINE GMBH,EJU,1263,9,140.33
2023,4,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1261,9,140.11
2023,3,SUECIA,RYANAIR DAC,RYR,1258,7,179.71
2023,10,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1255,9,139.44
2023,2,MARRUECOS,ROYAL AIR MAROC,RAM,1236,22,56.18
2023,7,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1219,7,174.14
2023,6,DINAMARCA,RYANAIR DAC,RYR,1214,8,151.75
2023,11,HUNGRIA,RYANAIR DAC,RYR,1213,7,173.29
2023,7,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1199,9,133.22
2023,8,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1196,9,132.89
2023,6,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1184,7,169.14
2023,10,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,1181,8,147.62
2023,3,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1179,9,131
2023,10,GRECIA,AEGEAN AIRLINES,AEE,1173,8,146.62
2023,12,MARRUECOS,ROYAL AIR MAROC,RAM,1160,27,42.96
2023,1,SUECIA,RYANAIR DAC,RYR,1150,7,164.29
2023,6,MARRUECOS,ROYAL AIR MAROC,RAM,1129,27,41.81
2023,1,ALEMANIA,EUROWINGS GMBH,EWG,1113,9,123.67
2023,5,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1110,9,123.33
2023,5,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1086,8,135.75
2023,4,MARRUECOS,ROYAL AIR MAROC,RAM,1084,20,54.2
2023,11,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1073,8,134.12
2023,4,FRANCIA,"VOLOTEA, S.L.",VOE,1072,7,153.14
2023,1,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1057,9,117.44
2023,6,LETONIA,AIR BALTIC CORPORATION JSC,BTI,1045,8,130.62
2023,1,MARRUECOS,ROYAL AIR MAROC,RAM,1036,22,47.09
2023,11,SUIZA,EASYJET SWITZERLAND SA,EZS,1016,8,127
2023,11,MARRUECOS,ROYAL AIR MAROC,RAM,1002,22,45.55
2023,6,ITALIA,"VOLOTEA, S.L.",VOE,1001,8,125.12
2023,12,REPUBLICA DE SERBIA,AIR SERBIA,ASL,1000,9,111.11
2023,9,MARRUECOS,AIR ARABIA MAROC,MAC,993,7,141.86
2023,2,REPUBLICA DE SERBIA,AIR SERBIA,ASL,966,8,120.75
2023,9,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,951,6,158.5
2023,11,FRANCIA,"VOLOTEA, S.L.",VOE,941,7,134.43
2023,5,PORTUGAL,EASYJET EUROPE AIRLINE GMBH,EJU,893,6,148.83
2023,2,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,890,6,148.33
2023,11,LETONIA,AIR BALTIC CORPORATION JSC,BTI,848,8,106
2023,12,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,847,7,121
2023,9,ITALIA,"VOLOTEA, S.L.",VOE,813,5,162.6
2023,11,REINO UNIDO,RYANAIR UK LIMITED,RUK,799,5,159.8
2023,1,AUSTRIA,AUSTRIAN AIRLINES,AUA,773,10,77.3
2023,6,GRECIA,AEGEAN AIRLINES,AEE,736,5,147.2
2023,1,MARRUECOS,AIR ARABIA MAROC,MAC,730,7,104.29
2023,8,RUMANIA,DAN AIR (AOC),DNA,725,5,145
2023,5,EGIPTO,AIR CAIRO,MSC,720,5,144
2023,9,REINO UNIDO,RYANAIR UK LIMITED,RUK,705,4,176.25
2023,3,REINO UNIDO,RYANAIR UK LIMITED,RUK,703,4,175.75
2023,2,REINO UNIDO,RYANAIR UK LIMITED,RUK,698,4,174.5
2023,8,EGIPTO,AIR CAIRO,MSC,694,4,173.5
2023,1,EGIPTO,AIR CAIRO,MSC,693,5,138.6
2023,11,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,689,8,86.12
2023,9,EGIPTO,AIR CAIRO,MSC,681,4,170.25
2023,3,SUIZA,EASYJET SWITZERLAND SA,EZS,681,4,170.25
2023,4,LETONIA,AIR BALTIC CORPORATION JSC,BTI,677,5,135.4
2023,5,REINO UNIDO,RYANAIR UK LIMITED,RUK,670,4,167.5
2023,4,EGIPTO,AIR CAIRO,MSC,670,4,167.5
2023,10,EGIPTO,AIR CAIRO,MSC,666,4,166.5
2023,8,MARRUECOS,AIR ARABIA MAROC,MAC,666,4,166.5
2023,1,REINO UNIDO,RYANAIR UK LIMITED,RUK,660,4,165
2023,12,REINO UNIDO,RYANAIR UK LIMITED,RUK,649,4,162.25
2023,8,MOLDAVIA,FLY ONE SRL,FOE,644,5,128.8
2023,7,EGIPTO,AIR CAIRO,MSC,642,5,128.4
2023,3,EGIPTO,AIR CAIRO,MSC,642,4,160.5
2023,9,RUMANIA,DAN AIR (AOC),DNA,628,4,157
2023,3,MALTA,RYANAIR DAC,RYR,613,4,153.25
2023,7,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,597,9,66.33
2023,1,BELGICA,BRUSSELS AIRLINES N.V./S.A.,BEL,585,5,117
2023,10,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,567,9,63
2023,5,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,557,9,61.89
2023,6,MOLDAVIA,FLY ONE SRL,FOE,556,4,139
2023,9,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,551,9,61.22
2023,7,MOLDAVIA,FLY ONE SRL,FOE,541,5,108.2
2023,6,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,541,9,60.11
2023,10,MARRUECOS,AIR ARABIA MAROC,MAC,532,8,66.5
2023,2,EGIPTO,AIR CAIRO,MSC,532,4,133
2023,4,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,509,8,63.62
2023,6,EGIPTO,AIR CAIRO,MSC,492,4,123
2023,8,FRANCIA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,484,9,53.78
2023,5,MARRUECOS,AIR ARABIA MAROC,MAC,484,7,69.14
2023,8,PORTUGAL,AIR NOSTRUM L.A. MEDITERRANEO,ANE,467,5,93.4
2023,8,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,466,8,58.25
2023,2,MARRUECOS,AIR ARABIA MAROC,MAC,432,5,86.4
2023,3,MARRUECOS,AIR ARABIA MAROC,MAC,426,6,71
2023,4,MARRUECOS,AIR ARABIA MAROC,MAC,402,7,57.43
2023,10,RUMANIA,DAN AIR (AOC),DNA,399,5,79.8
2023,7,MARRUECOS,AIR ARABIA MAROC,MAC,386,5,77.2
2023,7,FRANCIA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,356,7,50.86
2023,7,RUMANIA,DAN AIR (AOC),DNA,344,5,68.8
2023,6,MARRUECOS,AIR ARABIA MAROC,MAC,303,8,37.88
2023,5,ITALIA,"VOLOTEA, S.L.",VOE,282,2,141
2023,6,FRANCIA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,218,6,36.33
2023,11,SUECIA,RYANAIR DAC,RYR,211,2,105.5
2023,9,PORTUGAL,AIR NOSTRUM L.A. MEDITERRANEO,ANE,178,2,89
2023,9,MOLDAVIA,FLY ONE SRL,FOE,159,1,159
2023,11,ESPAÑA,WIZZ AIR HUNGARY LTD,WZZ,150,1,150
2023,1,FRANCIA,"VOLOTEA, S.L.",VOE,148,1,148
2023,11,MARRUECOS,AIR ARABIA MAROC,MAC,130,2,65
2023,6,ESPAÑA,ROYAL AIR MAROC,RAM,111,0,0
2023,9,ESPAÑA,TAP AIR PORTUGAL,TAP,94,0,0
2023,7,PORTUGAL,AIR NOSTRUM L.A. MEDITERRANEO,ANE,85,2,42.5
2023,7,ESPAÑA,ROYAL AIR MAROC,RAM,81,0,0
2023,11,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,71,2,35.5
2023,4,ESPAÑA,ROYAL AIR MAROC,RAM,66,0,0
2023,3,LUXEMBURGO,LUXAIR - SOCIETE LUXEMBOURGEOI,LGL,59,1,59
2023,11,ESPAÑA,ROYAL AIR MAROC,RAM,57,0,0
2023,10,REINO UNIDO,AURIGNY AIR SERVICES Ltd,AUR,55,1,55
2023,3,REPUBLICA CHECA,"SMARTWINGS, A.S.",TVS,54,1,54
2023,9,FRANCIA,AIR NOSTRUM L.A. MEDITERRANEO,ANE,52,1,52
2023,11,DINAMARCA,RYANAIR DAC,RYR,41,1,41
2023,11,RUMANIA,DAN AIR (AOC),DNA,33,1,33
2023,12,RUMANIA,DAN AIR (AOC),DNA,16,1,16
2023,12,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,17,0
2023,12,BELGICA,ASL AIRLINES BELGIUM,TAY,0,11,0
2023,12,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,4,0
2023,12,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,20,0
2023,12,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,3,0
2023,11,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,21,0
2023,11,BELGICA,ASL AIRLINES BELGIUM,TAY,0,12,0
2023,11,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,6,0
2023,11,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,21,0
2023,11,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,3,0
2023,11,QATAR,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,1,0
2023,10,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,19,0
2023,10,BELGICA,ASL AIRLINES BELGIUM,TAY,0,9,0
2023,10,BELGICA,WEST ATLANTIC SWEDEN AB,SWN,0,4,0
2023,10,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,3,0
2023,10,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,22,0
2023,10,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,3,0
2023,10,FRANCIA,WEST ATLANTIC SWEDEN AB,SWN,0,1,0
2023,9,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,21,0
2023,9,BELGICA,ASL AIRLINES BELGIUM,TAY,0,0,0
2023,9,BELGICA,WEST ATLANTIC SWEDEN AB,SWN,0,11,0
2023,9,ESPAÑA,ASL AIRLINES BELGIUM,TAY,0,1,0
2023,9,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,21,0
2023,9,ESPAÑA,WEST ATLANTIC SWEDEN AB,SWN,0,4,0
2023,9,FRANCIA,WEST ATLANTIC SWEDEN AB,SWN,0,5,0
2023,8,ALEMANIA,UPS UNITED PARCEL SERVICE,UPS,0,22,0
2023,8,BELGICA,WEST ATLANTIC SWEDEN AB,SWN,0,13,0
2023,8,ESPAÑA,EUROPEAN AIR TRANSPORT LEIPZIG,BCS,0,22,0
