Año,Mes,País,Aeropuerto,IATA,Pasajeros,Vuelos,Ratio_Pax_Vuelo
2023,11,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,10611,64,165.8
2023,11,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,4554,30,151.8
2023,11,ALEMANIA,BERLIN BRANDENBURG,BER,3581,22,162.77
2023,11,ALEMANIA,DUSSELDORF,DUS,2831,21,134.81
2023,11,ALEMANIA,KOELN/BONN,CGN,1873,33,56.76
2023,11,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,1439,10,143.9
2023,11,ALEMANIA,NUREMBERG,NUE,1230,8,153.75
2023,11,ALEMANIA,MEMMINGEN,FMM,1224,8,153
2023,11,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,788,9,87.56
2023,11,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,127,1,127
2023,11,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,15390,121,127.19
2023,11,HOLANDA,EINDHOVEN,EIN,7923,52,152.37
2023,11,HOLANDA,ROTTERDAM,RTM,2094,16,130.88
2023,11,FRANCIA,PARIS /ORLY,ORY,12808,84,152.48
2023,11,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,4690,62,75.65
2023,11,FRANCIA,MARSELLA,MRS,1676,13,128.92
2023,11,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1624,11,147.64
2023,11,FRANCIA,NANTES / ATLANTIQUE,NTE,1136,8,142
2023,11,FRANCIA,TOULOUSE /BLAGNAC,TLS,1126,8,140.75
2023,11,FRANCIA,LYON SAINT-EXUPERY,LYS,941,7,134.43
2023,11,REINO UNIDO,LONDRES /STANSTED,STN,9212,58,158.83
2023,11,REINO UNIDO,LONDRES/GATWICK,LGW,7480,53,141.13
2023,11,REINO UNIDO,LONDRES / HEATHROW,LHR,3177,29,109.55
2023,11,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,1986,14,141.86
2023,11,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,1090,8,136.25
2023,11,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,325,2,162.5
2023,11,REINO UNIDO,EAST MIDLANDS,EMA,233,3,77.67
2023,11,REINO UNIDO,BRISTOL,BRS,97,2,48.5
2023,11,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,36,1,36
2023,11,BELGICA,BRUSELAS,BRU,8704,55,158.25
2023,11,BELGICA,BRUSELAS/CHARLEROI,CRL,3398,22,154.45
2023,11,BELGICA,LIEGE /BIERSET,LGG,0,12,0
2023,11,POLONIA,WROCLAW /STRACHOWICE,WRO,5018,29,173.03
2023,11,POLONIA,CHOPINA W WARSZAWIE,WAW,2479,13,190.69
2023,11,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,2309,13,177.62
2023,11,POLONIA,VARSOVIA/MODLIN,WMI,1312,8,164
2023,11,PORTUGAL,LISBOA,LIS,6847,62,110.44
2023,11,PORTUGAL,OPORTO,OPO,3111,18,172.83
2023,11,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,5043,22,229.23
2023,11,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,1832,8,229
2023,11,RUMANIA,TIMISOARA,TSR,1375,8,171.88
2023,11,RUMANIA,BRASOV - GHIMBAV,GHV,33,1,33
2023,11,TURQUIA,ISTANBUL HAVALIMANI,IST,8016,60,133.6
2023,11,SUIZA,ZURICH,ZRH,6274,47,133.49
2023,11,SUIZA,GINEBRA/COINTRIN,GVA,1582,16,98.88
2023,11,MARRUECOS,MARRAKECH /MENARA,RAK,2033,13,156.38
2023,11,MARRUECOS,TANGER /BOUKHALEF,TNG,1398,10,139.8
2023,11,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1002,22,45.55
2023,11,MARRUECOS,FEZ/SAIS,FEZ,330,2,165
2023,11,MARRUECOS,AGADIR/AL MASSIRA,AGA,306,2,153
2023,11,IRLANDA,DUBLIN,DUB,3597,23,156.39
2023,11,IRLANDA,CORK,ORK,1343,9,149.22
2023,11,AUSTRIA,VIENA  /INTERNACIONAL,VIE,4369,31,140.94
2023,11,BULGARIA,SOFIA ,SOF,1460,8,182.5
2023,11,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,1213,7,173.29
2023,11,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1073,8,134.12
2023,11,LETONIA,RIGA,RIX,848,8,106
2023,11,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,689,8,86.12
2023,11,SUECIA,ESTOCOLMO/ARLANDA,ARN,211,2,105.5
2023,11,LUXEMBURGO,LUXEMBURGO,LUX,71,2,35.5
2023,11,DINAMARCA,BILLUND,BLL,41,1,41
2023,11,QATAR,HAMAD INTERNATIONAL,DOH,0,1,0
2023,10,ESPAÑA,PALMA DE MALLORCA,PMI,33398,277,120.57
2023,10,ESPAÑA,IBIZA,IBZ,16942,136,124.57
2023,10,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,15648,170,92.05
2023,10,ESPAÑA,SEVILLA,SVQ,13392,111,120.65
2023,10,ESPAÑA,BILBAO,BIO,8801,72,122.24
2023,10,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,6801,44,154.57
2023,10,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,6667,69,96.62
2023,10,ESPAÑA,MENORCA,MAH,5628,58,97.03
2023,10,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,5573,32,174.16
2023,10,ESPAÑA,GRAN CANARIA,LPA,4429,27,164.04
2023,10,ESPAÑA,ASTURIAS,OVD,3281,22,149.14
2023,10,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,2323,14,165.93
2023,10,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,2149,14,153.5
2023,10,ESPAÑA,TENERIFE SUR,TFS,1466,9,162.89
2023,10,ESPAÑA,A CORUÑA,LCG,1447,9,160.78
2023,10,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,1261,36,35.03
2023,10,ESPAÑA,SAN SEBASTIÁN,EAS,1110,9,123.33
2023,10,ESPAÑA,FUERTEVENTURA,FUE,688,5,137.6
2023,10,ESPAÑA,VIGO,VGO,167,2,83.5
2023,10,ESPAÑA,VITORIA,VIT,0,22,0
2023,10,ITALIA,ROMA / FIUMICINO,FCO,19124,107,178.73
2023,10,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,9288,51,182.12
2023,10,ITALIA,MILAN/BERGAMO,BGY,8953,50,179.06
2023,10,ITALIA,MILAN /MALPENSA,MXP,7694,45,170.98
2023,10,ITALIA,PISA / GALILEO GALILEI,PSA,6182,35,176.63
2023,10,ITALIA,TREVISO/S.ANGELO (MIL),TSF,3448,19,181.47
2023,10,ITALIA,PALERMO /PUNTA RAISI,PMO,3186,18,177
2023,10,ITALIA,NAPOLES,NAP,3106,17,182.71
2023,10,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,2513,14,179.5
2023,10,ITALIA,TURIN /CITTA DI TORINO,TRN,2469,14,176.36
2023,10,ITALIA,CAGLIARI / ELMAS,CAG,2141,12,178.42
2023,10,ITALIA,BARI /PALESE,BRI,1804,10,180.4
2023,10,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,11578,65,178.12
2023,10,ALEMANIA,KOELN/BONN,CGN,6421,61,105.26
2023,10,ALEMANIA,BERLIN BRANDENBURG,BER,6075,34,178.68
2023,10,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,4994,31,161.1
2023,10,ALEMANIA,DUSSELDORF,DUS,4567,30,152.23
2023,10,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,3082,21,146.76
2023,10,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,2315,13,178.08
2023,10,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,2159,17,127
2023,10,ALEMANIA,MEMMINGEN,FMM,1634,9,181.56
2023,10,ALEMANIA,NUREMBERG,NUE,1615,9,179.44
2023,10,ALEMANIA,FRANKFURT /HAHN,HHN,1355,8,169.38
2023,10,FRANCIA,PARIS /ORLY,ORY,19502,117,166.68
2023,10,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,11252,85,132.38
2023,10,FRANCIA,MARSELLA,MRS,4897,30,163.23
2023,10,FRANCIA,NANTES / ATLANTIQUE,NTE,3065,18,170.28
2023,10,FRANCIA,BURDEOS,BOD,2560,16,160
2023,10,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1685,10,168.5
2023,10,FRANCIA,LYON SAINT-EXUPERY,LYS,1346,8,168.25
2023,10,FRANCIA,TOULOUSE /BLAGNAC,TLS,1153,8,144.12
2023,10,REINO UNIDO,LONDRES/GATWICK,LGW,16261,113,143.9
2023,10,REINO UNIDO,LONDRES /STANSTED,STN,8332,51,163.37
2023,10,REINO UNIDO,LONDRES / HEATHROW,LHR,4489,35,128.26
2023,10,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,2991,17,175.94
2023,10,REINO UNIDO,EAST MIDLANDS,EMA,2138,13,164.46
2023,10,REINO UNIDO,BRISTOL,BRS,2114,13,162.62
2023,10,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,1548,9,172
2023,10,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,1265,9,140.56
2023,10,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,178,1,178
2023,10,REINO UNIDO,GUERNSEY,GCI,55,1,55
2023,10,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,20639,144,143.33
2023,10,HOLANDA,EINDHOVEN,EIN,12640,72,175.56
2023,10,HOLANDA,ROTTERDAM,RTM,2943,18,163.5
2023,10,SUIZA,ZURICH,ZRH,14428,89,162.11
2023,10,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,2398,15,159.87
2023,10,SUIZA,GINEBRA/COINTRIN,GVA,2303,17,135.47
2023,10,PORTUGAL,LISBOA,LIS,9745,90,108.28
2023,10,PORTUGAL,OPORTO,OPO,5988,35,171.09
2023,10,PORTUGAL,FARO,FAO,1129,8,141.12
2023,10,BELGICA,BRUSELAS,BRU,10707,63,169.95
2023,10,BELGICA,BRUSELAS/CHARLEROI,CRL,3810,21,181.43
2023,10,BELGICA,LIEGE /BIERSET,LGG,0,13,0
2023,10,MARRUECOS,MARRAKECH /MENARA,RAK,2799,18,155.5
2023,10,MARRUECOS,TANGER /BOUKHALEF,TNG,2625,21,125
2023,10,MARRUECOS,FEZ/SAIS,FEZ,1470,9,163.33
2023,10,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1291,26,49.65
2023,10,MARRUECOS,AGADIR/AL MASSIRA,AGA,1214,9,134.89
2023,10,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,4641,22,210.95
2023,10,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,2450,13,188.46
2023,10,RUMANIA,TIMISOARA,TSR,1792,10,179.2
2023,10,RUMANIA,BRASOV - GHIMBAV,GHV,399,5,79.8
2023,10,TURQUIA,ISTANBUL HAVALIMANI,IST,8390,62,135.32
2023,10,AUSTRIA,VIENA  /INTERNACIONAL,VIE,7357,44,167.2
2023,10,POLONIA,CHOPINA W WARSZAWIE,WAW,2934,13,225.69
2023,10,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,2631,14,187.93
2023,10,POLONIA,WROCLAW /STRACHOWICE,WRO,1463,7,209
2023,10,POLONIA,VARSOVIA/MODLIN,WMI,172,1,172
2023,10,IRLANDA,DUBLIN,DUB,5008,29,172.69
2023,10,IRLANDA,CORK,ORK,2071,13,159.31
2023,10,MALTA,MALTA / LUQA,MLA,2797,16,174.81
2023,10,BULGARIA,SOFIA ,SOF,2485,13,191.15
2023,10,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,1737,17,102.18
2023,10,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,1654,9,183.78
2023,10,SUECIA,ESTOCOLMO/ARLANDA,ARN,1649,9,183.22
2023,10,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1613,13,124.08
2023,10,DINAMARCA,BILLUND,BLL,1324,9,147.11
2023,10,LETONIA,RIGA,RIX,1255,9,139.44
2023,10,GRECIA,ATENAS/ATHINAI,ATH,1173,8,146.62
2023,10,EGIPTO,EL CAIRO / INTERNACIONAL,CAI,666,4,166.5
2023,10,LUXEMBURGO,LUXEMBURGO,LUX,567,9,63
2023,9,ESPAÑA,PALMA DE MALLORCA,PMI,35261,277,127.3
2023,9,ESPAÑA,IBIZA,IBZ,19001,142,133.81
2023,9,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,15867,167,95.01
2023,9,ESPAÑA,SEVILLA,SVQ,12284,102,120.43
2023,9,ESPAÑA,MENORCA,MAH,10478,84,124.74
2023,9,ESPAÑA,BILBAO,BIO,8138,68,119.68
2023,9,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,7269,45,161.53
2023,9,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,6624,66,100.36
2023,9,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,6587,36,182.97
2023,9,ESPAÑA,GRAN CANARIA,LPA,4795,28,171.25
2023,9,ESPAÑA,ASTURIAS,OVD,3145,21,149.76
2023,9,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,2709,18,150.5
2023,9,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,2646,17,155.65
2023,9,ESPAÑA,TENERIFE SUR,TFS,1491,8,186.38
2023,9,ESPAÑA,A CORUÑA,LCG,1310,8,163.75
2023,9,ESPAÑA,SAN SEBASTIÁN,EAS,1136,9,126.22
2023,9,ESPAÑA,FUERTEVENTURA,FUE,897,5,179.4
2023,9,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,872,29,30.07
2023,9,ESPAÑA,VITORIA,VIT,0,21,0
2023,9,ITALIA,ROMA / FIUMICINO,FCO,19361,106,182.65
2023,9,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,9231,52,177.52
2023,9,ITALIA,MILAN/BERGAMO,BGY,8867,49,180.96
2023,9,ITALIA,MILAN /MALPENSA,MXP,7399,43,172.07
2023,9,ITALIA,PISA / GALILEO GALILEI,PSA,5363,30,178.77
2023,9,ITALIA,TREVISO/S.ANGELO (MIL),TSF,3655,21,174.05
2023,9,ITALIA,TURIN /CITTA DI TORINO,TRN,3387,21,161.29
2023,9,ITALIA,PALERMO /PUNTA RAISI,PMO,3189,18,177.17
2023,9,ITALIA,NAPOLES,NAP,3062,17,180.12
2023,9,ITALIA,BARI /PALESE,BRI,2329,13,179.15
2023,9,ITALIA,CAGLIARI / ELMAS,CAG,2126,12,177.17
2023,9,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,1452,8,181.5
2023,9,ITALIA,OLBIA / COSTA SMERALDA,OLB,813,5,162.6
2023,9,FRANCIA,PARIS /ORLY,ORY,18198,125,145.58
2023,9,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,11293,83,136.06
2023,9,FRANCIA,MARSELLA,MRS,4943,34,145.38
2023,9,FRANCIA,NANTES / ATLANTIQUE,NTE,2735,17,160.88
2023,9,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1534,9,170.44
2023,9,FRANCIA,LYON SAINT-EXUPERY,LYS,1466,9,162.89
2023,9,FRANCIA,BURDEOS,BOD,1428,9,158.67
2023,9,FRANCIA,TOULOUSE /BLAGNAC,TLS,1129,9,125.44
2023,9,FRANCIA,NIZA /COTE D-AZUR,NCE,52,1,52
2023,9,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,11686,64,182.59
2023,9,ALEMANIA,KOELN/BONN,CGN,5314,56,94.89
2023,9,ALEMANIA,BERLIN BRANDENBURG,BER,5093,29,175.62
2023,9,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,5020,30,167.33
2023,9,ALEMANIA,DUSSELDORF,DUS,4686,30,156.2
2023,9,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,3625,22,164.77
2023,9,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,2400,17,141.18
2023,9,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,1441,8,180.12
2023,9,ALEMANIA,MEMMINGEN,FMM,1439,8,179.88
2023,9,ALEMANIA,NUREMBERG,NUE,1427,8,178.38
2023,9,ALEMANIA,FRANKFURT /HAHN,HHN,152,1,152
2023,9,REINO UNIDO,LONDRES/GATWICK,LGW,16727,112,149.35
2023,9,REINO UNIDO,LONDRES /STANSTED,STN,7643,44,173.7
2023,9,REINO UNIDO,LONDRES / HEATHROW,LHR,5136,39,131.69
2023,9,REINO UNIDO,EAST MIDLANDS,EMA,2133,12,177.75
2023,9,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,2116,12,176.33
2023,9,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,1649,9,183.22
2023,9,REINO UNIDO,BRISTOL,BRS,1405,8,175.62
2023,9,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,1263,8,157.88
2023,9,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,20590,144,142.99
2023,9,HOLANDA,EINDHOVEN,EIN,12595,72,174.93
2023,9,HOLANDA,ROTTERDAM,RTM,2901,17,170.65
2023,9,SUIZA,ZURICH,ZRH,13447,80,168.09
2023,9,SUIZA,GINEBRA/COINTRIN,GVA,2703,19,142.26
2023,9,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,2529,16,158.06
2023,9,PORTUGAL,LISBOA,LIS,9097,86,105.78
2023,9,PORTUGAL,OPORTO,OPO,4269,24,177.88
2023,9,PORTUGAL,FARO,FAO,1425,9,158.33
2023,9,PORTUGAL,FUNCHAL / MADEIRA,FNC,178,2,89
2023,9,BELGICA,BRUSELAS,BRU,9419,56,168.2
2023,9,BELGICA,BRUSELAS/CHARLEROI,CRL,3255,18,180.83
2023,9,BELGICA,LIEGE /BIERSET,LGG,0,11,0
2023,9,MARRUECOS,TANGER /BOUKHALEF,TNG,3314,20,165.7
2023,9,MARRUECOS,FEZ/SAIS,FEZ,2807,18,155.94
2023,9,MARRUECOS,MARRAKECH /MENARA,RAK,2759,18,153.28
2023,9,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1650,27,61.11
2023,9,MARRUECOS,AGADIR/AL MASSIRA,AGA,1496,9,166.22
2023,9,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,4278,25,171.12
2023,9,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,2474,13,190.31
2023,9,RUMANIA,TIMISOARA,TSR,1440,8,180
2023,9,RUMANIA,BRASOV - GHIMBAV,GHV,628,0,0
2023,9,TURQUIA,ISTANBUL HAVALIMANI,IST,8654,60,144.23
2023,9,AUSTRIA,VIENA  /INTERNACIONAL,VIE,6897,40,172.43
2023,9,IRLANDA,DUBLIN,DUB,3941,22,179.14
2023,9,IRLANDA,CORK,ORK,1562,9,173.56
2023,9,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,2484,13,191.08
2023,9,POLONIA,CHOPINA W WARSZAWIE,WAW,1862,8,232.75
2023,9,BULGARIA,SOFIA ,SOF,3295,17,193.82
2023,9,MALTA,MALTA / LUQA,MLA,3065,17,180.29
2023,9,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,2022,17,118.94
2023,9,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1770,12,147.5
2023,9,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,1651,9,183.44
2023,9,SUECIA,ESTOCOLMO/ARLANDA,ARN,1646,9,182.89
2023,9,DINAMARCA,BILLUND,BLL,1422,8,177.75
2023,9,LETONIA,RIGA,RIX,1293,9,143.67
2023,9,GRECIA,ATENAS/ATHINAI,ATH,1270,8,158.75
2023,9,EGIPTO,EL CAIRO / INTERNACIONAL,CAI,681,4,170.25
2023,9,LUXEMBURGO,LUXEMBURGO,LUX,551,9,61.22
2023,9,MOLDAVIA,CHISINAU,RMO,159,1,159
2023,8,ESPAÑA,PALMA DE MALLORCA,PMI,41971,277,151.52
2023,8,ESPAÑA,IBIZA,IBZ,21468,162,132.52
2023,8,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,14898,156,95.5
2023,8,ESPAÑA,MENORCA,MAH,13518,97,139.36
2023,8,ESPAÑA,SEVILLA,SVQ,10808,61,177.18
2023,8,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,8570,47,182.34
2023,8,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,7981,51,156.49
2023,8,ESPAÑA,GRAN CANARIA,LPA,6591,49,134.51
2023,8,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,5869,53,110.74
2023,8,ESPAÑA,BILBAO,BIO,4564,26,175.54
2023,8,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,3447,30,114.9
2023,8,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,3439,19,181
2023,8,ESPAÑA,ASTURIAS,OVD,3365,22,152.95
2023,8,ESPAÑA,TENERIFE SUR,TFS,1686,10,168.6
2023,8,ESPAÑA,A CORUÑA,LCG,1467,9,163
2023,8,ESPAÑA,SAN SEBASTIÁN,EAS,1172,8,146.5
2023,8,ESPAÑA,FUERTEVENTURA,FUE,687,4,171.75
2023,8,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,0,5,0
2023,8,ESPAÑA,VITORIA,VIT,0,22,0
2023,8,ITALIA,ROMA / FIUMICINO,FCO,17551,95,184.75
2023,8,ITALIA,MILAN/BERGAMO,BGY,11302,62,182.29
2023,8,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,11198,61,183.57
2023,8,ITALIA,MILAN /MALPENSA,MXP,8472,47,180.26
2023,8,ITALIA,PISA / GALILEO GALILEI,PSA,7309,40,182.72
2023,8,ITALIA,TURIN /CITTA DI TORINO,TRN,4009,23,174.3
2023,8,ITALIA,TREVISO/S.ANGELO (MIL),TSF,3873,21,184.43
2023,8,ITALIA,NAPOLES,NAP,3260,18,181.11
2023,8,ITALIA,PALERMO /PUNTA RAISI,PMO,3110,17,182.94
2023,8,ITALIA,CAGLIARI / ELMAS,CAG,2549,14,182.07
2023,8,ITALIA,BARI /PALESE,BRI,2381,13,183.15
2023,8,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,2345,13,180.38
2023,8,ITALIA,OLBIA / COSTA SMERALDA,OLB,1515,9,168.33
2023,8,FRANCIA,PARIS /ORLY,ORY,20032,136,147.29
2023,8,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,14709,100,147.09
2023,8,FRANCIA,MARSELLA,MRS,5495,35,157
2023,8,FRANCIA,NANTES / ATLANTIQUE,NTE,3064,18,170.22
2023,8,FRANCIA,TOULOUSE /BLAGNAC,TLS,2212,15,147.47
2023,8,FRANCIA,BURDEOS,BOD,1539,9,171
2023,8,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1496,9,166.22
2023,8,FRANCIA,LYON SAINT-EXUPERY,LYS,1402,8,175.25
2023,8,FRANCIA,NIZA /COTE D-AZUR,NCE,484,9,53.78
2023,8,REINO UNIDO,LONDRES/GATWICK,LGW,18320,111,165.05
2023,8,REINO UNIDO,LONDRES /STANSTED,STN,9239,51,181.16
2023,8,REINO UNIDO,LONDRES / HEATHROW,LHR,6968,50,139.36
2023,8,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,3306,18,183.67
2023,8,REINO UNIDO,EAST MIDLANDS,EMA,2507,14,179.07
2023,8,REINO UNIDO,BRISTOL,BRS,1643,9,182.56
2023,8,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,1596,9,177.33
2023,8,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,1501,9,166.78
2023,8,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,11876,69,172.12
2023,8,ALEMANIA,KOELN/BONN,CGN,5663,61,92.84
2023,8,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,5144,31,165.94
2023,8,ALEMANIA,BERLIN BRANDENBURG,BER,4761,27,176.33
2023,8,ALEMANIA,DUSSELDORF,DUS,4311,31,139.06
2023,8,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,3535,23,153.7
2023,8,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,2565,14,183.21
2023,8,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,2206,17,129.76
2023,8,ALEMANIA,NUREMBERG,NUE,1671,9,185.67
2023,8,ALEMANIA,MEMMINGEN,FMM,1668,9,185.33
2023,8,ALEMANIA,FRANKFURT /HAHN,HHN,1598,9,177.56
2023,8,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,20358,149,136.63
2023,8,HOLANDA,EINDHOVEN,EIN,10978,64,171.53
2023,8,HOLANDA,ROTTERDAM,RTM,2706,16,169.12
2023,8,PORTUGAL,LISBOA,LIS,9935,90,110.39
2023,8,PORTUGAL,OPORTO,OPO,6343,35,181.23
2023,8,PORTUGAL,FARO,FAO,1366,8,170.75
2023,8,PORTUGAL,FUNCHAL / MADEIRA,FNC,467,5,93.4
2023,8,SUIZA,ZURICH,ZRH,13082,93,140.67
2023,8,SUIZA,GINEBRA/COINTRIN,GVA,2855,24,118.96
2023,8,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,1324,8,165.5
2023,8,BELGICA,BRUSELAS,BRU,10030,62,161.77
2023,8,BELGICA,BRUSELAS/CHARLEROI,CRL,4733,27,175.3
2023,8,BELGICA,LIEGE /BIERSET,LGG,0,13,0
2023,8,MARRUECOS,MARRAKECH /MENARA,RAK,2996,17,176.24
2023,8,MARRUECOS,FEZ/SAIS,FEZ,2976,17,175.06
2023,8,MARRUECOS,TANGER /BOUKHALEF,TNG,2926,17,172.12
2023,8,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1728,28,61.71
2023,8,MARRUECOS,AGADIR/AL MASSIRA,AGA,1625,9,180.56
2023,8,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,5122,28,182.93
2023,8,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,2490,14,177.86
2023,8,RUMANIA,TIMISOARA,TSR,1614,9,179.33
2023,8,RUMANIA,BRASOV - GHIMBAV,GHV,225,0,0
2023,8,TURQUIA,ISTANBUL HAVALIMANI,IST,8194,62,132.16
2023,8,AUSTRIA,VIENA  /INTERNACIONAL,VIE,7675,45,170.56
2023,8,IRLANDA,DUBLIN,DUB,4778,27,176.96
2023,8,IRLANDA,CORK,ORK,2315,13,178.08
2023,8,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,2455,13,188.85
2023,8,POLONIA,CHOPINA W WARSZAWIE,WAW,2084,9,231.56
2023,8,MALTA,MALTA / LUQA,MLA,3301,18,183.39
2023,8,BULGARIA,SOFIA ,SOF,3184,17,187.29
2023,8,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,2310,17,135.88
2023,8,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1740,14,124.29
2023,8,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,1600,9,177.78
2023,8,SUECIA,ESTOCOLMO/ARLANDA,ARN,1566,9,174
2023,8,GRECIA,ATENAS/ATHINAI,ATH,1410,9,156.67
2023,8,DINAMARCA,BILLUND,BLL,1303,9,144.78
2023,8,LETONIA,RIGA,RIX,1196,9,132.89
