Año,Mes,País,Aeropuerto,IATA,Pasajeros,Vuelos,Ratio_Pax_Vuelo
2025,10,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,26702,178,150.01
2025,10,HOLANDA,EINDHOVEN,EIN,13072,73,179.07
2025,10,HOLANDA,ROTTERDAM,RTM,3436,20,171.8
2025,10,REINO UNIDO,LONDRES/GATWICK,LGW,11838,81,146.15
2025,10,REINO UNIDO,LONDRES /STANSTED,STN,10907,61,178.8
2025,10,REINO UNIDO,LONDRES / HEATHROW,LHR,7381,51,144.73
2025,10,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,3931,23,170.91
2025,10,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,2297,14,164.07
2025,10,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,2145,13,165
2025,10,REINO UNIDO,EAST MIDLANDS,EMA,1301,9,144.56
2025,10,REINO UNIDO,BRISTOL,BRS,1063,7,151.86
2025,10,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,975,7,139.29
2025,10,FRANCIA,PARIS /ORLY,ORY,19609,124,158.14
2025,10,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,9614,105,91.56
2025,10,FRANCIA,NANTES / ATLANTIQUE,NTE,3538,21,168.48
2025,10,FRANCIA,MARSELLA,MRS,3126,19,164.53
2025,10,FRANCIA,TOULOUSE /BLAGNAC,TLS,2757,18,153.17
2025,10,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1547,9,171.89
2025,10,FRANCIA,LYON SAINT-EXUPERY,LYS,1485,9,165
2025,10,SUIZA,ZURICH,ZRH,11849,74,160.12
2025,10,SUIZA,GINEBRA/COINTRIN,GVA,6253,49,127.61
2025,10,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,2701,16,168.81
2025,10,PORTUGAL,OPORTO,OPO,9413,54,174.31
2025,10,PORTUGAL,LISBOA,LIS,8254,77,107.19
2025,10,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,7417,36,206.03
2025,10,POLONIA,CHOPINA W WARSZAWIE,WAW,3642,16,227.62
2025,10,POLONIA,WROCLAW /STRACHOWICE,WRO,2377,13,182.85
2025,10,POLONIA,POZNAN /LAWICA,POZ,1614,9,179.33
2025,10,BELGICA,BRUSELAS,BRU,8787,52,168.98
2025,10,BELGICA,BRUSELAS/CHARLEROI,CRL,5882,33,178.24
2025,10,MARRUECOS,MARRAKECH /MENARA,RAK,5772,35,164.91
2025,10,MARRUECOS,TANGER /BOUKHALEF,TNG,3579,22,162.68
2025,10,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1534,24,63.92
2025,10,MARRUECOS,FEZ/SAIS,FEZ,1503,9,167
2025,10,MARRUECOS,AGADIR/AL MASSIRA,AGA,930,7,132.86
2025,10,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,6070,28,216.79
2025,10,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,3071,17,180.65
2025,10,RUMANIA,TIMISOARA,TSR,1446,8,180.75
2025,10,RUMANIA,IASI,IAS,181,1,181
2025,10,TURQUIA,ISTANBUL HAVALIMANI,IST,9885,62,159.44
2025,10,IRLANDA,DUBLIN,DUB,6479,38,170.5
2025,10,IRLANDA,CORK,ORK,3159,21,150.43
2025,10,AUSTRIA,VIENA  /INTERNACIONAL,VIE,9126,54,169
2025,10,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,8440,44,191.82
2025,10,BULGARIA,SOFIA ,SOF,3890,20,194.5
2025,10,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,3644,26,140.15
2025,10,MALTA,MALTA / LUQA,MLA,2969,18,164.94
2025,10,ALBANIA,TIRANA,TIA,2352,11,213.82
2025,10,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1560,12,130
2025,10,SUECIA,ESTOCOLMO/ARLANDA,ARN,1288,7,184
2025,10,DINAMARCA,COPENHAGUE,CPH,1238,7,176.86
2025,10,LETONIA,RIGA,RIX,1093,8,136.62
2025,10,GRECIA,ATENAS/ATHINAI,ATH,621,4,155.25
2025,10,LUXEMBURGO,LUXEMBURGO,LUX,585,9,65
2025,10,CANADA,MONTREAL/PIERRE ELLIOT TRUDEAU,YUL,104,1,104
2025,9,ESPAÑA,PALMA DE MALLORCA,PMI,29052,203,143.11
2025,9,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,16020,149,107.52
2025,9,ESPAÑA,IBIZA,IBZ,15847,134,118.26
2025,9,ESPAÑA,SEVILLA,SVQ,9564,83,115.23
2025,9,ESPAÑA,BILBAO,BIO,8898,60,148.3
2025,9,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,8541,57,149.84
2025,9,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,8393,74,113.42
2025,9,ESPAÑA,MENORCA,MAH,7972,66,120.79
2025,9,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,7796,44,177.18
2025,9,ESPAÑA,GRAN CANARIA,LPA,7049,47,149.98
2025,9,ESPAÑA,ASTURIAS,OVD,4504,31,145.29
2025,9,ESPAÑA,TENERIFE SUR,TFS,2338,13,179.85
2025,9,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,1627,9,180.78
2025,9,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,1375,8,171.88
2025,9,ESPAÑA,A CORUÑA,LCG,1329,9,147.67
2025,9,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,1292,20,64.6
2025,9,ESPAÑA,VITORIA,VIT,0,26,0
2025,9,ITALIA,ROMA / FIUMICINO,FCO,22073,110,200.66
2025,9,ITALIA,MILAN/BERGAMO,BGY,12405,69,179.78
2025,9,ITALIA,MILAN /MALPENSA,MXP,12378,66,187.55
2025,9,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,7102,42,169.1
2025,9,ITALIA,TREVISO/S.ANGELO (MIL),TSF,5487,30,182.9
2025,9,ITALIA,PISA / GALILEO GALILEI,PSA,5409,31,174.48
2025,9,ITALIA,NAPOLES,NAP,2416,13,185.85
2025,9,ITALIA,PALERMO /PUNTA RAISI,PMO,2352,13,180.92
2025,9,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,2332,13,179.38
2025,9,ITALIA,CAGLIARI / ELMAS,CAG,2304,13,177.23
2025,9,ITALIA,VERONA /VILLAFRANCA,VRN,2136,12,178
2025,9,ITALIA,TURIN /CITTA DI TORINO,TRN,2082,12,173.5
2025,9,ITALIA,BARI /PALESE,BRI,1681,9,186.78
2025,9,ITALIA,PESCARA / LIBERI,PSR,1636,9,181.78
2025,9,ITALIA,LAMEZIA-TERME /S. EUFEMIA,SUF,1442,8,180.25
2025,9,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,14104,76,185.58
2025,9,ALEMANIA,BERLIN BRANDENBURG,BER,6118,34,179.94
2025,9,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,4876,34,143.41
2025,9,ALEMANIA,DUSSELDORF,DUS,4646,30,154.87
2025,9,ALEMANIA,KOELN/BONN,CGN,4183,46,90.93
2025,9,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,4175,30,139.17
2025,9,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,3953,22,179.68
2025,9,ALEMANIA,NUREMBERG,NUE,1675,9,186.11
2025,9,ALEMANIA,MEMMINGEN,FMM,1440,8,180
2025,9,ALEMANIA,FRANKFURT /HAHN,HHN,1409,8,176.12
2025,9,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,1319,9,146.56
2025,9,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,27319,176,155.22
2025,9,HOLANDA,EINDHOVEN,EIN,13720,76,180.53
2025,9,HOLANDA,ROTTERDAM,RTM,3150,18,175
2025,9,REINO UNIDO,LONDRES/GATWICK,LGW,11314,75,150.85
2025,9,REINO UNIDO,LONDRES /STANSTED,STN,9940,56,177.5
2025,9,REINO UNIDO,LONDRES / HEATHROW,LHR,7350,50,147
2025,9,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,3989,22,181.32
2025,9,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,2338,13,179.85
2025,9,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,1600,9,177.78
2025,9,REINO UNIDO,EAST MIDLANDS,EMA,1425,9,158.33
2025,9,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,1332,9,148
2025,9,REINO UNIDO,BRISTOL,BRS,1302,8,162.75
2025,9,FRANCIA,PARIS /ORLY,ORY,18072,119,151.87
2025,9,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,10712,101,106.06
2025,9,FRANCIA,NANTES / ATLANTIQUE,NTE,2966,17,174.47
2025,9,FRANCIA,TOULOUSE /BLAGNAC,TLS,2628,18,146
2025,9,FRANCIA,MARSELLA,MRS,2356,14,168.29
2025,9,FRANCIA,LYON SAINT-EXUPERY,LYS,1553,9,172.56
2025,9,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1384,8,173
2025,9,SUIZA,ZURICH,ZRH,12036,72,167.17
2025,9,SUIZA,GINEBRA/COINTRIN,GVA,6048,47,128.68
2025,9,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,2779,16,173.69
2025,9,PORTUGAL,LISBOA,LIS,8728,77,113.35
2025,9,PORTUGAL,OPORTO,OPO,8432,47,179.4
2025,9,PORTUGAL,FUNCHAL / MADEIRA,FNC,154,2,77
2025,9,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,6681,32,208.78
2025,9,POLONIA,CHOPINA W WARSZAWIE,WAW,4200,18,233.33
2025,9,POLONIA,WROCLAW /STRACHOWICE,WRO,3390,18,188.33
2025,9,POLONIA,POZNAN /LAWICA,POZ,1674,9,186
2025,9,MARRUECOS,MARRAKECH /MENARA,RAK,6285,35,179.57
2025,9,MARRUECOS,TANGER /BOUKHALEF,TNG,3776,21,179.81
2025,9,MARRUECOS,FEZ/SAIS,FEZ,2293,13,176.38
2025,9,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1943,25,77.72
2025,9,MARRUECOS,AGADIR/AL MASSIRA,AGA,1387,8,173.38
2025,9,BELGICA,BRUSELAS,BRU,8156,47,173.53
2025,9,BELGICA,BRUSELAS/CHARLEROI,CRL,5550,30,185
2025,9,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,7664,36,212.89
2025,9,RUMANIA,TIMISOARA,TSR,1653,9,183.67
2025,9,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,1631,9,181.22
2025,9,TURQUIA,ISTANBUL HAVALIMANI,IST,10625,60,177.08
2025,9,IRLANDA,DUBLIN,DUB,6420,35,183.43
2025,9,IRLANDA,CORK,ORK,3489,21,166.14
2025,9,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,8087,41,197.24
2025,9,AUSTRIA,VIENA  /INTERNACIONAL,VIE,6982,40,174.55
2025,9,BULGARIA,SOFIA ,SOF,4156,21,197.9
2025,9,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,4028,28,143.86
2025,9,MALTA,MALTA / LUQA,MLA,3808,21,181.33
2025,9,DINAMARCA,COPENHAGUE,CPH,2969,18,164.94
2025,9,ALBANIA,TIRANA,TIA,2914,13,224.15
2025,9,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1836,13,141.23
2025,9,SUECIA,ESTOCOLMO/ARLANDA,ARN,1639,9,182.11
2025,9,GRECIA,ATENAS/ATHINAI,ATH,1623,10,162.3
2025,9,LETONIA,RIGA,RIX,1145,8,143.12
2025,9,CANADA,MONTREAL/PIERRE ELLIOT TRUDEAU,YUL,626,4,156.5
2025,9,LUXEMBURGO,LUXEMBURGO,LUX,505,7,72.14
2025,9,ARGELIA,ARGEL/ HOUARI BOUMEDIEN,ALG,371,3,123.67
2025,8,ESPAÑA,PALMA DE MALLORCA,PMI,33771,223,151.44
2025,8,ESPAÑA,IBIZA,IBZ,19938,169,117.98
2025,8,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,16383,155,105.7
2025,8,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,9636,61,157.97
2025,8,ESPAÑA,MENORCA,MAH,9516,80,118.95
2025,8,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,8658,63,137.43
2025,8,ESPAÑA,SEVILLA,SVQ,8428,49,172
2025,8,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,7977,44,181.3
2025,8,ESPAÑA,GRAN CANARIA,LPA,7580,49,154.69
2025,8,ESPAÑA,BILBAO,BIO,4763,31,153.65
2025,8,ESPAÑA,ASTURIAS,OVD,4569,30,152.3
2025,8,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,2902,27,107.48
2025,8,ESPAÑA,TENERIFE SUR,TFS,2450,13,188.46
2025,8,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,1604,9,178.22
2025,8,ESPAÑA,A CORUÑA,LCG,1249,8,156.12
2025,8,ESPAÑA,VIGO,VGO,610,9,67.78
2025,8,ESPAÑA,VITORIA,VIT,0,22,0
2025,8,ITALIA,ROMA / FIUMICINO,FCO,21820,109,200.18
2025,8,ITALIA,MILAN/BERGAMO,BGY,12868,70,183.83
2025,8,ITALIA,MILAN /MALPENSA,MXP,12715,66,192.65
2025,8,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,9231,51,181
2025,8,ITALIA,PISA / GALILEO GALILEI,PSA,7225,40,180.62
2025,8,ITALIA,TREVISO/S.ANGELO (MIL),TSF,5704,31,184
2025,8,ITALIA,TURIN /CITTA DI TORINO,TRN,2579,14,184.21
2025,8,ITALIA,VERONA /VILLAFRANCA,VRN,2483,14,177.36
2025,8,ITALIA,NAPOLES,NAP,2469,13,189.92
2025,8,ITALIA,PALERMO /PUNTA RAISI,PMO,2403,13,184.85
2025,8,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,2369,13,182.23
2025,8,ITALIA,CAGLIARI / ELMAS,CAG,2336,13,179.69
2025,8,ITALIA,BARI /PALESE,BRI,1674,9,186
2025,8,ITALIA,LAMEZIA-TERME /S. EUFEMIA,SUF,1669,9,185.44
2025,8,ITALIA,PESCARA / LIBERI,PSR,1619,9,179.89
2025,8,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,13968,83,168.29
2025,8,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,5052,36,140.33
2025,8,ALEMANIA,BERLIN BRANDENBURG,BER,4919,27,182.19
2025,8,ALEMANIA,KOELN/BONN,CGN,4772,48,99.42
2025,8,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,4210,28,150.36
2025,8,ALEMANIA,DUSSELDORF,DUS,4190,31,135.16
2025,8,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,4057,22,184.41
2025,8,ALEMANIA,MEMMINGEN,FMM,1835,10,183.5
2025,8,ALEMANIA,NUREMBERG,NUE,1684,9,187.11
2025,8,ALEMANIA,FRANKFURT /HAHN,HHN,1583,9,175.89
2025,8,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,1306,9,145.11
2025,8,REINO UNIDO,LONDRES/GATWICK,LGW,13767,85,161.96
2025,8,REINO UNIDO,LONDRES /STANSTED,STN,10416,57,182.74
2025,8,REINO UNIDO,LONDRES / HEATHROW,LHR,8485,57,148.86
2025,8,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,3778,21,179.9
2025,8,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,3182,18,176.78
2025,8,REINO UNIDO,BRISTOL,BRS,1699,10,169.9
2025,8,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,1581,9,175.67
2025,8,REINO UNIDO,EAST MIDLANDS,EMA,1557,9,173
2025,8,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,1537,9,170.78
2025,8,FRANCIA,PARIS /ORLY,ORY,19928,125,159.42
2025,8,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,12867,112,114.88
2025,8,FRANCIA,NANTES / ATLANTIQUE,NTE,3252,18,180.67
2025,8,FRANCIA,MARSELLA,MRS,3152,18,175.11
2025,8,FRANCIA,TOULOUSE /BLAGNAC,TLS,3011,18,167.28
2025,8,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1622,9,180.22
2025,8,FRANCIA,LYON SAINT-EXUPERY,LYS,1572,9,174.67
2025,8,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,26287,188,139.82
2025,8,HOLANDA,EINDHOVEN,EIN,13066,77,169.69
2025,8,HOLANDA,ROTTERDAM,RTM,3248,21,154.67
2025,8,SUIZA,ZURICH,ZRH,11923,81,147.2
2025,8,SUIZA,GINEBRA/COINTRIN,GVA,6133,44,139.39
2025,8,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,1579,9,175.44
2025,8,PORTUGAL,LISBOA,LIS,9423,85,110.86
2025,8,PORTUGAL,OPORTO,OPO,8976,48,187
2025,8,PORTUGAL,FUNCHAL / MADEIRA,FNC,366,4,91.5
2025,8,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,7495,36,208.19
2025,8,POLONIA,CHOPINA W WARSZAWIE,WAW,5244,23,228
2025,8,POLONIA,WROCLAW /STRACHOWICE,WRO,3369,18,187.17
2025,8,POLONIA,POZNAN /LAWICA,POZ,1637,9,181.89
2025,8,MARRUECOS,MARRAKECH /MENARA,RAK,6188,35,176.8
2025,8,MARRUECOS,TANGER /BOUKHALEF,TNG,3987,22,181.23
2025,8,MARRUECOS,FEZ/SAIS,FEZ,2326,13,178.92
2025,8,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1839,23,79.96
2025,8,MARRUECOS,AGADIR/AL MASSIRA,AGA,1650,9,183.33
2025,8,BELGICA,BRUSELAS,BRU,9280,58,160
2025,8,BELGICA,BRUSELAS/CHARLEROI,CRL,5382,31,173.61
2025,8,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,8537,42,203.26
2025,8,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,1616,9,179.56
2025,8,RUMANIA,TIMISOARA,TSR,1597,9,177.44
2025,8,TURQUIA,ISTANBUL HAVALIMANI,IST,10922,61,179.05
2025,8,IRLANDA,DUBLIN,DUB,6384,35,182.4
2025,8,IRLANDA,CORK,ORK,3816,22,173.45
2025,8,AUSTRIA,VIENA  /INTERNACIONAL,VIE,7910,45,175.78
2025,8,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,7529,39,193.05
2025,8,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,4892,31,157.81
2025,8,BULGARIA,SOFIA ,SOF,4342,22,197.36
2025,8,MALTA,MALTA / LUQA,MLA,4088,22,185.82
2025,8,ALBANIA,TIRANA,TIA,2923,13,224.85
2025,8,DINAMARCA,COPENHAGUE,CPH,2405,18,133.61
2025,8,GRECIA,ATENAS/ATHINAI,ATH,2099,13,161.46
2025,8,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1656,13,127.38
2025,8,ISLANDIA,KEFLAVIK INTERNATIONAL,KEF,1340,9,148.89
2025,8,SUECIA,ESTOCOLMO/ARLANDA,ARN,1276,8,159.5
2025,8,LETONIA,RIGA,RIX,1233,9,137
2025,8,ARGELIA,ARGEL/ HOUARI BOUMEDIEN,ALG,1064,9,118.22
2025,8,CANADA,MONTREAL/PIERRE ELLIOT TRUDEAU,YUL,839,5,167.8
2025,8,NORUEGA,OSLO / GARDERMOEN,OSL,372,3,124
2025,8,LUXEMBURGO,LUXEMBURGO,LUX,334,5,66.8
2025,7,ESPAÑA,PALMA DE MALLORCA,PMI,32679,216,151.29
2025,7,ESPAÑA,IBIZA,IBZ,19949,172,115.98
2025,7,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,16167,155,104.3
2025,7,ESPAÑA,SEVILLA,SVQ,9371,71,131.99
2025,7,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,9059,84,107.85
2025,7,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,8793,59,149.03
2025,7,ESPAÑA,MENORCA,MAH,8748,75,116.64
2025,7,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,7757,44,176.3
2025,7,ESPAÑA,GRAN CANARIA,LPA,7154,48,149.04
2025,7,ESPAÑA,BILBAO,BIO,5561,36,154.47
2025,7,ESPAÑA,ASTURIAS,OVD,4549,31,146.74
2025,7,ESPAÑA,TENERIFE SUR,TFS,2590,14,185
2025,7,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,1942,18,107.89
2025,7,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,1564,9,173.78
2025,7,ESPAÑA,A CORUÑA,LCG,1357,9,150.78
2025,7,ESPAÑA,VIGO,VGO,493,8,61.62
2025,7,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,395,6,65.83
2025,7,ESPAÑA,VITORIA,VIT,0,25,0
2025,7,ITALIA,ROMA / FIUMICINO,FCO,19916,101,197.19
2025,7,ITALIA,MILAN /MALPENSA,MXP,13028,65,200.43
2025,7,ITALIA,MILAN/BERGAMO,BGY,12941,70,184.87
2025,7,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,9742,54,180.41
2025,7,ITALIA,PISA / GALILEO GALILEI,PSA,7142,39,183.13
2025,7,ITALIA,TREVISO/S.ANGELO (MIL),TSF,5534,30,184.47
2025,7,ITALIA,PALERMO /PUNTA RAISI,PMO,2561,14,182.93
2025,7,ITALIA,NAPOLES,NAP,2421,13,186.23
2025,7,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,2363,13,181.77
2025,7,ITALIA,CAGLIARI / ELMAS,CAG,2302,13,177.08
2025,7,ITALIA,TURIN /CITTA DI TORINO,TRN,2210,12,184.17
2025,7,ITALIA,VERONA /VILLAFRANCA,VRN,2182,12,181.83
2025,7,ITALIA,PESCARA / LIBERI,PSR,1602,9,178
2025,7,ITALIA,LAMEZIA-TERME /S. EUFEMIA,SUF,1540,9,171.11
2025,7,ITALIA,BARI /PALESE,BRI,1469,8,183.62
2025,7,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,14289,83,172.16
2025,7,ALEMANIA,DUSSELDORF,DUS,5010,31,161.61
2025,7,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,4886,35,139.6
2025,7,ALEMANIA,BERLIN BRANDENBURG,BER,4852,27,179.7
2025,7,ALEMANIA,KOELN/BONN,CGN,4455,49,90.92
2025,7,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,4029,22,183.14
2025,7,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,3965,29,136.72
2025,7,ALEMANIA,FRANKFURT /HAHN,HHN,1586,9,176.22
2025,7,ALEMANIA,NUREMBERG,NUE,1458,8,182.25
2025,7,ALEMANIA,MEMMINGEN,FMM,1426,8,178.25
2025,7,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,1304,9,144.89
2025,7,REINO UNIDO,LONDRES/GATWICK,LGW,13414,83,161.61
2025,7,REINO UNIDO,LONDRES /STANSTED,STN,10725,58,184.91
2025,7,REINO UNIDO,LONDRES / HEATHROW,LHR,7790,57,136.67
2025,7,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,4189,23,182.13
2025,7,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,3148,17,185.18
2025,7,REINO UNIDO,EAST MIDLANDS,EMA,1638,9,182
2025,7,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,1621,9,180.11
2025,7,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,1599,9,177.67
2025,7,REINO UNIDO,BRISTOL,BRS,1384,8,173
2025,7,FRANCIA,PARIS /ORLY,ORY,20682,117,176.77
2025,7,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,13208,113,116.88
2025,7,FRANCIA,TOULOUSE /BLAGNAC,TLS,3028,17,178.12
2025,7,FRANCIA,NANTES / ATLANTIQUE,NTE,2926,16,182.88
2025,7,FRANCIA,MARSELLA,MRS,2510,14,179.29
2025,7,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1635,9,181.67
2025,7,FRANCIA,LYON SAINT-EXUPERY,LYS,1406,9,156.22
2025,7,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,28219,184,153.36
2025,7,HOLANDA,EINDHOVEN,EIN,12609,70,180.13
2025,7,HOLANDA,ROTTERDAM,RTM,3961,22,180.05
2025,7,SUIZA,ZURICH,ZRH,13026,78,167
2025,7,SUIZA,GINEBRA/COINTRIN,GVA,6850,42,163.1
2025,7,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,1450,8,181.25
2025,7,PORTUGAL,OPORTO,OPO,9033,50,180.66
2025,7,PORTUGAL,LISBOA,LIS,8622,80,107.78
2025,7,PORTUGAL,FUNCHAL / MADEIRA,FNC,149,3,49.67
2025,7,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,7232,35,206.63
2025,7,POLONIA,CHOPINA W WARSZAWIE,WAW,4135,18,229.72
2025,7,POLONIA,WROCLAW /STRACHOWICE,WRO,3161,17,185.94
2025,7,POLONIA,POZNAN /LAWICA,POZ,1466,8,183.25
2025,7,BELGICA,BRUSELAS,BRU,9976,57,175.02
2025,7,BELGICA,BRUSELAS/CHARLEROI,CRL,5747,31,185.39
2025,7,MARRUECOS,MARRAKECH /MENARA,RAK,4294,36,119.28
2025,7,MARRUECOS,TANGER /BOUKHALEF,TNG,3047,23,132.48
2025,7,MARRUECOS,FEZ/SAIS,FEZ,1432,13,110.15
2025,7,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1393,23,60.57
2025,7,MARRUECOS,AGADIR/AL MASSIRA,AGA,1049,9,116.56
2025,7,IRLANDA,DUBLIN,DUB,6759,36,187.75
2025,7,IRLANDA,CORK,ORK,4036,23,175.48
2025,7,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,7595,41,185.24
2025,7,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,1477,9,164.11
2025,7,RUMANIA,TIMISOARA,TSR,1435,8,179.38
2025,7,TURQUIA,ISTANBUL HAVALIMANI,IST,9836,62,158.65
2025,7,AUSTRIA,VIENA  /INTERNACIONAL,VIE,8217,46,178.63
2025,7,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,7717,40,192.93
2025,7,MALTA,MALTA / LUQA,MLA,4196,23,182.43
2025,7,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,4034,30,134.47
2025,7,BULGARIA,SOFIA ,SOF,3980,22,180.91
2025,7,ALBANIA,TIRANA,TIA,2839,14,202.79
2025,7,DINAMARCA,COPENHAGUE,CPH,2762,17,162.47
2025,7,GRECIA,ATENAS/ATHINAI,ATH,1796,13,138.15
2025,7,SUECIA,ESTOCOLMO/ARLANDA,ARN,1663,9,184.78
2025,7,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1662,14,118.71
2025,7,LETONIA,RIGA,RIX,1117,9,124.11
2025,7,ARGELIA,ARGEL/ HOUARI BOUMEDIEN,ALG,947,9,105.22
2025,7,CANADA,MONTREAL/PIERRE ELLIOT TRUDEAU,YUL,652,4,163
2025,7,NORUEGA,OSLO / GARDERMOEN,OSL,613,4,153.25
2025,7,ISLANDIA,KEFLAVIK INTERNATIONAL,KEF,350,3,116.67
2025,7,LUXEMBURGO,LUXEMBURGO,LUX,261,4,65.25
