"Aeropuerto";"Año";"Mes";"País";"Operaciones Totales";"Pasajeros Totales";"PAX_medio";"iata_aeropuerto"
"GINEBRA/COINTRIN";"2025";"Marzo      de 2025";"SUIZA";"30,000";"3,523";"0,1174333333333333";"GVA"
"GINEBRA/COINTRIN";"2023";"Noviembre  de 2023";"SUIZA";"16,000";"1,582";"0,0988750000000000";"GVA"
"GINEBRA/COINTRIN";"2024";"Octubre    de 2024";"SUIZA";"36,000";"3,675";"0,1020833333333333";"GVA"
"GINEBRA/COINTRIN";"2023";"Octubre    de 2023";"SUIZA";"17,000";"2,303";"0,1354705882352941";"GVA"
"GINEBRA/COINTRIN";"2022";"Octubre    de 2022";"SUIZA";"9,000";"1,030";"0,1144444444444444";"GVA"
"GINEBRA/COINTRIN";"2023";"Febrero    de 2023";"SUIZA";"8,000";"1,176";"0,1470000000000000";"GVA"
"GINEBRA/COINTRIN";"2023";"Septiembre de 2023";"SUIZA";"19,000";"2,703";"0,1422631578947368";"GVA"
"GINEBRA/COINTRIN";"2024";"Julio      de 2024";"SUIZA";"39,000";"5,819";"0,1492051282051282";"GVA"
"GINEBRA/COINTRIN";"2024";"Marzo      de 2024";"SUIZA";"22,000";"2,717";"0,1235000000000000";"GVA"
"GINEBRA/COINTRIN";"2023";"Marzo      de 2023";"SUIZA";"10,000";"1,281";"0,1281000000000000";"GVA"
"GINEBRA/COINTRIN";"2025";"Febrero    de 2025";"SUIZA";"19,000";"2,176";"0,1145263157894737";"GVA"
"GINEBRA/COINTRIN";"2022";"Abril      de 2022";"SUIZA";"9,000";"1,068";"0,1186666666666667";"GVA"
"GINEBRA/COINTRIN";"2024";"Febrero    de 2024";"SUIZA";"19,000";"2,185";"0,1150000000000000";"GVA"
"GRAN CANARIA";"2022";"Marzo      de 2022";"ESPAÑA";"22,000";"3,278";"0,1490000000000000";"LPA"
"GRAN CANARIA";"2025";"Noviembre  de 2025";"ESPAÑA";"54,000";"7,800";"0,1444444444444444";"LPA"
"GRAN CANARIA";"2024";"Noviembre  de 2024";"ESPAÑA";"39,000";"4,442";"0,1138974358974359";"LPA"
"GRAN CANARIA";"2024";"Julio      de 2024";"ESPAÑA";"38,000";"5,215";"0,1372368421052632";"LPA"
"GRAN CANARIA";"2022";"Octubre    de 2022";"ESPAÑA";"27,000";"4,392";"0,1626666666666667";"LPA"
"GRAN CANARIA";"2024";"Diciembre  de 2024";"ESPAÑA";"39,000";"5,508";"0,1412307692307692";"LPA"
"GRAN CANARIA";"2022";"Febrero    de 2022";"ESPAÑA";"14,000";"2,344";"0,1674285714285714";"LPA"
"GRAN CANARIA";"2025";"Febrero    de 2025";"ESPAÑA";"35,000";"5,005";"0,1430000000000000";"LPA"
"GRAN CANARIA";"2025";"Octubre    de 2025";"ESPAÑA";"52,000";"7,232";"0,1390769230769231";"LPA"
"GRAN CANARIA";"2024";"Septiembre de 2024";"ESPAÑA";"27,000";"4,783";"0,1771481481481482";"LPA"
"GRAN CANARIA";"2023";"Junio      de 2023";"ESPAÑA";"24,000";"4,292";"0,1788333333333333";"LPA"
"GRAN CANARIA";"2024";"Junio      de 2024";"ESPAÑA";"26,000";"4,598";"0,1768461538461538";"LPA"
"GRAN CANARIA";"2023";"Mayo       de 2023";"ESPAÑA";"21,000";"3,659";"0,1742380952380952";"LPA"
"GRAN CANARIA";"2025";"Septiembre de 2025";"ESPAÑA";"47,000";"7,049";"0,1499787234042553";"LPA"
"GRAN CANARIA";"2022";"Julio      de 2022";"ESPAÑA";"40,000";"5,999";"0,1499750000000000";"LPA"
"GRAN CANARIA";"2025";"Julio      de 2025";"ESPAÑA";"48,000";"7,154";"0,1490416666666667";"LPA"
"GRAN CANARIA";"2025";"Junio      de 2025";"ESPAÑA";"48,000";"7,050";"0,1468750000000000";"LPA"
"GRAN CANARIA";"2023";"Abril      de 2023";"ESPAÑA";"25,000";"4,047";"0,1618800000000000";"LPA"
"GRAN CANARIA";"2025";"Agosto     de 2025";"ESPAÑA";"49,000";"7,580";"0,1546938775510204";"LPA"
"GRAN CANARIA";"2023";"Julio      de 2023";"ESPAÑA";"44,000";"5,489";"0,1247500000000000";"LPA"
"GRAN CANARIA";"2022";"Abril      de 2022";"ESPAÑA";"31,000";"4,819";"0,1554516129032258";"LPA"
"GRAN CANARIA";"2022";"Septiembre de 2022";"ESPAÑA";"30,000";"5,083";"0,1694333333333334";"LPA"
"GRAN CANARIA";"2024";"Octubre    de 2024";"ESPAÑA";"29,000";"4,776";"0,1646896551724138";"LPA"
"GRAN CANARIA";"2022";"Diciembre  de 2022";"ESPAÑA";"25,000";"3,333";"0,1333200000000000";"LPA"
"GRAN CANARIA";"2023";"Febrero    de 2023";"ESPAÑA";"16,000";"2,591";"0,1619375000000000";"LPA"
"GRAN CANARIA";"2022";"Junio      de 2022";"ESPAÑA";"25,000";"4,062";"0,1624800000000000";"LPA"
"GRAN CANARIA";"2024";"Mayo       de 2024";"ESPAÑA";"28,000";"4,970";"0,1775000000000000";"LPA"
"GRAN CANARIA";"2024";"Agosto     de 2024";"ESPAÑA";"44,000";"6,194";"0,1407727272727273";"LPA"
"GRAN CANARIA";"2025";"Enero      de 2025";"ESPAÑA";"35,000";"5,200";"0,1485714285714286";"LPA"
"GRAN CANARIA";"2023";"Septiembre de 2023";"ESPAÑA";"28,000";"4,795";"0,1712500000000000";"LPA"
"GRAN CANARIA";"2022";"Noviembre  de 2022";"ESPAÑA";"17,000";"2,792";"0,1642352941176470";"LPA"
"GRAN CANARIA";"2022";"Enero      de 2022";"ESPAÑA";"21,000";"2,741";"0,1305238095238095";"LPA"
"GRAN CANARIA";"2024";"Febrero    de 2024";"ESPAÑA";"24,000";"3,813";"0,1588750000000000";"LPA"
"GRAN CANARIA";"2023";"Marzo      de 2023";"ESPAÑA";"22,000";"3,705";"0,1684090909090909";"LPA"
"GRAN CANARIA";"2024";"Enero      de 2024";"ESPAÑA";"26,000";"4,073";"0,1566538461538462";"LPA"
"GRAN CANARIA";"2022";"Agosto     de 2022";"ESPAÑA";"39,000";"5,930";"0,1520512820512820";"LPA"
"GRAN CANARIA";"2025";"Marzo      de 2025";"ESPAÑA";"39,000";"6,090";"0,1561538461538461";"LPA"
"GRAN CANARIA";"2025";"Abril      de 2025";"ESPAÑA";"47,000";"6,795";"0,1445744680851064";"LPA"
"GRAN CANARIA";"2023";"Enero      de 2023";"ESPAÑA";"21,000";"3,199";"0,1523333333333333";"LPA"
"GRAN CANARIA";"2024";"Marzo      de 2024";"ESPAÑA";"32,000";"5,022";"0,1569375000000000";"LPA"
"GRAN CANARIA";"2023";"Octubre    de 2023";"ESPAÑA";"27,000";"4,429";"0,1640370370370370";"LPA"
"GRAN CANARIA";"2023";"Diciembre  de 2023";"ESPAÑA";"27,000";"4,458";"0,1651111111111111";"LPA"
"GRAN CANARIA";"2025";"Mayo       de 2025";"ESPAÑA";"49,000";"7,180";"0,1465306122448979";"LPA"
"GRAN CANARIA";"2023";"Noviembre  de 2023";"ESPAÑA";"25,000";"3,838";"0,1535200000000000";"LPA"
"GRAN CANARIA";"2023";"Agosto     de 2023";"ESPAÑA";"49,000";"6,591";"0,1345102040816327";"LPA"
"GRAN CANARIA";"2022";"Mayo       de 2022";"ESPAÑA";"35,000";"4,927";"0,1407714285714285";"LPA"
"GRAN CANARIA";"2024";"Abril      de 2024";"ESPAÑA";"24,000";"4,083";"0,1701250000000000";"LPA"
"GUERNSEY";"2024";"Abril      de 2024";"REINO UNIDO";"2,000";"88,000";"44,0000000000000000";"GCI"
"GUERNSEY";"2023";"Octubre    de 2023";"REINO UNIDO";"1,000";"55,000";"55,0000000000000000";"GCI"
"HAMAD INTERNATIONAL";"2023";"Noviembre  de 2023";"QATAR";"1,000";"0,000";"0,0000000000000000";"DOH"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Octubre    de 2025";"ALEMANIA";"8,000";"1,092";"0,1365000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Junio      de 2023";"ALEMANIA";"21,000";"3,039";"0,1447142857142857";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Marzo      de 2022";"ALEMANIA";"6,000";"696,000";"116,0000000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Mayo       de 2025";"ALEMANIA";"9,000";"1,154";"0,1282222222222222";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Mayo       de 2022";"ALEMANIA";"22,000";"3,075";"0,1397727272727273";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Abril      de 2022";"ALEMANIA";"21,000";"2,940";"0,1400000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Septiembre de 2022";"ALEMANIA";"17,000";"2,804";"0,1649411764705882";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Octubre    de 2024";"ALEMANIA";"17,000";"2,701";"0,1588823529411765";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Noviembre  de 2023";"ALEMANIA";"1,000";"127,000";"127,0000000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Junio      de 2022";"ALEMANIA";"18,000";"2,515";"0,1397222222222222";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Julio      de 2022";"ALEMANIA";"20,000";"3,131";"0,1565500000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Noviembre  de 2025";"ALEMANIA";"1,000";"44,000";"44,0000000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Julio      de 2025";"ALEMANIA";"9,000";"1,304";"0,1448888888888889";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Septiembre de 2023";"ALEMANIA";"22,000";"3,625";"0,1647727272727273";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Agosto     de 2023";"ALEMANIA";"23,000";"3,535";"0,1536956521739130";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Julio      de 2023";"ALEMANIA";"22,000";"3,562";"0,1619090909090909";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Marzo      de 2024";"ALEMANIA";"5,000";"778,000";"155,5999999999999943";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Marzo      de 2023";"ALEMANIA";"1,000";"174,000";"174,0000000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Abril      de 2025";"ALEMANIA";"9,000";"1,228";"0,1364444444444445";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Agosto     de 2024";"ALEMANIA";"23,000";"3,531";"0,1535217391304348";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Agosto     de 2025";"ALEMANIA";"9,000";"1,306";"0,1451111111111111";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Agosto     de 2022";"ALEMANIA";"22,000";"2,790";"0,1268181818181818";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Abril      de 2023";"ALEMANIA";"10,000";"1,306";"0,1306000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Octubre    de 2023";"ALEMANIA";"21,000";"3,082";"0,1467619047619048";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Junio      de 2025";"ALEMANIA";"8,000";"1,015";"0,1268750000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Julio      de 2024";"ALEMANIA";"19,000";"3,240";"0,1705263157894737";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Mayo       de 2024";"ALEMANIA";"16,000";"2,303";"0,1439375000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Abril      de 2024";"ALEMANIA";"18,000";"2,694";"0,1496666666666667";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Junio      de 2024";"ALEMANIA";"18,000";"2,614";"0,1452222222222222";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2025";"Septiembre de 2025";"ALEMANIA";"9,000";"1,319";"0,1465555555555556";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Septiembre de 2024";"ALEMANIA";"16,000";"2,722";"0,1701250000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2024";"Noviembre  de 2024";"ALEMANIA";"1,000";"56,000";"56,0000000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Octubre    de 2022";"ALEMANIA";"14,000";"2,216";"0,1582857142857143";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2022";"Enero      de 2022";"ALEMANIA";"2,000";"145,000";"72,5000000000000000";"HAM"
"HAMBURGO/ FUHLSBUETTEL";"2023";"Mayo       de 2023";"ALEMANIA";"22,000";"3,397";"0,1544090909090909";"HAM"
"IASI";"2025";"Octubre    de 2025";"RUMANIA";"1,000";"181,000";"181,0000000000000000";"IAS"
"IASI";"2025";"Noviembre  de 2025";"RUMANIA";"5,000";"876,000";"175,1999999999999886";"IAS"
"IBIZA";"2025";"Agosto     de 2025";"ESPAÑA";"169,000";"19,938";"0,1179763313609467";"IBZ"
"IBIZA";"2025";"Julio      de 2025";"ESPAÑA";"172,000";"19,949";"0,1159825581395349";"IBZ"
"IBIZA";"2025";"Noviembre  de 2025";"ESPAÑA";"99,000";"10,125";"0,1022727272727273";"IBZ"
"IBIZA";"2025";"Junio      de 2025";"ESPAÑA";"138,000";"15,968";"0,1157101449275362";"IBZ"
"IBIZA";"2022";"Marzo      de 2022";"ESPAÑA";"99,000";"9,203";"0,0929595959595960";"IBZ"
"IBIZA";"2023";"Abril      de 2023";"ESPAÑA";"133,000";"16,006";"0,1203458646616541";"IBZ"
"IBIZA";"2022";"Julio      de 2022";"ESPAÑA";"140,000";"17,743";"0,1267357142857143";"IBZ"
"IBIZA";"2023";"Junio      de 2023";"ESPAÑA";"152,000";"19,350";"0,1273026315789474";"IBZ"
"IBIZA";"2023";"Marzo      de 2023";"ESPAÑA";"107,000";"11,241";"0,1050560747663551";"IBZ"
"IBIZA";"2025";"Septiembre de 2025";"ESPAÑA";"134,000";"15,847";"0,1182611940298507";"IBZ"
"IBIZA";"2023";"Octubre    de 2023";"ESPAÑA";"136,000";"16,942";"0,1245735294117647";"IBZ"
"IBIZA";"2024";"Noviembre  de 2024";"ESPAÑA";"100,000";"9,128";"0,0912800000000000";"IBZ"
"IBIZA";"2024";"Agosto     de 2024";"ESPAÑA";"159,000";"20,325";"0,1278301886792453";"IBZ"
"IBIZA";"2022";"Septiembre de 2022";"ESPAÑA";"137,000";"17,037";"0,1243576642335766";"IBZ"
"IBIZA";"2024";"Mayo       de 2024";"ESPAÑA";"155,000";"17,065";"0,1100967741935484";"IBZ"
"IBIZA";"2023";"Diciembre  de 2023";"ESPAÑA";"93,000";"10,002";"0,1075483870967742";"IBZ"
"IBIZA";"2022";"Noviembre  de 2022";"ESPAÑA";"91,000";"9,507";"0,1044725274725275";"IBZ"
"IBIZA";"2024";"Septiembre de 2024";"ESPAÑA";"147,000";"18,394";"0,1251292517006803";"IBZ"
"IBIZA";"2022";"Abril      de 2022";"ESPAÑA";"130,000";"14,044";"0,1080307692307692";"IBZ"
"IBIZA";"2024";"Junio      de 2024";"ESPAÑA";"151,000";"18,658";"0,1235629139072848";"IBZ"
"IBIZA";"2024";"Julio      de 2024";"ESPAÑA";"166,000";"20,639";"0,1243313253012048";"IBZ"
"IBIZA";"2023";"Septiembre de 2023";"ESPAÑA";"142,000";"19,001";"0,1338098591549296";"IBZ"
"IBIZA";"2022";"Febrero    de 2022";"ESPAÑA";"64,000";"6,865";"0,1072656250000000";"IBZ"
"IBIZA";"2023";"Mayo       de 2023";"ESPAÑA";"152,000";"18,098";"0,1190657894736842";"IBZ"
"IBIZA";"2024";"Diciembre  de 2024";"ESPAÑA";"102,000";"9,936";"0,0974117647058824";"IBZ"
"IBIZA";"2025";"Febrero    de 2025";"ESPAÑA";"97,000";"9,457";"0,0974948453608248";"IBZ"
"IBIZA";"2023";"Enero      de 2023";"ESPAÑA";"93,000";"8,250";"0,0887096774193548";"IBZ"
"IBIZA";"2025";"Marzo      de 2025";"ESPAÑA";"114,000";"11,392";"0,0999298245614035";"IBZ"
"IBIZA";"2024";"Abril      de 2024";"ESPAÑA";"138,000";"13,964";"0,1011884057971014";"IBZ"
"IBIZA";"2024";"Marzo      de 2024";"ESPAÑA";"102,000";"11,163";"0,1094411764705882";"IBZ"
"IBIZA";"2024";"Octubre    de 2024";"ESPAÑA";"146,000";"16,319";"0,1117739726027397";"IBZ"
"IBIZA";"2023";"Julio      de 2023";"ESPAÑA";"164,000";"21,606";"0,1317439024390244";"IBZ"
"IBIZA";"2022";"Diciembre  de 2022";"ESPAÑA";"90,000";"9,483";"0,1053666666666667";"IBZ"
"IBIZA";"2024";"Enero      de 2024";"ESPAÑA";"84,000";"8,252";"0,0982380952380952";"IBZ"
"IBIZA";"2022";"Junio      de 2022";"ESPAÑA";"140,000";"16,748";"0,1196285714285714";"IBZ"
"IBIZA";"2022";"Enero      de 2022";"ESPAÑA";"73,000";"5,603";"0,0767534246575342";"IBZ"
"IBIZA";"2023";"Noviembre  de 2023";"ESPAÑA";"84,000";"9,411";"0,1120357142857143";"IBZ"
"IBIZA";"2023";"Agosto     de 2023";"ESPAÑA";"162,000";"21,468";"0,1325185185185185";"IBZ"
"IBIZA";"2022";"Octubre    de 2022";"ESPAÑA";"140,000";"15,894";"0,1135285714285714";"IBZ"
"IBIZA";"2025";"Abril      de 2025";"ESPAÑA";"121,000";"11,933";"0,0986198347107438";"IBZ"
"IBIZA";"2025";"Octubre    de 2025";"ESPAÑA";"127,000";"13,812";"0,1087559055118110";"IBZ"
"IBIZA";"2025";"Enero      de 2025";"ESPAÑA";"107,000";"8,834";"0,0825607476635514";"IBZ"
"IBIZA";"2022";"Mayo       de 2022";"ESPAÑA";"135,000";"15,294";"0,1132888888888889";"IBZ"
"IBIZA";"2025";"Mayo       de 2025";"ESPAÑA";"125,000";"14,485";"0,1158800000000000";"IBZ"
"IBIZA";"2023";"Febrero    de 2023";"ESPAÑA";"80,000";"7,857";"0,0982125000000000";"IBZ"
"IBIZA";"2022";"Agosto     de 2022";"ESPAÑA";"133,000";"17,362";"0,1305413533834586";"IBZ"
"IBIZA";"2024";"Febrero    de 2024";"ESPAÑA";"80,000";"8,566";"0,1070750000000000";"IBZ"
"ISTANBUL HAVALIMANI";"2023";"Agosto     de 2023";"TURQUIA";"62,000";"8,194";"0,1321612903225807";"IST"
"ISTANBUL HAVALIMANI";"2024";"Septiembre de 2024";"TURQUIA";"60,000";"9,778";"0,1629666666666667";"IST"
"ISTANBUL HAVALIMANI";"2024";"Agosto     de 2024";"TURQUIA";"62,000";"9,531";"0,1537258064516129";"IST"
"ISTANBUL HAVALIMANI";"2022";"Febrero    de 2022";"TURQUIA";"20,000";"2,521";"0,1260500000000000";"IST"
"ISTANBUL HAVALIMANI";"2022";"Junio      de 2022";"TURQUIA";"37,000";"5,266";"0,1423243243243243";"IST"
"ISTANBUL HAVALIMANI";"2024";"Junio      de 2024";"TURQUIA";"60,000";"8,071";"0,1345166666666667";"IST"
"ISTANBUL HAVALIMANI";"2023";"Abril      de 2023";"TURQUIA";"60,000";"7,567";"0,1261166666666667";"IST"
"ISTANBUL HAVALIMANI";"2023";"Marzo      de 2023";"TURQUIA";"47,000";"6,316";"0,1343829787234042";"IST"
"ISTANBUL HAVALIMANI";"2024";"Enero      de 2024";"TURQUIA";"62,000";"7,836";"0,1263870967741935";"IST"
"ISTANBUL HAVALIMANI";"2022";"Enero      de 2022";"TURQUIA";"20,000";"2,347";"0,1173500000000000";"IST"
"ISTANBUL HAVALIMANI";"2025";"Mayo       de 2025";"TURQUIA";"62,000";"10,155";"0,1637903225806452";"IST"
"ISTANBUL HAVALIMANI";"2022";"Noviembre  de 2022";"TURQUIA";"41,000";"5,978";"0,1458048780487805";"IST"
"ISTANBUL HAVALIMANI";"2022";"Septiembre de 2022";"TURQUIA";"43,000";"6,364";"0,1480000000000000";"IST"
"ISTANBUL HAVALIMANI";"2024";"Abril      de 2024";"TURQUIA";"60,000";"8,610";"0,1435000000000000";"IST"
"ISTANBUL HAVALIMANI";"2023";"Febrero    de 2023";"TURQUIA";"38,000";"5,534";"0,1456315789473684";"IST"
"ISTANBUL HAVALIMANI";"2022";"Marzo      de 2022";"TURQUIA";"22,000";"3,335";"0,1515909090909091";"IST"
"ISTANBUL HAVALIMANI";"2023";"Enero      de 2023";"TURQUIA";"45,000";"5,858";"0,1301777777777778";"IST"
"ISTANBUL HAVALIMANI";"2025";"Abril      de 2025";"TURQUIA";"60,000";"9,252";"0,1542000000000000";"IST"
"ISTANBUL HAVALIMANI";"2025";"Octubre    de 2025";"TURQUIA";"62,000";"9,885";"0,1594354838709677";"IST"
"ISTANBUL HAVALIMANI";"2024";"Mayo       de 2024";"TURQUIA";"62,000";"9,095";"0,1466935483870968";"IST"
"ISTANBUL HAVALIMANI";"2023";"Octubre    de 2023";"TURQUIA";"62,000";"8,390";"0,1353225806451613";"IST"
"ISTANBUL HAVALIMANI";"2023";"Mayo       de 2023";"TURQUIA";"60,000";"7,915";"0,1319166666666667";"IST"
"ISTANBUL HAVALIMANI";"2025";"Marzo      de 2025";"TURQUIA";"61,000";"9,276";"0,1520655737704918";"IST"
"ISTANBUL HAVALIMANI";"2023";"Septiembre de 2023";"TURQUIA";"60,000";"8,654";"0,1442333333333333";"IST"
"ISTANBUL HAVALIMANI";"2025";"Julio      de 2025";"TURQUIA";"62,000";"9,836";"0,1586451612903226";"IST"
"ISTANBUL HAVALIMANI";"2022";"Julio      de 2022";"TURQUIA";"45,000";"5,898";"0,1310666666666667";"IST"
"ISTANBUL HAVALIMANI";"2025";"Junio      de 2025";"TURQUIA";"60,000";"9,415";"0,1569166666666666";"IST"
"ISTANBUL HAVALIMANI";"2024";"Diciembre  de 2024";"TURQUIA";"62,000";"8,088";"0,1304516129032258";"IST"
"ISTANBUL HAVALIMANI";"2022";"Octubre    de 2022";"TURQUIA";"38,000";"5,538";"0,1457368421052632";"IST"
"ISTANBUL HAVALIMANI";"2024";"Febrero    de 2024";"TURQUIA";"58,000";"8,043";"0,1386724137931034";"IST"
"ISTANBUL HAVALIMANI";"2023";"Junio      de 2023";"TURQUIA";"59,000";"7,881";"0,1335762711864407";"IST"
"ISTANBUL HAVALIMANI";"2022";"Abril      de 2022";"TURQUIA";"33,000";"4,514";"0,1367878787878788";"IST"
"ISTANBUL HAVALIMANI";"2025";"Enero      de 2025";"TURQUIA";"62,000";"8,288";"0,1336774193548387";"IST"
"ISTANBUL HAVALIMANI";"2024";"Octubre    de 2024";"TURQUIA";"61,000";"9,226";"0,1512459016393443";"IST"
"ISTANBUL HAVALIMANI";"2022";"Agosto     de 2022";"TURQUIA";"42,000";"5,708";"0,1359047619047619";"IST"
"ISTANBUL HAVALIMANI";"2025";"Septiembre de 2025";"TURQUIA";"60,000";"10,625";"0,1770833333333333";"IST"
"ISTANBUL HAVALIMANI";"2025";"Noviembre  de 2025";"TURQUIA";"60,000";"9,080";"0,1513333333333333";"IST"
"ISTANBUL HAVALIMANI";"2022";"Mayo       de 2022";"TURQUIA";"31,000";"4,371";"0,1410000000000000";"IST"
"ISTANBUL HAVALIMANI";"2023";"Julio      de 2023";"TURQUIA";"62,000";"7,227";"0,1165645161290323";"IST"
"ISTANBUL HAVALIMANI";"2025";"Agosto     de 2025";"TURQUIA";"61,000";"10,922";"0,1790491803278689";"IST"
"ISTANBUL HAVALIMANI";"2025";"Febrero    de 2025";"TURQUIA";"53,000";"7,355";"0,1387735849056604";"IST"
"ISTANBUL HAVALIMANI";"2024";"Noviembre  de 2024";"TURQUIA";"60,000";"8,528";"0,1421333333333333";"IST"
"ISTANBUL HAVALIMANI";"2024";"Julio      de 2024";"TURQUIA";"61,000";"8,200";"0,1344262295081967";"IST"
"ISTANBUL HAVALIMANI";"2023";"Diciembre  de 2023";"TURQUIA";"62,000";"7,759";"0,1251451612903226";"IST"
"ISTANBUL HAVALIMANI";"2024";"Marzo      de 2024";"TURQUIA";"62,000";"9,204";"0,1484516129032258";"IST"
"ISTANBUL HAVALIMANI";"2022";"Diciembre  de 2022";"TURQUIA";"44,000";"5,852";"0,1330000000000000";"IST"
"ISTANBUL HAVALIMANI";"2023";"Noviembre  de 2023";"TURQUIA";"60,000";"8,016";"0,1336000000000000";"IST"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Febrero    de 2023";"ALEMANIA";"8,000";"1,408";"0,1760000000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Marzo      de 2023";"ALEMANIA";"9,000";"1,641";"0,1823333333333333";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2022";"Noviembre  de 2022";"ALEMANIA";"8,000";"1,090";"0,1362500000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Septiembre de 2023";"ALEMANIA";"8,000";"1,441";"0,1801250000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Junio      de 2023";"ALEMANIA";"8,000";"1,394";"0,1742500000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Octubre    de 2023";"ALEMANIA";"13,000";"2,315";"0,1780769230769231";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2024";"Diciembre  de 2024";"ALEMANIA";"14,000";"2,508";"0,1791428571428571";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2022";"Marzo      de 2022";"ALEMANIA";"8,000";"1,243";"0,1553750000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2024";"Agosto     de 2024";"ALEMANIA";"14,000";"2,605";"0,1860714285714286";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2025";"Abril      de 2025";"ALEMANIA";"22,000";"4,048";"0,1840000000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2022";"Junio      de 2022";"ALEMANIA";"8,000";"1,388";"0,1735000000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Abril      de 2023";"ALEMANIA";"9,000";"1,648";"0,1831111111111111";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Mayo       de 2023";"ALEMANIA";"9,000";"1,614";"0,1793333333333333";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Enero      de 2023";"ALEMANIA";"9,000";"1,423";"0,1581111111111111";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2022";"Mayo       de 2022";"ALEMANIA";"9,000";"1,575";"0,1750000000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2022";"Febrero    de 2022";"ALEMANIA";"8,000";"1,265";"0,1581250000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2022";"Abril      de 2022";"ALEMANIA";"9,000";"1,575";"0,1750000000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2025";"Agosto     de 2025";"ALEMANIA";"22,000";"4,057";"0,1844090909090909";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2024";"Marzo      de 2024";"ALEMANIA";"12,000";"2,224";"0,1853333333333333";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2023";"Julio      de 2023";"ALEMANIA";"13,000";"2,375";"0,1826923076923077";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2024";"Abril      de 2024";"ALEMANIA";"8,000";"1,434";"0,1792500000000000";"FKB"
"KARLSRUHE-BADEN BAD/SOELLINGEN";"2025";"Febrero    de 2025";"ALEMANIA";"13,000";"1,969";"0,1514615384615385";"FKB"
