"Aeropuerto";"Año";"Mes";"País";"Operaciones Totales";"Pasajeros Totales";"PAX_medio";"iata_aeropuerto"
"MILAN /MALPENSA";"2022";"Abril      de 2022";"ITALIA";"35,000";"6,042";"0,1726285714285714";"MXP"
"MILAN /MALPENSA";"2023";"Septiembre de 2023";"ITALIA";"43,000";"7,399";"0,1720697674418605";"MXP"
"MILAN /MALPENSA";"2023";"Agosto     de 2023";"ITALIA";"47,000";"8,472";"0,1802553191489362";"MXP"
"MILAN /MALPENSA";"2024";"Julio      de 2024";"ITALIA";"36,000";"6,625";"0,1840277777777778";"MXP"
"MILAN /MALPENSA";"2023";"Febrero    de 2023";"ITALIA";"28,000";"5,007";"0,1788214285714285";"MXP"
"MILAN /MALPENSA";"2023";"Junio      de 2023";"ITALIA";"33,000";"5,927";"0,1796060606060606";"MXP"
"MILAN /MALPENSA";"2023";"Diciembre  de 2023";"ITALIA";"42,000";"7,124";"0,1696190476190476";"MXP"
"MILAN /MALPENSA";"2024";"Abril      de 2024";"ITALIA";"21,000";"3,783";"0,1801428571428571";"MXP"
"MILAN /MALPENSA";"2023";"Abril      de 2023";"ITALIA";"39,000";"6,809";"0,1745897435897436";"MXP"
"MILAN /MALPENSA";"2023";"Julio      de 2023";"ITALIA";"49,000";"8,885";"0,1813265306122449";"MXP"
"MILAN/BERGAMO";"2025";"Abril      de 2025";"ITALIA";"67,000";"11,984";"0,1788656716417910";"BGY"
"MILAN/BERGAMO";"2022";"Agosto     de 2022";"ITALIA";"40,000";"7,172";"0,1793000000000000";"BGY"
"MILAN/BERGAMO";"2025";"Agosto     de 2025";"ITALIA";"70,000";"12,868";"0,1838285714285714";"BGY"
"MILAN/BERGAMO";"2025";"Marzo      de 2025";"ITALIA";"66,000";"11,806";"0,1788787878787879";"BGY"
"MILAN/BERGAMO";"2024";"Octubre    de 2024";"ITALIA";"61,000";"10,411";"0,1706721311475410";"BGY"
"MILAN/BERGAMO";"2024";"Julio      de 2024";"ITALIA";"68,000";"12,529";"0,1842500000000000";"BGY"
"MILAN/BERGAMO";"2023";"Noviembre  de 2023";"ITALIA";"56,000";"9,854";"0,1759642857142857";"BGY"
"MILAN/BERGAMO";"2023";"Octubre    de 2023";"ITALIA";"50,000";"8,953";"0,1790600000000000";"BGY"
"MILAN/BERGAMO";"2022";"Julio      de 2022";"ITALIA";"39,000";"6,890";"0,1766666666666667";"BGY"
"MILAN/BERGAMO";"2025";"Mayo       de 2025";"ITALIA";"71,000";"12,706";"0,1789577464788732";"BGY"
"MILAN/BERGAMO";"2022";"Junio      de 2022";"ITALIA";"38,000";"6,657";"0,1751842105263158";"BGY"
"MILAN/BERGAMO";"2025";"Enero      de 2025";"ITALIA";"56,000";"9,741";"0,1739464285714286";"BGY"
"MILAN/BERGAMO";"2024";"Febrero    de 2024";"ITALIA";"58,000";"10,818";"0,1865172413793103";"BGY"
"MILAN/BERGAMO";"2025";"Septiembre de 2025";"ITALIA";"69,000";"12,405";"0,1797826086956522";"BGY"
"MILAN/BERGAMO";"2022";"Enero      de 2022";"ITALIA";"47,000";"4,693";"0,0998510638297872";"BGY"
"MILAN/BERGAMO";"2025";"Noviembre  de 2025";"ITALIA";"68,000";"12,279";"0,1805735294117647";"BGY"
"MILAN/BERGAMO";"2024";"Enero      de 2024";"ITALIA";"63,000";"11,006";"0,1746984126984127";"BGY"
"MILAN/BERGAMO";"2024";"Mayo       de 2024";"ITALIA";"52,000";"9,103";"0,1750576923076923";"BGY"
"MILAN/BERGAMO";"2024";"Diciembre  de 2024";"ITALIA";"57,000";"8,902";"0,1561754385964912";"BGY"
"MILAN/BERGAMO";"2023";"Marzo      de 2023";"ITALIA";"59,000";"10,653";"0,1805593220338983";"BGY"
"MILAN/BERGAMO";"2025";"Julio      de 2025";"ITALIA";"70,000";"12,941";"0,1848714285714286";"BGY"
"MILAN/BERGAMO";"2022";"Noviembre  de 2022";"ITALIA";"51,000";"8,812";"0,1727843137254902";"BGY"
"MILAN/BERGAMO";"2025";"Junio      de 2025";"ITALIA";"69,000";"12,474";"0,1807826086956522";"BGY"
"MILAN/BERGAMO";"2025";"Febrero    de 2025";"ITALIA";"58,000";"10,368";"0,1787586206896552";"BGY"
"MILAN/BERGAMO";"2024";"Noviembre  de 2024";"ITALIA";"61,000";"7,737";"0,1268360655737705";"BGY"
"MILAN/BERGAMO";"2024";"Marzo      de 2024";"ITALIA";"67,000";"12,162";"0,1815223880597015";"BGY"
"MILAN/BERGAMO";"2022";"Diciembre  de 2022";"ITALIA";"50,000";"8,871";"0,1774200000000000";"BGY"
"MILAN/BERGAMO";"2023";"Diciembre  de 2023";"ITALIA";"60,000";"10,598";"0,1766333333333333";"BGY"
"MILAN/BERGAMO";"2022";"Febrero    de 2022";"ITALIA";"56,000";"8,530";"0,1523214285714286";"BGY"
"MILAN/BERGAMO";"2023";"Enero      de 2023";"ITALIA";"59,000";"10,221";"0,1732372881355932";"BGY"
"MILAN/BERGAMO";"2024";"Junio      de 2024";"ITALIA";"51,000";"9,252";"0,1814117647058824";"BGY"
"MILAN/BERGAMO";"2022";"Octubre    de 2022";"ITALIA";"40,000";"7,063";"0,1765750000000000";"BGY"
"MILAN/BERGAMO";"2022";"Mayo       de 2022";"ITALIA";"36,000";"6,377";"0,1771388888888889";"BGY"
"MILAN/BERGAMO";"2023";"Junio      de 2023";"ITALIA";"47,000";"8,469";"0,1801914893617021";"BGY"
"MILAN/BERGAMO";"2023";"Julio      de 2023";"ITALIA";"45,000";"8,261";"0,1835777777777778";"BGY"
"MILAN/BERGAMO";"2023";"Septiembre de 2023";"ITALIA";"49,000";"8,867";"0,1809591836734694";"BGY"
"MILAN/BERGAMO";"2025";"Octubre    de 2025";"ITALIA";"72,000";"12,817";"0,1780138888888889";"BGY"
"MILAN/BERGAMO";"2023";"Febrero    de 2023";"ITALIA";"55,000";"10,005";"0,1819090909090909";"BGY"
"MILAN/BERGAMO";"2024";"Septiembre de 2024";"ITALIA";"61,000";"10,990";"0,1801639344262295";"BGY"
"MILAN/BERGAMO";"2022";"Septiembre de 2022";"ITALIA";"34,000";"6,035";"0,1775000000000000";"BGY"
"MILAN/BERGAMO";"2023";"Mayo       de 2023";"ITALIA";"53,000";"9,587";"0,1808867924528302";"BGY"
"MILAN/BERGAMO";"2023";"Abril      de 2023";"ITALIA";"48,000";"8,714";"0,1815416666666667";"BGY"
"MILAN/BERGAMO";"2024";"Agosto     de 2024";"ITALIA";"58,000";"10,610";"0,1829310344827586";"BGY"
"MILAN/BERGAMO";"2024";"Abril      de 2024";"ITALIA";"63,000";"11,639";"0,1847460317460317";"BGY"
"MILAN/BERGAMO";"2022";"Marzo      de 2022";"ITALIA";"58,000";"9,714";"0,1674827586206897";"BGY"
"MILAN/BERGAMO";"2023";"Agosto     de 2023";"ITALIA";"62,000";"11,302";"0,1822903225806451";"BGY"
"MILAN/BERGAMO";"2022";"Abril      de 2022";"ITALIA";"34,000";"6,057";"0,1781470588235294";"BGY"
"MONTREAL/PIERRE ELLIOT TRUDEAU";"2025";"Octubre    de 2025";"CANADA";"1,000";"104,000";"104,0000000000000000";"YUL"
"MONTREAL/PIERRE ELLIOT TRUDEAU";"2025";"Junio      de 2025";"CANADA";"2,000";"378,000";"189,0000000000000000";"YUL"
"MONTREAL/PIERRE ELLIOT TRUDEAU";"2025";"Julio      de 2025";"CANADA";"4,000";"652,000";"163,0000000000000000";"YUL"
"MONTREAL/PIERRE ELLIOT TRUDEAU";"2025";"Agosto     de 2025";"CANADA";"5,000";"839,000";"167,8000000000000114";"YUL"
"MONTREAL/PIERRE ELLIOT TRUDEAU";"2025";"Septiembre de 2025";"CANADA";"4,000";"626,000";"156,5000000000000000";"YUL"
"MOSCU /SHEREMETYEVO";"2022";"Febrero    de 2022";"FEDERACION RUSA";"4,000";"401,000";"100,2500000000000000";"SVO"
"MOSCU /SHEREMETYEVO";"2022";"Enero      de 2022";"FEDERACION RUSA";"5,000";"530,000";"106,0000000000000000";"SVO"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Enero      de 2025";"ALEMANIA";"29,000";"3,096";"0,1067586206896552";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Junio      de 2022";"ALEMANIA";"29,000";"3,992";"0,1376551724137931";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Septiembre de 2025";"ALEMANIA";"34,000";"4,876";"0,1434117647058823";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Diciembre  de 2022";"ALEMANIA";"21,000";"3,094";"0,1473333333333333";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Octubre    de 2023";"ALEMANIA";"31,000";"4,994";"0,1610967741935484";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Agosto     de 2024";"ALEMANIA";"31,000";"5,213";"0,1681612903225806";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Noviembre  de 2022";"ALEMANIA";"25,000";"3,603";"0,1441200000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Agosto     de 2023";"ALEMANIA";"31,000";"5,144";"0,1659354838709677";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Septiembre de 2023";"ALEMANIA";"30,000";"5,020";"0,1673333333333333";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Marzo      de 2023";"ALEMANIA";"25,000";"4,025";"0,1610000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Febrero    de 2024";"ALEMANIA";"25,000";"4,165";"0,1666000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Junio      de 2023";"ALEMANIA";"30,000";"4,183";"0,1394333333333333";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Mayo       de 2022";"ALEMANIA";"31,000";"4,313";"0,1391290322580645";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Agosto     de 2025";"ALEMANIA";"36,000";"5,052";"0,1403333333333333";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Noviembre  de 2024";"ALEMANIA";"41,000";"4,301";"0,1049024390243903";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Febrero    de 2022";"ALEMANIA";"25,000";"2,865";"0,1146000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Abril      de 2023";"ALEMANIA";"30,000";"4,381";"0,1460333333333333";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Noviembre  de 2023";"ALEMANIA";"30,000";"4,554";"0,1518000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Junio      de 2024";"ALEMANIA";"30,000";"4,560";"0,1520000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Octubre    de 2025";"ALEMANIA";"35,000";"5,006";"0,1430285714285714";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Diciembre  de 2023";"ALEMANIA";"26,000";"4,218";"0,1622307692307692";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Julio      de 2025";"ALEMANIA";"35,000";"4,886";"0,1396000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Mayo       de 2024";"ALEMANIA";"31,000";"5,156";"0,1663225806451613";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Mayo       de 2023";"ALEMANIA";"31,000";"4,337";"0,1399032258064516";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Abril      de 2022";"ALEMANIA";"31,000";"4,154";"0,1340000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Julio      de 2022";"ALEMANIA";"30,000";"4,155";"0,1385000000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Febrero    de 2023";"ALEMANIA";"20,000";"3,097";"0,1548500000000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Junio      de 2025";"ALEMANIA";"34,000";"4,602";"0,1353529411764706";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Agosto     de 2022";"ALEMANIA";"31,000";"4,366";"0,1408387096774193";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Marzo      de 2024";"ALEMANIA";"31,000";"5,103";"0,1646129032258064";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Abril      de 2024";"ALEMANIA";"30,000";"4,274";"0,1424666666666667";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Noviembre  de 2025";"ALEMANIA";"34,000";"5,099";"0,1499705882352941";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Abril      de 2025";"ALEMANIA";"34,000";"4,496";"0,1322352941176471";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Octubre    de 2024";"ALEMANIA";"32,000";"5,603";"0,1750937500000000";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Mayo       de 2025";"ALEMANIA";"36,000";"4,654";"0,1292777777777778";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Enero      de 2024";"ALEMANIA";"31,000";"3,654";"0,1178709677419355";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Diciembre  de 2024";"ALEMANIA";"37,000";"5,442";"0,1470810810810811";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Enero      de 2022";"ALEMANIA";"24,000";"1,570";"0,0654166666666667";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Octubre    de 2022";"ALEMANIA";"31,000";"4,870";"0,1570967741935484";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Marzo      de 2022";"ALEMANIA";"31,000";"3,919";"0,1264193548387097";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Marzo      de 2025";"ALEMANIA";"36,000";"5,683";"0,1578611111111111";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Enero      de 2023";"ALEMANIA";"18,000";"2,856";"0,1586666666666667";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2023";"Julio      de 2023";"ALEMANIA";"31,000";"4,770";"0,1538709677419355";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2025";"Febrero    de 2025";"ALEMANIA";"27,000";"3,671";"0,1359629629629630";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Septiembre de 2024";"ALEMANIA";"30,000";"4,828";"0,1609333333333333";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2022";"Septiembre de 2022";"ALEMANIA";"29,000";"4,405";"0,1518965517241379";"MUC"
"MUNICH /FRANZ JOSEF STRAUSS";"2024";"Julio      de 2024";"ALEMANIA";"31,000";"4,874";"0,1572258064516129";"MUC"
"NANTES / ATLANTIQUE";"2025";"Abril      de 2025";"FRANCIA";"21,000";"3,752";"0,1786666666666667";"NTE"
"NANTES / ATLANTIQUE";"2024";"Febrero    de 2024";"FRANCIA";"8,000";"1,438";"0,1797500000000000";"NTE"
"NANTES / ATLANTIQUE";"2025";"Octubre    de 2025";"FRANCIA";"21,000";"3,538";"0,1684761904761905";"NTE"
"NANTES / ATLANTIQUE";"2025";"Agosto     de 2025";"FRANCIA";"18,000";"3,252";"0,1806666666666666";"NTE"
"NANTES / ATLANTIQUE";"2025";"Enero      de 2025";"FRANCIA";"18,000";"2,988";"0,1660000000000000";"NTE"
"NANTES / ATLANTIQUE";"2023";"Agosto     de 2023";"FRANCIA";"18,000";"3,064";"0,1702222222222222";"NTE"
"NANTES / ATLANTIQUE";"2022";"Febrero    de 2022";"FRANCIA";"8,000";"1,287";"0,1608750000000000";"NTE"
"NANTES / ATLANTIQUE";"2024";"Septiembre de 2024";"FRANCIA";"21,000";"3,534";"0,1682857142857143";"NTE"
"NANTES / ATLANTIQUE";"2023";"Enero      de 2023";"FRANCIA";"10,000";"1,779";"0,1779000000000000";"NTE"
"NANTES / ATLANTIQUE";"2022";"Julio      de 2022";"FRANCIA";"9,000";"1,598";"0,1775555555555556";"NTE"
"NANTES / ATLANTIQUE";"2024";"Agosto     de 2024";"FRANCIA";"20,000";"3,580";"0,1790000000000000";"NTE"
"NANTES / ATLANTIQUE";"2022";"Octubre    de 2022";"FRANCIA";"9,000";"1,557";"0,1730000000000000";"NTE"
"NANTES / ATLANTIQUE";"2024";"Mayo       de 2024";"FRANCIA";"14,000";"2,407";"0,1719285714285714";"NTE"
"NANTES / ATLANTIQUE";"2022";"Noviembre  de 2022";"FRANCIA";"8,000";"1,247";"0,1558750000000000";"NTE"
"NANTES / ATLANTIQUE";"2025";"Marzo      de 2025";"FRANCIA";"19,000";"3,481";"0,1832105263157895";"NTE"
"NANTES / ATLANTIQUE";"2024";"Abril      de 2024";"FRANCIA";"11,000";"2,056";"0,1869090909090909";"NTE"
"NANTES / ATLANTIQUE";"2023";"Septiembre de 2023";"FRANCIA";"17,000";"2,735";"0,1608823529411765";"NTE"
"NANTES / ATLANTIQUE";"2022";"Mayo       de 2022";"FRANCIA";"9,000";"1,592";"0,1768888888888889";"NTE"
"NANTES / ATLANTIQUE";"2023";"Mayo       de 2023";"FRANCIA";"18,000";"2,834";"0,1574444444444444";"NTE"
"NANTES / ATLANTIQUE";"2023";"Noviembre  de 2023";"FRANCIA";"8,000";"1,136";"0,1420000000000000";"NTE"
"NANTES / ATLANTIQUE";"2023";"Marzo      de 2023";"FRANCIA";"11,000";"1,800";"0,1636363636363636";"NTE"
"NANTES / ATLANTIQUE";"2022";"Marzo      de 2022";"FRANCIA";"9,000";"1,465";"0,1627777777777778";"NTE"
"NANTES / ATLANTIQUE";"2022";"Junio      de 2022";"FRANCIA";"9,000";"1,533";"0,1703333333333333";"NTE"
"NANTES / ATLANTIQUE";"2024";"Junio      de 2024";"FRANCIA";"9,000";"1,605";"0,1783333333333333";"NTE"
"NANTES / ATLANTIQUE";"2024";"Noviembre  de 2024";"FRANCIA";"17,000";"2,247";"0,1321764705882353";"NTE"
"NANTES / ATLANTIQUE";"2025";"Noviembre  de 2025";"FRANCIA";"10,000";"1,382";"0,1382000000000000";"NTE"
"NANTES / ATLANTIQUE";"2022";"Enero      de 2022";"FRANCIA";"9,000";"1,323";"0,1470000000000000";"NTE"
"NANTES / ATLANTIQUE";"2023";"Abril      de 2023";"FRANCIA";"17,000";"2,958";"0,1740000000000000";"NTE"
"NANTES / ATLANTIQUE";"2022";"Septiembre de 2022";"FRANCIA";"9,000";"1,589";"0,1765555555555555";"NTE"
"NANTES / ATLANTIQUE";"2022";"Abril      de 2022";"FRANCIA";"8,000";"1,414";"0,1767500000000000";"NTE"
"NANTES / ATLANTIQUE";"2023";"Julio      de 2023";"FRANCIA";"17,000";"3,017";"0,1774705882352941";"NTE"
"NANTES / ATLANTIQUE";"2024";"Enero      de 2024";"FRANCIA";"10,000";"1,753";"0,1753000000000000";"NTE"
"NANTES / ATLANTIQUE";"2023";"Octubre    de 2023";"FRANCIA";"18,000";"3,065";"0,1702777777777778";"NTE"
"NANTES / ATLANTIQUE";"2024";"Diciembre  de 2024";"FRANCIA";"20,000";"3,252";"0,1626000000000000";"NTE"
"NANTES / ATLANTIQUE";"2022";"Diciembre  de 2022";"FRANCIA";"10,000";"1,699";"0,1699000000000000";"NTE"
"NANTES / ATLANTIQUE";"2024";"Octubre    de 2024";"FRANCIA";"14,000";"2,506";"0,1790000000000000";"NTE"
"NANTES / ATLANTIQUE";"2024";"Marzo      de 2024";"FRANCIA";"12,000";"2,033";"0,1694166666666667";"NTE"
"NANTES / ATLANTIQUE";"2025";"Febrero    de 2025";"FRANCIA";"16,000";"2,813";"0,1758125000000000";"NTE"
"NANTES / ATLANTIQUE";"2022";"Agosto     de 2022";"FRANCIA";"8,000";"1,412";"0,1765000000000000";"NTE"
"NANTES / ATLANTIQUE";"2025";"Junio      de 2025";"FRANCIA";"17,000";"2,885";"0,1697058823529412";"NTE"
"NANTES / ATLANTIQUE";"2023";"Febrero    de 2023";"FRANCIA";"8,000";"1,404";"0,1755000000000000";"NTE"
"NANTES / ATLANTIQUE";"2025";"Julio      de 2025";"FRANCIA";"16,000";"2,926";"0,1828750000000000";"NTE"
"NANTES / ATLANTIQUE";"2023";"Junio      de 2023";"FRANCIA";"16,000";"2,580";"0,1612500000000000";"NTE"
"NANTES / ATLANTIQUE";"2023";"Diciembre  de 2023";"FRANCIA";"14,000";"2,300";"0,1642857142857143";"NTE"
"NANTES / ATLANTIQUE";"2025";"Septiembre de 2025";"FRANCIA";"17,000";"2,966";"0,1744705882352941";"NTE"
"NANTES / ATLANTIQUE";"2025";"Mayo       de 2025";"FRANCIA";"22,000";"3,804";"0,1729090909090909";"NTE"
"NANTES / ATLANTIQUE";"2024";"Julio      de 2024";"FRANCIA";"12,000";"2,122";"0,1768333333333333";"NTE"
"NAPOLES";"2023";"Octubre    de 2023";"ITALIA";"17,000";"3,106";"0,1827058823529412";"NAP"
"NAPOLES";"2024";"Enero      de 2024";"ITALIA";"16,000";"2,740";"0,1712500000000000";"NAP"
"NAPOLES";"2024";"Octubre    de 2024";"ITALIA";"12,000";"2,222";"0,1851666666666667";"NAP"
"NAPOLES";"2024";"Julio      de 2024";"ITALIA";"13,000";"2,422";"0,1863076923076923";"NAP"
"NAPOLES";"2025";"Marzo      de 2025";"ITALIA";"22,000";"4,011";"0,1823181818181818";"NAP"
"NAPOLES";"2025";"Septiembre de 2025";"ITALIA";"13,000";"2,416";"0,1858461538461538";"NAP"
"NAPOLES";"2025";"Mayo       de 2025";"ITALIA";"12,000";"2,234";"0,1861666666666667";"NAP"
"NAPOLES";"2024";"Septiembre de 2024";"ITALIA";"13,000";"2,394";"0,1841538461538462";"NAP"
"NAPOLES";"2022";"Julio      de 2022";"ITALIA";"13,000";"2,257";"0,1736153846153846";"NAP"
"NAPOLES";"2023";"Noviembre  de 2023";"ITALIA";"8,000";"1,478";"0,1847500000000000";"NAP"
"NAPOLES";"2025";"Agosto     de 2025";"ITALIA";"13,000";"2,469";"0,1899230769230769";"NAP"
"NAPOLES";"2024";"Mayo       de 2024";"ITALIA";"13,000";"2,466";"0,1896923076923077";"NAP"
"NAPOLES";"2025";"Junio      de 2025";"ITALIA";"14,000";"2,602";"0,1858571428571429";"NAP"
"NAPOLES";"2023";"Septiembre de 2023";"ITALIA";"17,000";"3,062";"0,1801176470588235";"NAP"
"NAPOLES";"2024";"Noviembre  de 2024";"ITALIA";"9,000";"1,386";"0,1540000000000000";"NAP"
"NAPOLES";"2023";"Julio      de 2023";"ITALIA";"17,000";"3,115";"0,1832352941176471";"NAP"
"NAPOLES";"2023";"Mayo       de 2023";"ITALIA";"17,000";"3,093";"0,1819411764705882";"NAP"
"NAPOLES";"2025";"Abril      de 2025";"ITALIA";"13,000";"2,406";"0,1850769230769231";"NAP"
"NAPOLES";"2022";"Octubre    de 2022";"ITALIA";"11,000";"1,957";"0,1779090909090909";"NAP"
"NAPOLES";"2022";"Septiembre de 2022";"ITALIA";"13,000";"2,329";"0,1791538461538462";"NAP"
"NAPOLES";"2024";"Diciembre  de 2024";"ITALIA";"9,000";"1,626";"0,1806666666666666";"NAP"
"NAPOLES";"2022";"Enero      de 2022";"ITALIA";"10,000";"1,214";"0,1214000000000000";"NAP"
"NAPOLES";"2025";"Enero      de 2025";"ITALIA";"22,000";"4,054";"0,1842727272727273";"NAP"
"NAPOLES";"2023";"Marzo      de 2023";"ITALIA";"13,000";"2,290";"0,1761538461538462";"NAP"
"NAPOLES";"2025";"Julio      de 2025";"ITALIA";"13,000";"2,421";"0,1862307692307692";"NAP"
"NAPOLES";"2023";"Diciembre  de 2023";"ITALIA";"10,000";"1,717";"0,1717000000000000";"NAP"
"NAPOLES";"2024";"Febrero    de 2024";"ITALIA";"12,000";"2,169";"0,1807500000000000";"NAP"
"NAPOLES";"2022";"Junio      de 2022";"ITALIA";"13,000";"2,283";"0,1756153846153846";"NAP"
"NAPOLES";"2022";"Abril      de 2022";"ITALIA";"12,000";"1,979";"0,1649166666666667";"NAP"
"NAPOLES";"2025";"Febrero    de 2025";"ITALIA";"20,000";"3,691";"0,1845500000000000";"NAP"
"NAPOLES";"2022";"Noviembre  de 2022";"ITALIA";"9,000";"1,501";"0,1667777777777778";"NAP"
"NAPOLES";"2025";"Noviembre  de 2025";"ITALIA";"22,000";"4,167";"0,1894090909090909";"NAP"
"NAPOLES";"2024";"Agosto     de 2024";"ITALIA";"13,000";"2,469";"0,1899230769230769";"NAP"
"NAPOLES";"2023";"Febrero    de 2023";"ITALIA";"12,000";"2,118";"0,1765000000000000";"NAP"
"NAPOLES";"2024";"Marzo      de 2024";"ITALIA";"19,000";"3,335";"0,1755263157894737";"NAP"
"NAPOLES";"2023";"Junio      de 2023";"ITALIA";"17,000";"3,065";"0,1802941176470588";"NAP"
"NAPOLES";"2024";"Abril      de 2024";"ITALIA";"14,000";"2,649";"0,1892142857142857";"NAP"
"NAPOLES";"2022";"Diciembre  de 2022";"ITALIA";"9,000";"1,626";"0,1806666666666666";"NAP"
"NAPOLES";"2025";"Octubre    de 2025";"ITALIA";"14,000";"2,620";"0,1871428571428571";"NAP"
"NAPOLES";"2023";"Enero      de 2023";"ITALIA";"13,000";"2,267";"0,1743846153846154";"NAP"
"NAPOLES";"2024";"Junio      de 2024";"ITALIA";"13,000";"2,404";"0,1849230769230769";"NAP"
"NAPOLES";"2022";"Marzo      de 2022";"ITALIA";"15,000";"2,449";"0,1632666666666666";"NAP"
"NAPOLES";"2023";"Abril      de 2023";"ITALIA";"17,000";"3,090";"0,1817647058823529";"NAP"
"NAPOLES";"2022";"Febrero    de 2022";"ITALIA";"12,000";"1,757";"0,1464166666666667";"NAP"
"NAPOLES";"2022";"Agosto     de 2022";"ITALIA";"13,000";"2,336";"0,1796923076923077";"NAP"
"NAPOLES";"2022";"Mayo       de 2022";"ITALIA";"14,000";"2,408";"0,1720000000000000";"NAP"
"NAPOLES";"2023";"Agosto     de 2023";"ITALIA";"18,000";"3,260";"0,1811111111111111";"NAP"
"NIZA /COTE D-AZUR";"2022";"Julio      de 2022";"FRANCIA";"7,000";"285,000";"40,7142857142857153";"NCE"
"NIZA /COTE D-AZUR";"2022";"Septiembre de 2022";"FRANCIA";"1,000";"33,000";"33,0000000000000000";"NCE"
"NIZA /COTE D-AZUR";"2023";"Agosto     de 2023";"FRANCIA";"9,000";"484,000";"53,7777777777777786";"NCE"
"NIZA /COTE D-AZUR";"2023";"Junio      de 2023";"FRANCIA";"6,000";"218,000";"36,3333333333333357";"NCE"
"NIZA /COTE D-AZUR";"2023";"Septiembre de 2023";"FRANCIA";"1,000";"52,000";"52,0000000000000000";"NCE"
"NIZA /COTE D-AZUR";"2023";"Julio      de 2023";"FRANCIA";"7,000";"356,000";"50,8571428571428541";"NCE"
"NIZA /COTE D-AZUR";"2022";"Agosto     de 2022";"FRANCIA";"9,000";"306,000";"34,0000000000000000";"NCE"
"NUREMBERG";"2023";"Octubre    de 2023";"ALEMANIA";"9,000";"1,615";"0,1794444444444444";"NUE"
"NUREMBERG";"2022";"Julio      de 2022";"ALEMANIA";"9,000";"1,589";"0,1765555555555555";"NUE"
"NUREMBERG";"2022";"Noviembre  de 2022";"ALEMANIA";"8,000";"1,244";"0,1555000000000000";"NUE"
"NUREMBERG";"2022";"Mayo       de 2022";"ALEMANIA";"9,000";"1,533";"0,1703333333333333";"NUE"
"NUREMBERG";"2023";"Marzo      de 2023";"ALEMANIA";"8,000";"1,447";"0,1808750000000000";"NUE"
"NUREMBERG";"2022";"Abril      de 2022";"ALEMANIA";"8,000";"1,411";"0,1763750000000000";"NUE"
