"Icao_Aerolinea";"Iata_Aeropuerto";"Fecha";"Hora";"Vuelo";"Origen";"Estado";"Numero_Vuelo";"Nombre_Aeropuerto";"Ciudad_Aeropuerto";"País_Aeropuerto";"Icao_Aeropuerto";"Latitud";"Longitud";"Altitud";"Zona_Horaria";"Nombre_Aerolinea";"País_Aerolinea";"PAX_Medio_Aeropuerto";"PAX_Medio_Compania";"PAX_Medio_Total";"franja_horaria"
"IBE";"BIO";"2025-11-14";"16:45";"IBE2311";"BILBAO (BIO)";"No informado";"2311";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Tarde"
"IBE";"LPA";"2025-11-18";"14:00";"IBE5247";"GRAN CANARIA (LPA)";"No informado";"5247";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"Iberia Airlines";"Spain";"154,1063829787234";"0,902194092827004";"77,5042885357752";"Tarde"
"IBE";"LPA";"2025-11-21";"19:35";"IBE5247";"GRAN CANARIA (LPA)";"No informado";"5247";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"Iberia Airlines";"Spain";"154,1063829787234";"0,902194092827004";"77,5042885357752";"Noche"
"IBE";"SVQ";"2025-11-10";"12:45";"IBE2391";"SEVILLA (SVQ)";"No informado";"2391";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"SVQ";"2025-11-21";"16:55";"IBE5552";"SEVILLA (SVQ)";"No informado";"5552";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"IBZ";"2025-11-15";"12:05";"IBE2431";"IBIZA (IBZ)";"No informado";"2431";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Tarde"
"IBE";"PMI";"2025-11-18";"16:45";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"2406";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Tarde"
"IBE";"MAH";"2025-11-10";"16:00";"IBE2441";"MENORCA (MAH)";"No informado";"2441";"Menorca Airport";"Menorca";"Spain";"LEMH";"39,8625984191895";"4,21864986419678";"302";"Europe/Madrid";"Iberia Airlines";"Spain";"88,2582978723404";"0,902194092827004";"44,5802459825837";"Tarde"
"IBE";"PMI";"2025-11-21";"18:00";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"5548";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"ORY";"2025-11-17";"11:30";"IBE5674";"PARIS /ORLY (ORY)";"No informado";"5674";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Mañana"
"IBE";"PMI";"2025-11-15";"17:40";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"5548";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Tarde"
"IBE";"BRU";"2025-11-21";"11:20";"IBE5732";"BRUSELAS (BRU)";"No informado";"5732";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"Iberia Airlines";"Spain";"161,3989361702128";"0,902194092827004";"81,1505651315199";"Mañana"
"IBE";"SVQ";"2025-11-22";"13:50";"IBE2391";"SEVILLA (SVQ)";"No informado";"2391";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"AGP";"2025-11-19";"16:15";"IBE2384";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"2384";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"Iberia Airlines";"Spain";"98,4668085106383";"0,902194092827004";"49,6845013017327";"Tarde"
"IBE";"PMI";"2025-11-11";"14:35";"IBE2404";"PALMA DE MALLORCA (PMI)";"No informado";"2404";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Tarde"
"IBE";"BRU";"2025-11-17";"17:20";"IBE5732";"BRUSELAS (BRU)";"No informado";"5732";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"Iberia Airlines";"Spain";"161,3989361702128";"0,902194092827004";"81,1505651315199";"Tarde"
"IBE";"MAH";"2025-11-09";"22:20";"IBE2441";"MENORCA (MAH)";"No informado";"2441";"Menorca Airport";"Menorca";"Spain";"LEMH";"39,8625984191895";"4,21864986419678";"302";"Europe/Madrid";"Iberia Airlines";"Spain";"88,2582978723404";"0,902194092827004";"44,5802459825837";"Noche"
"IBE";"PMI";"2025-11-21";"20:45";"IBE2400";"PALMA DE MALLORCA (PMI)";"No informado";"2400";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"PMI";"2025-11-20";"23:45";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"2406";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"PMI";"2025-11-09";"15:25";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"5548";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Tarde"
"IBE";"SVQ";"2025-11-13";"14:35";"IBE2391";"SEVILLA (SVQ)";"No informado";"2391";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"SVQ";"2025-11-19";"15:00";"IBE2393";"SEVILLA (SVQ)";"No informado";"2393";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"BRU";"2025-11-11";"16:05";"IBE5732";"BRUSELAS (BRU)";"No informado";"5732";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"Iberia Airlines";"Spain";"161,3989361702128";"0,902194092827004";"81,1505651315199";"Tarde"
"IBE";"LPA";"2025-11-16";"10:30";"IBE5247";"GRAN CANARIA (LPA)";"No informado";"5247";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"Iberia Airlines";"Spain";"154,1063829787234";"0,902194092827004";"77,5042885357752";"Mañana"
"ITY";"FCO";"2025-11-12";"10:50";"ITY9006";"ROMA /FIUMICINO (FCO)";"No informado";"9006";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41,8002778000000";"12,23888890000000";"13";"Europe/Rome";"ITA Airways";"Italy";"176,6825531914893";"0,000000000000000";"88,3412765957447";"Mañana"
"KLJ";"BLQ";"2025-11-12";"11:10";"KLJ3948";"BOLONIA (BLQ)";"No informado";"3948";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44,5354000000000";"11,28870000000000";"123";"Europe/Rome";"JSC Klasjet";"Lithuania";"174,9978723404255";NA;"174,9978723404255";"Mañana"
"KLM";"AMS";"2025-11-21";"20:30";"KLM2523";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"2523";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Noche"
"KLM";"AMS";"2025-11-16";"23:00";"KLM1535";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"1535";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Noche"
"KLM";"AMS";"2025-11-17";"16:10";"KLM1531";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"1531";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Tarde"
"KLM";"AMS";"2025-11-22";"08:25";"KLM2546";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"2546";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Mañana"
"KLM";"AMS";"2025-11-11";"09:15";"KLM2659";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"2659";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Mañana"
"KLM";"AMS";"2025-11-19";"09:05";"KLM2659";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"2659";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Mañana"
"KLM";"AMS";"2025-11-17";"09:55";"KLM2523";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"2523";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Mañana"
"KLM";"AMS";"2025-11-17";"19:30";"KLM2659";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"2659";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Noche"
"KLM";"AMS";"2025-11-21";"09:35";"KLM2622";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"2622";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands";"133,3523404255319";"101,043541666666670";"117,1979410460993";"Mañana"
"LGL";"LUX";"2025-11-21";"08:50";"LGL763";"LUXEMBURGO (LUX)";"No informado";"763";"Luxembourg-Findel International Airport";"Luxemburg";"Luxembourg";"ELLX";"49,6233333000000";"6,20444440000000";"1234";"Europe/Luxembourg";"Luxair";"Luxembourg";"60,6481578947368";"60,648157894736840";"60,6481578947368";"Mañana"
"LGL";"LUX";"2025-11-17";"19:10";"LGL763";"LUXEMBURGO (LUX)";"No informado";"763";"Luxembourg-Findel International Airport";"Luxemburg";"Luxembourg";"ELLX";"49,6233333000000";"6,20444440000000";"1234";"Europe/Luxembourg";"Luxair";"Luxembourg";"60,6481578947368";"60,648157894736840";"60,6481578947368";"Noche"
"MSC";"CAI";"2025-11-17";"15:05";"MSC3724";"(CAI)";"No informado";"3724";"Cairo International Airport";"Cairo";"Egypt";"HECA";"30,1219005584717";"31,40559959411621";"382";"Africa/Cairo";"Air Cairo";"Egypt";"129,9553846153846";"129,955384615384617";"129,9553846153846";"Tarde"
"NIA";"CAI";"2025-11-10";"12:50";"NIA6101";"(CAI)";"No informado";"6101";"Cairo International Airport";"Cairo";"Egypt";"HECA";"30,1219005584717";"31,40559959411621";"382";"Africa/Cairo";"Nile Air";"Egypt";"129,9553846153846";NA;"129,9553846153846";"Tarde"
"NMA";"CAI";"2025-11-17";"11:20";"NMA1082";"(CAI)";"No informado";"1082";"Cairo International Airport";"Cairo";"Egypt";"HECA";"30,1219005584717";"31,40559959411621";"382";"Africa/Cairo";"Nesma Airlines";"Egypt";"129,9553846153846";NA;"129,9553846153846";"Mañana"
"RAM";"CMN";"2025-11-19";"18:25";"RAM968";"CASABLANCA /MOHAMED V (CMN)";"No informado";"968";"Mohammed V International Airport";"Casablanca";"Morocco";"GMMN";"33,3675003051758";"-7,58997011184692";"656";"Africa/Casablanca";"Royal Air Maroc";"Morocco";"49,5604255319149";"33,164533333333331";"41,3624794326241";"Noche"
"RAM";"CMN";"2025-11-22";"11:35";"RAM968";"CASABLANCA /MOHAMED V (CMN)";"No informado";"968";"Mohammed V International Airport";"Casablanca";"Morocco";"GMMN";"33,3675003051758";"-7,58997011184692";"656";"Africa/Casablanca";"Royal Air Maroc";"Morocco";"49,5604255319149";"33,164533333333331";"41,3624794326241";"Mañana"
"RYR";"ACE";"2025-11-15";"21:30";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"3488";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28,9454990000000";"-13,60520000000000";"46";"Atlantic/Canary";"RYANAIR DAC";"Ireland";"152,4782978723404";"169,882861189801702";"161,1805795310711";"Noche"
"RYR";"ACE";"2025-11-16";"20:30";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"3488";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28,9454990000000";"-13,60520000000000";"46";"Atlantic/Canary";"RYANAIR DAC";"Ireland";"152,4782978723404";"169,882861189801702";"161,1805795310711";"Noche"
"RYR";"BRI";"2025-11-10";"22:10";"RYR1611";"BARI /PALESE (BRI)";"No informado";"1611";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41,1389010000000";"16,76059900000000";"177";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,9980851063830";"169,882861189801702";"171,9404731480923";"Noche"
"RYR";"NTE";"2025-11-15";"18:30";"RYR1714";"NANTES-ATLANTIQUE (NTE)";"No informado";"1714";"Nantes Atlantique Airport";"Nantes";"France";"LFRS";"47,1531982422000";"-1,61073005199000";"90";"Europe/Paris";"RYANAIR DAC";"Ireland";"169,5627659574468";"169,882861189801702";"169,7228135736243";"Noche"
"RYR";"BRI";"2025-11-22";"19:20";"RYR1611";"BARI /PALESE (BRI)";"No informado";"1611";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41,1389010000000";"16,76059900000000";"177";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,9980851063830";"169,882861189801702";"171,9404731480923";"Noche"
"RYR";"AGP";"2025-11-21";"14:45";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"645";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"RYANAIR DAC";"Ireland";"98,4668085106383";"169,882861189801702";"134,1748348502200";"Tarde"
"RYR";"BRU";"2025-11-21";"16:15";"RYR2985";"BRUSELAS (BRU)";"No informado";"2985";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"RYANAIR DAC";"Ireland";"161,3989361702128";"169,882861189801702";"165,6408986800072";"Tarde"
"RYR";"BRI";"2025-11-13";"11:35";"RYR1611";"BARI /PALESE (BRI)";"No informado";"1611";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41,1389010000000";"16,76059900000000";"177";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,9980851063830";"169,882861189801702";"171,9404731480923";"Mañana"
"RYR";"OPO";"2025-11-22";"15:00";"RYR1710";"OPORTO (OPO)";"No informado";"1710";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Tarde"
"RYR";"BRU";"2025-11-13";"16:40";"RYR2985";"BRUSELAS (BRU)";"No informado";"2985";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"RYANAIR DAC";"Ireland";"161,3989361702128";"169,882861189801702";"165,6408986800072";"Tarde"
"RYR";"BLQ";"2025-11-16";"08:00";"RYR620";"BOLONIA (BLQ)";"No informado";"620";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44,5354000000000";"11,28870000000000";"123";"Europe/Rome";"RYANAIR DAC";"Ireland";"174,9978723404255";"169,882861189801702";"172,4403667651136";"Mañana"
"RYR";"OPO";"2025-11-16";"16:20";"RYR1710";"OPORTO (OPO)";"No informado";"1710";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Tarde"
"RYR";"PMO";"2025-11-17";"17:25";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"4486";"Falcone–Borsellino Airport";"Palermo";"Italy";"LICJ";"38,1759990000000";"13,09100000000000";"65";"Europe/Rome";"RYANAIR DAC";"Ireland";"170,3295744680851";"169,882861189801702";"170,1062178289434";"Tarde"
"RYR";"IBZ";"2025-11-14";"19:00";"RYR1699";"IBIZA (IBZ)";"No informado";"1699";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"RYANAIR DAC";"Ireland";"111,1631914893617";"169,882861189801702";"140,5230263395817";"Noche"
"RYR";"PMO";"2025-11-13";"21:10";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"4486";"Falcone–Borsellino Airport";"Palermo";"Italy";"LICJ";"38,1759990000000";"13,09100000000000";"65";"Europe/Rome";"RYANAIR DAC";"Ireland";"170,3295744680851";"169,882861189801702";"170,1062178289434";"Noche"
"RYR";"PMO";"2025-11-15";"00:35";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"4486";"Falcone–Borsellino Airport";"Palermo";"Italy";"LICJ";"38,1759990000000";"13,09100000000000";"65";"Europe/Rome";"RYANAIR DAC";"Ireland";"170,3295744680851";"169,882861189801702";"170,1062178289434";"Madrugada"
"RYR";"ACE";"2025-11-10";"21:05";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"3488";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28,9454990000000";"-13,60520000000000";"46";"Atlantic/Canary";"RYANAIR DAC";"Ireland";"152,4782978723404";"169,882861189801702";"161,1805795310711";"Noche"
"RYR";"BLQ";"2025-11-14";"19:20";"RYR6423";"BOLONIA (BLQ)";"No informado";"6423";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44,5354000000000";"11,28870000000000";"123";"Europe/Rome";"RYANAIR DAC";"Ireland";"174,9978723404255";"169,882861189801702";"172,4403667651136";"Noche"
"RYR";"CRL";"2025-11-17";"14:40";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"1687";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Tarde"
"RYR";"CRL";"2025-11-21";"20:00";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"2147";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Noche"
"RYR";"CGN";"2025-11-21";"08:10";"RYR2257";"KOELN/BONN (CGN)";"No informado";"2257";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50,8658981323000";"7,14273977280000";"302";"Europe/Berlin";"RYANAIR DAC";"Ireland";"80,6106382978723";"169,882861189801702";"125,2467497438370";"Mañana"
"RYR";"BRI";"2025-11-16";"22:55";"RYR1611";"BARI /PALESE (BRI)";"No informado";"1611";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41,1389010000000";"16,76059900000000";"177";"Europe/Rome";"RYANAIR DAC";"Ireland";"173,9980851063830";"169,882861189801702";"171,9404731480923";"Noche"
"RYR";"AGP";"2025-11-17";"13:35";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"645";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"RYANAIR DAC";"Ireland";"98,4668085106383";"169,882861189801702";"134,1748348502200";"Tarde"
"RYR";"CRL";"2025-11-19";"17:10";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"1687";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50,4592020000000";"4,45382000000000";"614";"Europe/Brussels";"RYANAIR DAC";"Ireland";"173,7036170212766";"169,882861189801702";"171,7932391055392";"Tarde"
"RYR";"IBZ";"2025-11-09";"18:05";"RYR1699";"IBIZA (IBZ)";"No informado";"1699";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"RYANAIR DAC";"Ireland";"111,1631914893617";"169,882861189801702";"140,5230263395817";"Noche"
"RYR";"PSA";"2025-11-11";"10:55";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"952";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43,6838990000000";"10,39270000000000";"6";"Europe/Rome";"RYANAIR DAC";"Ireland";"171,3404255319149";"169,882861189801702";"170,6116433608583";"Mañana"
"RYR";"IBZ";"2025-11-10";"18:00";"RYR616";"IBIZA (IBZ)";"No informado";"616";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"RYANAIR DAC";"Ireland";"111,1631914893617";"169,882861189801702";"140,5230263395817";"Noche"
"RYR";"PSA";"2025-11-19";"19:05";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"952";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43,6838990000000";"10,39270000000000";"6";"Europe/Rome";"RYANAIR DAC";"Ireland";"171,3404255319149";"169,882861189801702";"170,6116433608583";"Noche"
"RYR";"BUD";"2025-11-14";"08:40";"RYR2301";"BUDAPEST (BUD)";"No informado";"2301";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47,4297600000000";"19,26109300000000";"495";"Europe/Budapest";"RYANAIR DAC";"Ireland";"181,3585106382979";"169,882861189801702";"175,6206859140498";"Mañana"
"RYR";"BUD";"2025-11-22";"12:35";"RYR2301";"BUDAPEST (BUD)";"No informado";"2301";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47,4297600000000";"19,26109300000000";"495";"Europe/Budapest";"RYANAIR DAC";"Ireland";"181,3585106382979";"169,882861189801702";"175,6206859140498";"Tarde"
"RYR";"AGP";"2025-11-13";"20:40";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"645";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"RYANAIR DAC";"Ireland";"98,4668085106383";"169,882861189801702";"134,1748348502200";"Noche"
"RYR";"BUD";"2025-11-17";"20:30";"RYR2301";"BUDAPEST (BUD)";"No informado";"2301";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47,4297600000000";"19,26109300000000";"495";"Europe/Budapest";"RYANAIR DAC";"Ireland";"181,3585106382979";"169,882861189801702";"175,6206859140498";"Noche"
"RYR";"AGP";"2025-11-16";"21:35";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"645";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"RYANAIR DAC";"Ireland";"98,4668085106383";"169,882861189801702";"134,1748348502200";"Noche"
"RYR";"OPO";"2025-11-21";"09:00";"RYR1710";"OPORTO (OPO)";"No informado";"1710";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41,2481002808000";"-8,68138980865000";"228";"Europe/Lisbon";"RYANAIR DAC";"Ireland";"170,5295744680851";"169,882861189801702";"170,2062178289434";"Mañana"
"RYR";"MAN";"2025-11-16";"19:25";"RYR641";"MANCHESTER (MAN)";"No informado";"641";"Manchester Airport";"Manchester";"United Kingdom";"EGCC";"53,3536987304688";"-2,27495002746582";"257";"Europe/London";"RYANAIR DAC";"Ireland";"171,3725531914894";"169,882861189801702";"170,6277071906455";"Noche"
"RYR";"BUD";"2025-11-09";"12:25";"RYR2301";"BUDAPEST (BUD)";"En vuelo";"2301";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47,4297600000000";"19,26109300000000";"495";"Europe/Budapest";"RYANAIR DAC";"Ireland";"181,3585106382979";"169,882861189801702";"175,6206859140498";"Tarde"
"RYR";"MRS";"2025-11-17";"21:40";"RYR1770";"MARSELLA (MRS)";"No informado";"1770";"Marseille Provence Airport";"Marseille";"France";"LFML";"43,4392719220000";"5,22142410278000";"74";"Europe/Paris";"RYANAIR DAC";"Ireland";"157,4782978723404";"169,882861189801702";"163,6805795310711";"Noche"
"RYR";"MRS";"2025-11-09";"17:05";"RYR1770";"MARSELLA (MRS)";"No informado";"1770";"Marseille Provence Airport";"Marseille";"France";"LFML";"43,4392719220000";"5,22142410278000";"74";"Europe/Paris";"RYANAIR DAC";"Ireland";"157,4782978723404";"169,882861189801702";"163,6805795310711";"Tarde"
"RYR";"ACE";"2025-11-20";"20:45";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"3488";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28,9454990000000";"-13,60520000000000";"46";"Atlantic/Canary";"RYANAIR DAC";"Ireland";"152,4782978723404";"169,882861189801702";"161,1805795310711";"Noche"
