"Icao_Aerolinea";"Iata_Aeropuerto";"Fecha";"Hora";"Vuelo";"Origen";"Estado";"Numero_Vuelo";"Nombre_Aeropuerto";"Ciudad_Aeropuerto";"País_Aeropuerto";"Icao_Aeropuerto";"Latitud";"Longitud";"Altitud";"Zona_Horaria";"Nombre_Aerolinea";"País_Aerolinea";"PAX_Medio_Aeropuerto";"PAX_Medio_Compania";"PAX_Medio_Total";"franja_horaria"
"EZS";"BSL";"2025-11-17";"15:25";"EZS1031";"BASEL /MULHOUSE (BSL)";"No informado";"1031";"EuroAirport Basel-Mulhouse-Freiburg Airport";"Mulhouse";"France";"LFSB";"47,5900000000000";"7,52916670000000";"885";"Europe/Paris";"EasyJet Switzerland";"Switzerland";"158,7137837837838";"154,662439024390238";"156,6881114040870";"Tarde"
"EZS";"GVA";"2025-11-17";"14:00";"EZS1371";"GINEBRA (GVA)";"No informado";"1371";"Geneva Cointrin International Airport";"Geneva";"Switzerland";"LSGG";"46,2380981445312";"6,10895013809204";"1411";"Europe/Paris";"EasyJet Switzerland";"Switzerland";"120,4093478260870";"154,662439024390238";"137,5358934252386";"Tarde"
"EZS";"GVA";"2025-11-14";"14:05";"EZS1371";"GINEBRA (GVA)";"No informado";"1371";"Geneva Cointrin International Airport";"Geneva";"Switzerland";"LSGG";"46,2380981445312";"6,10895013809204";"1411";"Europe/Paris";"EasyJet Switzerland";"Switzerland";"120,4093478260870";"154,662439024390238";"137,5358934252386";"Tarde"
"EZS";"GVA";"2025-11-09";"20:15";"EZS1371";"GINEBRA (GVA)";"No informado";"1371";"Geneva Cointrin International Airport";"Geneva";"Switzerland";"LSGG";"46,2380981445312";"6,10895013809204";"1411";"Europe/Paris";"EasyJet Switzerland";"Switzerland";"120,4093478260870";"154,662439024390238";"137,5358934252386";"Noche"
"EZY";"LGW";"2025-11-22";"11:10";"EZY8009";"LONDRES /GATWICK (LGW)";"No informado";"8009";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51,1481020000000";"-0,19027800000000";"202";"Europe/London";"easyJet";"United Kingdom";"147,6336170212766";"147,407291666666680";"147,5204543439716";"Mañana"
"EZY";"LGW";"2025-11-18";"20:40";"EZY8013";"LONDRES /GATWICK (LGW)";"No informado";"8013";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51,1481020000000";"-0,19027800000000";"202";"Europe/London";"easyJet";"United Kingdom";"147,6336170212766";"147,407291666666680";"147,5204543439716";"Noche"
"EZY";"LGW";"2025-11-19";"20:45";"EZY8013";"LONDRES /GATWICK (LGW)";"No informado";"8013";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51,1481020000000";"-0,19027800000000";"202";"Europe/London";"easyJet";"United Kingdom";"147,6336170212766";"147,407291666666680";"147,5204543439716";"Noche"
"EZY";"LGW";"2025-11-09";"20:50";"EZY6499";"LONDRES /GATWICK (LGW)";"No informado";"6499";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51,1481020000000";"-0,19027800000000";"202";"Europe/London";"easyJet";"United Kingdom";"147,6336170212766";"147,407291666666680";"147,5204543439716";"Noche"
"EZY";"LGW";"2025-11-09";"10:49";"EZY8009";"LONDRES /GATWICK (LGW)";"Finalizado";"8009";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51,1481020000000";"-0,19027800000000";"202";"Europe/London";"easyJet";"United Kingdom";"147,6336170212766";"147,407291666666680";"147,5204543439716";"Mañana"
"EZY";"LGW";"2025-11-21";"10:25";"EZY8011";"LONDRES /GATWICK (LGW)";"No informado";"8011";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51,1481020000000";"-0,19027800000000";"202";"Europe/London";"easyJet";"United Kingdom";"147,6336170212766";"147,407291666666680";"147,5204543439716";"Mañana"
"FIN";"BCN";"2025-11-19";"20:00";"FIN5583";"BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN)";"No informado";"5583";"Barcelona International Airport";"Barcelona";"Spain";"LEBL";"41,2971000000000";"2,07846000000000";"12";"Europe/Madrid";"Finnair";"Finland";"61,6163636363636";"0,000000000000000";"30,8081818181818";"Noche"
"FIN";"BCN";"2025-11-16";"22:00";"FIN5583";"BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN)";"No informado";"5583";"Barcelona International Airport";"Barcelona";"Spain";"LEBL";"41,2971000000000";"2,07846000000000";"12";"Europe/Madrid";"Finnair";"Finland";"61,6163636363636";"0,000000000000000";"30,8081818181818";"Noche"
"IBB";"TFN";"2025-11-16";"12:10";"IBB5804";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"5804";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28,4827003479000";"-16,34149932860000";"2076";"Atlantic/Canary";"Binter Canarias";"Spain";"151,0546808510638";"97,438999999999993";"124,2468404255319";"Tarde"
"IBB";"LPA";"2025-11-16";"18:25";"IBB5802";"GRAN CANARIA (LPA)";"No informado";"5802";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"Binter Canarias";"Spain";"154,1063829787234";"97,438999999999993";"125,7726914893617";"Noche"
"IBB";"LPA";"2025-11-17";"18:30";"IBB5802";"GRAN CANARIA (LPA)";"No informado";"5802";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"Binter Canarias";"Spain";"154,1063829787234";"97,438999999999993";"125,7726914893617";"Noche"
"IBB";"TFN";"2025-11-14";"11:50";"IBB5804";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"5804";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28,4827003479000";"-16,34149932860000";"2076";"Atlantic/Canary";"Binter Canarias";"Spain";"151,0546808510638";"97,438999999999993";"124,2468404255319";"Mañana"
"IBE";"PMI";"2025-11-18";"15:50";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"5548";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Tarde"
"IBE";"PMI";"2025-11-13";"21:50";"IBE5550";"PALMA DE MALLORCA (PMI)";"No informado";"5550";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"PMI";"2025-11-19";"20:30";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"5548";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"PMI";"2025-11-13";"15:30";"IBE5548";"PALMA DE MALLORCA (PMI)";"No informado";"5548";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Tarde"
"IBE";"PMI";"2025-11-17";"23:35";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"2406";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"ORY";"2025-11-09";"19:15";"IBE5676";"PARIS /ORLY (ORY)";"No informado";"5676";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Noche"
"IBE";"PMI";"2025-11-19";"20:55";"IBE2400";"PALMA DE MALLORCA (PMI)";"No informado";"2400";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"TFN";"2025-11-20";"19:45";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"5405";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28,4827003479000";"-16,34149932860000";"2076";"Atlantic/Canary";"Iberia Airlines";"Spain";"151,0546808510638";"0,902194092827004";"75,9784374719454";"Noche"
"IBE";"FCO";"2025-11-09";"20:25";"IBE5595";"ROMA /FIUMICINO (FCO)";"No informado";"5595";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41,8002778000000";"12,23888890000000";"13";"Europe/Rome";"Iberia Airlines";"Spain";"176,6825531914893";"0,902194092827004";"88,7923736421582";"Noche"
"IBE";"SVQ";"2025-11-18";"10:05";"IBE2391";"SEVILLA (SVQ)";"No informado";"2391";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Mañana"
"IBE";"BIO";"2025-11-11";"16:15";"IBE5847";"BILBAO (BIO)";"No informado";"5847";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Tarde"
"IBE";"AGP";"2025-11-15";"10:05";"IBE2382";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"2382";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"Iberia Airlines";"Spain";"98,4668085106383";"0,902194092827004";"49,6845013017327";"Mañana"
"IBE";"AGP";"2025-11-19";"08:15";"IBE2382";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"2382";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"Iberia Airlines";"Spain";"98,4668085106383";"0,902194092827004";"49,6845013017327";"Mañana"
"IBE";"ORY";"2025-11-15";"19:45";"IBE5676";"PARIS /ORLY (ORY)";"No informado";"5676";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Noche"
"IBE";"AMS";"2025-11-10";"12:25";"IBE5683";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"5683";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"Iberia Airlines";"Spain";"133,3523404255319";"0,902194092827004";"67,1272672591795";"Tarde"
"IBE";"PMI";"2025-11-10";"08:45";"IBE5546";"PALMA DE MALLORCA (PMI)";"No informado";"5546";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Mañana"
"IBE";"AMS";"2025-11-19";"00:20";"IBE5681";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"5681";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"Iberia Airlines";"Spain";"133,3523404255319";"0,902194092827004";"67,1272672591795";"Madrugada"
"IBE";"IBZ";"2025-11-20";"14:20";"IBE2435";"IBIZA (IBZ)";"No informado";"2435";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Tarde"
"IBE";"SVQ";"2025-11-12";"14:20";"IBE5552";"SEVILLA (SVQ)";"No informado";"5552";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"BIO";"2025-11-10";"16:05";"IBE5847";"BILBAO (BIO)";"No informado";"5847";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Tarde"
"IBE";"PMI";"2025-11-19";"18:30";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"2406";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"ORY";"2025-11-19";"17:30";"IBE5674";"PARIS /ORLY (ORY)";"No informado";"5674";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Tarde"
"IBE";"BIO";"2025-11-19";"20:30";"IBE5554";"BILBAO (BIO)";"No informado";"5554";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Noche"
"IBE";"ORY";"2025-11-16";"14:10";"IBE5674";"PARIS /ORLY (ORY)";"No informado";"5674";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Tarde"
"IBE";"AGP";"2025-11-13";"16:20";"IBE2384";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"2384";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"Iberia Airlines";"Spain";"98,4668085106383";"0,902194092827004";"49,6845013017327";"Tarde"
"IBE";"ORY";"2025-11-17";"19:30";"IBE5676";"PARIS /ORLY (ORY)";"No informado";"5676";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Noche"
"IBE";"AGP";"2025-11-17";"23:35";"IBE2380";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"2380";"Málaga Airport";"Malaga";"Spain";"LEMG";"36,6749000549316";"-4,49911022186279";"53";"Europe/Madrid";"Iberia Airlines";"Spain";"98,4668085106383";"0,902194092827004";"49,6845013017327";"Noche"
"IBE";"IBZ";"2025-11-16";"23:25";"IBE2431";"IBIZA (IBZ)";"No informado";"2431";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Noche"
"IBE";"TFN";"2025-11-14";"12:45";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"5405";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28,4827003479000";"-16,34149932860000";"2076";"Atlantic/Canary";"Iberia Airlines";"Spain";"151,0546808510638";"0,902194092827004";"75,9784374719454";"Tarde"
"IBE";"BIO";"2025-11-21";"14:55";"IBE5847";"BILBAO (BIO)";"No informado";"5847";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Tarde"
"IBE";"PMI";"2025-11-17";"00:15";"IBE2404";"PALMA DE MALLORCA (PMI)";"No informado";"2404";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Madrugada"
"IBE";"IBZ";"2025-11-15";"16:50";"IBE2435";"IBIZA (IBZ)";"No informado";"2435";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Tarde"
"IBE";"IBZ";"2025-11-21";"23:45";"IBE2431";"IBIZA (IBZ)";"No informado";"2431";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Noche"
"IBE";"BIO";"2025-11-11";"11:45";"IBE2313";"BILBAO (BIO)";"No informado";"2313";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Mañana"
"IBE";"BRU";"2025-11-17";"00:35";"IBE5732";"BRUSELAS (BRU)";"No informado";"5732";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"Iberia Airlines";"Spain";"161,3989361702128";"0,902194092827004";"81,1505651315199";"Madrugada"
"IBE";"MAH";"2025-11-21";"14:30";"IBE2441";"MENORCA (MAH)";"No informado";"2441";"Menorca Airport";"Menorca";"Spain";"LEMH";"39,8625984191895";"4,21864986419678";"302";"Europe/Madrid";"Iberia Airlines";"Spain";"88,2582978723404";"0,902194092827004";"44,5802459825837";"Tarde"
"IBE";"PMI";"2025-11-16";"12:55";"IBE2402";"PALMA DE MALLORCA (PMI)";"No informado";"2402";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Tarde"
"IBE";"SVQ";"2025-11-16";"17:05";"IBE5552";"SEVILLA (SVQ)";"No informado";"5552";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"SVQ";"2025-11-20";"20:05";"IBE2393";"SEVILLA (SVQ)";"No informado";"2393";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Noche"
"IBE";"BRU";"2025-11-12";"12:20";"IBE5732";"BRUSELAS (BRU)";"No informado";"5732";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"Iberia Airlines";"Spain";"161,3989361702128";"0,902194092827004";"81,1505651315199";"Tarde"
"IBE";"SVQ";"2025-11-17";"15:45";"IBE2395";"SEVILLA (SVQ)";"No informado";"2395";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Tarde"
"IBE";"AMS";"2025-11-21";"12:45";"IBE5683";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"5683";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"Iberia Airlines";"Spain";"133,3523404255319";"0,902194092827004";"67,1272672591795";"Tarde"
"IBE";"MAH";"2025-11-22";"15:45";"IBE2441";"MENORCA (MAH)";"No informado";"2441";"Menorca Airport";"Menorca";"Spain";"LEMH";"39,8625984191895";"4,21864986419678";"302";"Europe/Madrid";"Iberia Airlines";"Spain";"88,2582978723404";"0,902194092827004";"44,5802459825837";"Tarde"
"IBE";"LPA";"2025-11-17";"17:30";"IBE5247";"GRAN CANARIA (LPA)";"No informado";"5247";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27,9319000244141";"-15,38659954071045";"78";"Atlantic/Canary";"Iberia Airlines";"Spain";"154,1063829787234";"0,902194092827004";"77,5042885357752";"Tarde"
"IBE";"ORY";"2025-11-18";"08:55";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"5783";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Mañana"
"IBE";"TFN";"2025-11-09";"13:10";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"En vuelo";"5405";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28,4827003479000";"-16,34149932860000";"2076";"Atlantic/Canary";"Iberia Airlines";"Spain";"151,0546808510638";"0,902194092827004";"75,9784374719454";"Tarde"
"IBE";"BIO";"2025-11-17";"13:45";"IBE2313";"BILBAO (BIO)";"No informado";"2313";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Tarde"
"IBE";"BIO";"2025-11-21";"13:20";"IBE5554";"BILBAO (BIO)";"No informado";"5554";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Tarde"
"IBE";"ORY";"2025-11-21";"08:25";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"5783";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Mañana"
"IBE";"IBZ";"2025-11-12";"11:00";"IBE2433";"IBIZA (IBZ)";"No informado";"2433";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Mañana"
"IBE";"PMI";"2025-11-12";"10:25";"IBE5546";"PALMA DE MALLORCA (PMI)";"No informado";"5546";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Mañana"
"IBE";"IBZ";"2025-11-20";"23:40";"IBE2431";"IBIZA (IBZ)";"No informado";"2431";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Noche"
"IBE";"ORY";"2025-11-22";"09:15";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"5783";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Mañana"
"IBE";"PMI";"2025-11-17";"21:05";"IBE2400";"PALMA DE MALLORCA (PMI)";"No informado";"2400";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Noche"
"IBE";"TFN";"2025-11-12";"19:25";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"5405";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28,4827003479000";"-16,34149932860000";"2076";"Atlantic/Canary";"Iberia Airlines";"Spain";"151,0546808510638";"0,902194092827004";"75,9784374719454";"Noche"
"IBE";"IBZ";"2025-11-10";"09:10";"IBE2433";"IBIZA (IBZ)";"No informado";"2433";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Mañana"
"IBE";"MAD";"2025-11-14";"00:50";"IBE1085";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"1085";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40,4719260000000";"-3,56264000000000";"1998";"Europe/Madrid";"Iberia Airlines";"Spain";"94,2604255319149";"0,902194092827004";"47,5813098123709";"Madrugada"
"IBE";"PMI";"2025-11-17";"11:50";"IBE2402";"PALMA DE MALLORCA (PMI)";"No informado";"2402";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39,5517005920000";"2,73881006241000";"27";"Europe/Madrid";"Iberia Airlines";"Spain";"126,7802127659574";"0,902194092827004";"63,8412034293922";"Mañana"
"IBE";"BIO";"2025-11-20";"20:45";"IBE5554";"BILBAO (BIO)";"No informado";"5554";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43,3011016845703";"-2,91060996055603";"138";"Europe/Madrid";"Iberia Airlines";"Spain";"117,2055319148936";"0,902194092827004";"59,0538630038603";"Noche"
"IBE";"AMS";"2025-11-14";"00:05";"IBE5681";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"5681";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52,3086010000000";"4,76389000000000";"-11";"Europe/Amsterdam";"Iberia Airlines";"Spain";"133,3523404255319";"0,902194092827004";"67,1272672591795";"Madrugada"
"IBE";"SVQ";"2025-11-17";"20:45";"IBE5552";"SEVILLA (SVQ)";"No informado";"5552";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37,4179992675781";"-5,89310979843140";"112";"Europe/Madrid";"Iberia Airlines";"Spain";"118,2457446808511";"0,902194092827004";"59,5739693868390";"Noche"
"IBE";"ORY";"2025-11-19";"08:45";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"5783";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Mañana"
"IBE";"ORY";"2025-11-18";"19:35";"IBE5676";"PARIS /ORLY (ORY)";"No informado";"5676";"Paris-Orly Airport";"Paris";"France";"LFPO";"48,7233333000000";"2,37944440000000";"291";"Europe/Paris";"Iberia Airlines";"Spain";"163,5268085106383";"0,902194092827004";"82,2145013017327";"Noche"
"IBE";"TFN";"2025-11-16";"13:15";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"5405";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28,4827003479000";"-16,34149932860000";"2076";"Atlantic/Canary";"Iberia Airlines";"Spain";"151,0546808510638";"0,902194092827004";"75,9784374719454";"Tarde"
"IBE";"IBZ";"2025-11-16";"10:25";"IBE2433";"IBIZA (IBZ)";"No informado";"2433";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38,8728981018000";"1,37311995029000";"24";"Europe/Madrid";"Iberia Airlines";"Spain";"111,1631914893617";"0,902194092827004";"56,0326927910944";"Mañana"
"IBE";"BRU";"2025-11-20";"15:40";"IBE5732";"BRUSELAS (BRU)";"No informado";"5732";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50,9014015198000";"4,48443984985000";"184";"Europe/Brussels";"Iberia Airlines";"Spain";"161,3989361702128";"0,902194092827004";"81,1505651315199";"Tarde"
