"Compañía";"Año";"Mes";"País";"Operaciones Totales";"Pasajeros Totales";"PAX_medio";"icao_aerolinea"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Noviembre  de 2024";"BELGICA";"21,000";"1,986";"0,0945714285714286";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2023";"Enero      de 2023";"BELGICA";"5,000";"585,000";"117,0000000000000000";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2022";"Mayo       de 2022";"BELGICA";"18,000";"2,771";"0,1539444444444444";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2023";"Julio      de 2023";"BELGICA";"18,000";"2,373";"0,1318333333333334";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2025";"Febrero    de 2025";"BELGICA";"17,000";"2,467";"0,1451176470588235";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2023";"Octubre    de 2023";"BELGICA";"18,000";"2,694";"0,1496666666666667";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2023";"Noviembre  de 2023";"BELGICA";"17,000";"2,686";"0,1580000000000000";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2023";"Febrero    de 2023";"BELGICA";"6,000";"890,000";"148,3333333333333428";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2022";"Septiembre de 2022";"BELGICA";"17,000";"2,888";"0,1698823529411765";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2022";"Enero      de 2022";"BELGICA";"8,000";"657,000";"82,1250000000000000";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2023";"Mayo       de 2023";"BELGICA";"18,000";"2,721";"0,1511666666666667";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2022";"Diciembre  de 2022";"BELGICA";"14,000";"2,229";"0,1592142857142857";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2025";"Noviembre  de 2025";"BELGICA";"21,000";"2,234";"0,1063809523809524";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2022";"Octubre    de 2022";"BELGICA";"16,000";"2,612";"0,1632500000000000";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Junio      de 2024";"BELGICA";"17,000";"2,679";"0,1575882352941176";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Septiembre de 2024";"BELGICA";"18,000";"2,857";"0,1587222222222222";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2023";"Agosto     de 2023";"BELGICA";"17,000";"2,109";"0,1240588235294118";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Abril      de 2024";"BELGICA";"17,000";"2,696";"0,1585882352941177";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Marzo      de 2024";"BELGICA";"18,000";"2,920";"0,1622222222222222";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Enero      de 2024";"BELGICA";"14,000";"1,767";"0,1262142857142857";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Julio      de 2024";"BELGICA";"18,000";"2,773";"0,1540555555555556";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2025";"Mayo       de 2025";"BELGICA";"36,000";"5,578";"0,1549444444444444";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2025";"Enero      de 2025";"BELGICA";"14,000";"1,183";"0,0845000000000000";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Agosto     de 2024";"BELGICA";"17,000";"2,384";"0,1402352941176470";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2022";"Abril      de 2022";"BELGICA";"19,000";"2,968";"0,1562105263157895";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2025";"Marzo      de 2025";"BELGICA";"26,000";"3,506";"0,1348461538461538";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Octubre    de 2024";"BELGICA";"17,000";"2,613";"0,1537058823529412";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2025";"Septiembre de 2025";"BELGICA";"25,000";"4,226";"0,1690400000000000";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2025";"Agosto     de 2025";"BELGICA";"27,000";"4,101";"0,1518888888888889";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2022";"Junio      de 2022";"BELGICA";"16,000";"2,455";"0,1534375000000000";"BEL"
"BRUSSELS AIRLINES N.V./S.A.";"2024";"Mayo       de 2024";"BELGICA";"18,000";"2,870";"0,1594444444444444";"BEL"
"BULGARIA AIR";"2025";"Febrero    de 2025";"REPUBLICA DE SERBIA";"0,000";NA;NA;NA
"BULGARIA AIR";"2024";"Noviembre  de 2024";"REPUBLICA DE SERBIA";"0,000";NA;NA;NA
"BULGARIA AIR";"2024";"Diciembre  de 2024";"REPUBLICA DE SERBIA";"0,000";NA;NA;NA
"BULGARIA AIR";"2025";"Enero      de 2025";"REPUBLICA DE SERBIA";"0,000";NA;NA;NA
"BULGARIA AIR";"2024";"Octubre    de 2024";"REPUBLICA DE SERBIA";"0,000";NA;NA;NA
"BULGARIA AIR";"2025";"Marzo      de 2025";"REPUBLICA DE SERBIA";"0,000";NA;NA;NA
"CATHAY PACIFIC AIRWAYS LTD.";"2023";"Abril      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CATHAY PACIFIC AIRWAYS LTD.";"2023";"Julio      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CATHAY PACIFIC AIRWAYS LTD.";"2023";"Marzo      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CATHAY PACIFIC AIRWAYS LTD.";"2023";"Octubre    de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CATHAY PACIFIC AIRWAYS LTD.";"2023";"Mayo       de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CATHAY PACIFIC AIRWAYS LTD.";"2023";"Septiembre de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CATHAY PACIFIC AIRWAYS LTD.";"2025";"Noviembre  de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2023";"Diciembre  de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2023";"Marzo      de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2025";"Febrero    de 2025";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2023";"Noviembre  de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2023";"Abril      de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2024";"Marzo      de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2024";"Noviembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2024";"Diciembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2024";"Enero      de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2024";"Octubre    de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2024";"Febrero    de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2025";"Enero      de 2025";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2023";"Mayo       de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA AIRLINES";"2025";"Marzo      de 2025";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2023";"Abril      de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2023";"Diciembre  de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Enero      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Enero      de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Febrero    de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2023";"Noviembre  de 2023";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2023";"Noviembre  de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Mayo       de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Enero      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Mayo       de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2023";"Diciembre  de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Abril      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Noviembre  de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Octubre    de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Abril      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Febrero    de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Octubre    de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Febrero    de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2023";"Marzo      de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Marzo      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Diciembre  de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2023";"Mayo       de 2023";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Marzo      de 2025";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Junio      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Julio      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Octubre    de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Agosto     de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Marzo      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Marzo      de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Junio      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Noviembre  de 2024";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Noviembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Enero      de 2025";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2024";"Diciembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Septiembre de 2025";"ESPAÑA";"0,000";NA;NA;NA
"CHINA EASTERN AIRLINES";"2025";"Febrero    de 2025";"HOLANDA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2022";"Abril      de 2022";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2022";"Julio      de 2022";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2022";"Agosto     de 2022";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Diciembre  de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Abril      de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2022";"Mayo       de 2022";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2022";"Junio      de 2022";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Enero      de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Junio      de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2025";"Enero      de 2025";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2022";"Octubre    de 2022";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2022";"Septiembre de 2022";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Noviembre  de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Abril      de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Marzo      de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Agosto     de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Mayo       de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Septiembre de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Octubre    de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Diciembre  de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Julio      de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Noviembre  de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Julio      de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Febrero    de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Octubre    de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Agosto     de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2023";"Mayo       de 2023";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2025";"Febrero    de 2025";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Junio      de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2024";"Septiembre de 2024";"REPUBLICA CHECA";"0,000";NA;NA;NA
"CZECH AIRLINES J.S.C.";"2025";"Marzo      de 2025";"REPUBLICA CHECA";"0,000";NA;NA;NA
"DAN AIR";"2025";"Mayo       de 2025";"RUMANIA";"2,000";"299,000";"149,5000000000000000";NA
"DAN AIR";"2025";"Julio      de 2025";"RUMANIA";"12,000";"1,378";"0,1148333333333333";NA
"DAN AIR";"2025";"Agosto     de 2025";"RUMANIA";"11,000";"1,593";"0,1448181818181818";NA
"DAN AIR";"2025";"Abril      de 2025";"RUMANIA";"3,000";"411,000";"137,0000000000000000";NA
"DAN AIR";"2025";"Septiembre de 2025";"RUMANIA";"6,000";"840,000";"140,0000000000000000";NA
"DAN AIR";"2025";"Junio      de 2025";"RUMANIA";"5,000";"606,000";"121,2000000000000028";NA
"DAN AIR (AOC)";"2023";"Diciembre  de 2023";"RUMANIA";"1,000";"16,000";"16,0000000000000000";NA
"DAN AIR (AOC)";"2023";"Noviembre  de 2023";"RUMANIA";"1,000";"33,000";"33,0000000000000000";NA
"DAN AIR (AOC)";"2023";"Agosto     de 2023";"RUMANIA";"5,000";"725,000";"145,0000000000000000";NA
"DAN AIR (AOC)";"2023";"Septiembre de 2023";"RUMANIA";"4,000";"628,000";"157,0000000000000000";NA
"DAN AIR (AOC)";"2023";"Julio      de 2023";"RUMANIA";"5,000";"344,000";"68,7999999999999972";NA
"DAN AIR (AOC)";"2023";"Octubre    de 2023";"RUMANIA";"5,000";"399,000";"79,7999999999999972";NA
"DELTA AIR LINES Inc.";"2022";"Abril      de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Abril      de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Abril      de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Agosto     de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Agosto     de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Agosto     de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Mayo       de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Septiembre de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Diciembre  de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Septiembre de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Diciembre  de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Diciembre  de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Enero      de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Enero      de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Febrero    de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Enero      de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Octubre    de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Julio      de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Febrero    de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Septiembre de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Junio      de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Julio      de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Marzo      de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Junio      de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Mayo       de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Octubre    de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Marzo      de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Noviembre  de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Octubre    de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Mayo       de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2022";"Septiembre de 2022";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Noviembre  de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Noviembre  de 2023";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Octubre    de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Agosto     de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2025";"Enero      de 2025";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Abril      de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Junio      de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Marzo      de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Febrero    de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Mayo       de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Diciembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Julio      de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Enero      de 2024";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Febrero    de 2024";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2023";"Marzo      de 2023";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Julio      de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2025";"Febrero    de 2025";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Noviembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Marzo      de 2024";"FRANCIA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2024";"Junio      de 2024";"HOLANDA";"0,000";NA;NA;NA
"DELTA AIR LINES Inc.";"2025";"Marzo      de 2025";"HOLANDA";"0,000";NA;NA;NA
"DEUTSCHE LUFTHANSA A.G.";"2024";"Abril      de 2024";"ALEMANIA";"97,000";"15,479";"0,1595773195876289";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Octubre    de 2022";"ALEMANIA";"102,000";"16,045";"0,1573039215686275";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Agosto     de 2022";"ALEMANIA";"109,000";"16,559";"0,1519174311926606";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Diciembre  de 2022";"ALEMANIA";"78,000";"12,778";"0,1638205128205128";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Julio      de 2022";"ALEMANIA";"102,000";"15,446";"0,1514313725490196";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Abril      de 2022";"ALEMANIA";"107,000";"16,264";"0,1520000000000000";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Septiembre de 2023";"ALEMANIA";"94,000";"16,706";"0,1777234042553192";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Abril      de 2023";"ALEMANIA";"95,000";"15,269";"0,1607263157894737";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Mayo       de 2022";"ALEMANIA";"109,000";"17,027";"0,1562110091743119";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Marzo      de 2023";"ALEMANIA";"82,000";"14,370";"0,1752439024390244";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Noviembre  de 2023";"ALEMANIA";"94,000";"15,165";"0,1613297872340425";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Septiembre de 2024";"ALEMANIA";"97,000";"16,872";"0,1739381443298969";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Agosto     de 2024";"ALEMANIA";"103,000";"17,210";"0,1670873786407767";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Junio      de 2023";"ALEMANIA";"99,000";"14,945";"0,1509595959595960";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Enero      de 2022";"ALEMANIA";"65,000";"5,962";"0,0917230769230769";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Febrero    de 2025";"ALEMANIA";"77,000";"12,065";"0,1566883116883117";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Noviembre  de 2024";"ALEMANIA";"104,000";"12,586";"0,1210192307692308";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Junio      de 2024";"ALEMANIA";"97,000";"15,139";"0,1560721649484536";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Diciembre  de 2024";"ALEMANIA";"91,000";"14,147";"0,1554615384615385";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Marzo      de 2025";"ALEMANIA";"105,000";"18,364";"0,1748952380952381";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Febrero    de 2024";"ALEMANIA";"80,000";"14,037";"0,1754625000000000";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Septiembre de 2025";"ALEMANIA";"110,000";"18,980";"0,1725454545454546";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Octubre    de 2023";"ALEMANIA";"96,000";"16,572";"0,1726250000000000";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Julio      de 2025";"ALEMANIA";"118,000";"19,175";"0,1625000000000000";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Junio      de 2025";"ALEMANIA";"110,000";"17,561";"0,1596454545454545";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Noviembre  de 2022";"ALEMANIA";"80,000";"12,686";"0,1585750000000000";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Enero      de 2023";"ALEMANIA";"70,000";"11,021";"0,1574428571428572";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Julio      de 2024";"ALEMANIA";"106,000";"17,459";"0,1647075471698113";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Mayo       de 2024";"ALEMANIA";"101,000";"16,661";"0,1649603960396040";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Enero      de 2025";"ALEMANIA";"77,000";"9,671";"0,1255974025974026";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Octubre    de 2024";"ALEMANIA";"103,000";"17,908";"0,1738640776699029";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Mayo       de 2023";"ALEMANIA";"95,000";"14,805";"0,1558421052631579";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2024";"Enero      de 2024";"ALEMANIA";"81,000";"11,468";"0,1415802469135803";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Febrero    de 2022";"ALEMANIA";"56,000";"7,770";"0,1387500000000000";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Octubre    de 2025";"ALEMANIA";"110,000";"18,779";"0,1707181818181818";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Agosto     de 2023";"ALEMANIA";"100,000";"17,020";"0,1702000000000000";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Diciembre  de 2023";"ALEMANIA";"89,000";"14,841";"0,1667528089887640";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Abril      de 2025";"ALEMANIA";"111,000";"17,846";"0,1607747747747748";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2022";"Marzo      de 2022";"ALEMANIA";"72,000";"10,556";"0,1466111111111111";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Mayo       de 2025";"ALEMANIA";"117,000";"17,712";"0,1513846153846154";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2025";"Agosto     de 2025";"ALEMANIA";"119,000";"19,020";"0,1598319327731093";"DLH"
"DEUTSCHE LUFTHANSA A.G.";"2023";"Febrero    de 2023";"ALEMANIA";"66,000";"11,267";"0,1707121212121212";"DLH"
