"Compañía";"Año";"Mes";"País";"Operaciones Totales";"Pasajeros Totales";"PAX_medio";"icao_aerolinea"
"TURKISH AIRLINES";"2022";"Abril      de 2022";"TURQUIA";"33,000";"4,514";"0,1367878787878788";"THY"
"TURKISH AIRLINES";"2023";"Febrero    de 2023";"TURQUIA";"38,000";"5,534";"0,1456315789473684";"THY"
"TURKISH AIRLINES";"2025";"Junio      de 2025";"TURQUIA";"60,000";"9,415";"0,1569166666666666";"THY"
"TURKISH AIRLINES";"2022";"Julio      de 2022";"TURQUIA";"45,000";"5,898";"0,1310666666666667";"THY"
"TURKISH AIRLINES";"2024";"Enero      de 2024";"TURQUIA";"62,000";"7,836";"0,1263870967741935";"THY"
"TURKISH AIRLINES";"2024";"Abril      de 2024";"TURQUIA";"60,000";"8,610";"0,1435000000000000";"THY"
"TURKISH AIRLINES";"2025";"Mayo       de 2025";"TURQUIA";"62,000";"10,155";"0,1637903225806452";"THY"
"TURKISH AIRLINES";"2023";"Enero      de 2023";"TURQUIA";"45,000";"5,858";"0,1301777777777778";"THY"
"TURKISH AIRLINES";"2023";"Junio      de 2023";"TURQUIA";"59,000";"7,881";"0,1335762711864407";"THY"
"TURKISH AIRLINES";"2023";"Noviembre  de 2023";"TURQUIA";"60,000";"8,016";"0,1336000000000000";"THY"
"TURKISH AIRLINES";"2024";"Septiembre de 2024";"TURQUIA";"60,000";"9,778";"0,1629666666666667";"THY"
"TURKISH AIRLINES";"2025";"Enero      de 2025";"TURQUIA";"62,000";"8,288";"0,1336774193548387";"THY"
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Abril      de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Octubre    de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Julio      de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Agosto     de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Agosto     de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Diciembre  de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Enero      de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Abril      de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Febrero    de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Enero      de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Junio      de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Julio      de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Marzo      de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Junio      de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Mayo       de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Marzo      de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Noviembre  de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Octubre    de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2022";"Septiembre de 2022";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Noviembre  de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Abril      de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Marzo      de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Septiembre de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Diciembre  de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Febrero    de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Agosto     de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Febrero    de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Julio      de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Enero      de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Mayo       de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2023";"Mayo       de 2023";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Octubre    de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Septiembre de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UNITED AIRLINES INC. SUCURSAL ";"2024";"Junio      de 2024";"ALEMANIA";"0,000";NA;NA;NA
"UPS UNITED PARCEL SERVICE";"2023";"Agosto     de 2023";"ALEMANIA";"22,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Mayo       de 2023";"ALEMANIA";"22,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Agosto     de 2025";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Enero      de 2023";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Diciembre  de 2022";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Abril      de 2025";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Septiembre de 2024";"ALEMANIA";"19,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Junio      de 2023";"ALEMANIA";"22,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Septiembre de 2022";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Mayo       de 2024";"ALEMANIA";"22,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Junio      de 2024";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Septiembre de 2025";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Diciembre  de 2023";"ALEMANIA";"17,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Febrero    de 2024";"ALEMANIA";"22,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Octubre    de 2025";"ALEMANIA";"22,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Junio      de 2022";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Agosto     de 2024";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Diciembre  de 2024";"ALEMANIA";"19,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Mayo       de 2022";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Abril      de 2023";"ALEMANIA";"18,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Julio      de 2024";"ALEMANIA";"23,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Octubre    de 2023";"ALEMANIA";"19,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Enero      de 2024";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Noviembre  de 2022";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Abril      de 2022";"ALEMANIA";"18,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Enero      de 2022";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Febrero    de 2025";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Noviembre  de 2025";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Agosto     de 2023";"FRANCIA";"1,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Marzo      de 2022";"ALEMANIA";"23,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Enero      de 2025";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Octubre    de 2022";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Noviembre  de 2024";"ALEMANIA";"18,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Agosto     de 2022";"ALEMANIA";"22,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Marzo      de 2025";"ALEMANIA";"19,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Julio      de 2025";"ALEMANIA";"23,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Junio      de 2025";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Julio      de 2023";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Noviembre  de 2023";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Octubre    de 2024";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Febrero    de 2023";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2025";"Mayo       de 2025";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Abril      de 2024";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Julio      de 2022";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2022";"Febrero    de 2022";"ALEMANIA";"20,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Marzo      de 2023";"ALEMANIA";"23,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2024";"Marzo      de 2024";"ALEMANIA";"18,000";"0,000";"0,0000000000000000";"UPS"
"UPS UNITED PARCEL SERVICE";"2023";"Septiembre de 2023";"ALEMANIA";"21,000";"0,000";"0,0000000000000000";"UPS"
"VOLOTEA, S.L.";"2022";"Abril      de 2022";"ESPAÑA";"39,000";"5,683";"0,1457179487179487";NA
"VOLOTEA, S.L.";"2022";"Abril      de 2022";"FRANCIA";"5,000";"742,000";"148,4000000000000057";NA
"VOLOTEA, S.L.";"2023";"Abril      de 2023";"FRANCIA";"7,000";"1,072";"0,1531428571428572";NA
"VOLOTEA, S.L.";"2022";"Agosto     de 2022";"ESPAÑA";"25,000";"3,802";"0,1520800000000000";NA
"VOLOTEA, S.L.";"2022";"Agosto     de 2022";"FRANCIA";"9,000";"1,355";"0,1505555555555556";NA
"VOLOTEA, S.L.";"2023";"Agosto     de 2023";"ESPAÑA";"39,000";"6,004";"0,1539487179487180";NA
"VOLOTEA, S.L.";"2023";"Agosto     de 2023";"FRANCIA";"8,000";"1,402";"0,1752500000000000";NA
"VOLOTEA, S.L.";"2023";"Agosto     de 2023";"ITALIA";"9,000";"1,515";"0,1683333333333333";NA
"VOLOTEA, S.L.";"2022";"Diciembre  de 2022";"ESPAÑA";"58,000";"7,392";"0,1274482758620690";NA
"VOLOTEA, S.L.";"2022";"Diciembre  de 2022";"FRANCIA";"5,000";"756,000";"151,1999999999999886";NA
"VOLOTEA, S.L.";"2023";"Diciembre  de 2023";"ESPAÑA";"63,000";"8,799";"0,1396666666666667";NA
"VOLOTEA, S.L.";"2022";"Enero      de 2022";"ESPAÑA";"19,000";"2,367";"0,1245789473684211";NA
"VOLOTEA, S.L.";"2022";"Febrero    de 2022";"ESPAÑA";"14,000";"1,853";"0,1323571428571429";NA
"VOLOTEA, S.L.";"2023";"Enero      de 2023";"ESPAÑA";"41,000";"5,564";"0,1357073170731707";NA
"VOLOTEA, S.L.";"2024";"Octubre    de 2024";"FRANCIA";"13,000";"2,062";"0,1586153846153846";NA
"VOLOTEA, S.L.";"2022";"Julio      de 2022";"ESPAÑA";"26,000";"3,824";"0,1470769230769231";NA
"VOLOTEA, S.L.";"2024";"Agosto     de 2024";"FRANCIA";"13,000";"2,081";"0,1600769230769231";NA
"VOLOTEA, S.L.";"2022";"Julio      de 2022";"FRANCIA";"9,000";"1,370";"0,1522222222222222";NA
"VOLOTEA, S.L.";"2022";"Junio      de 2022";"ESPAÑA";"43,000";"6,069";"0,1411395348837209";NA
"VOLOTEA, S.L.";"2025";"Octubre    de 2025";"FRANCIA";"9,000";"1,485";"0,1650000000000000";NA
"VOLOTEA, S.L.";"2023";"Julio      de 2023";"ITALIA";"9,000";"1,380";"0,1533333333333333";NA
"VOLOTEA, S.L.";"2022";"Marzo      de 2022";"ESPAÑA";"17,000";"2,450";"0,1441176470588235";NA
"VOLOTEA, S.L.";"2024";"Enero      de 2024";"FRANCIA";"4,000";"662,000";"165,5000000000000000";NA
"VOLOTEA, S.L.";"2023";"Junio      de 2023";"FRANCIA";"9,000";"1,534";"0,1704444444444445";NA
"VOLOTEA, S.L.";"2025";"Septiembre de 2025";"FRANCIA";"9,000";"1,553";"0,1725555555555555";NA
"VOLOTEA, S.L.";"2023";"Junio      de 2023";"ITALIA";"8,000";"1,001";"0,1251250000000000";NA
"VOLOTEA, S.L.";"2022";"Mayo       de 2022";"ESPAÑA";"45,000";"6,307";"0,1401555555555556";NA
"VOLOTEA, S.L.";"2022";"Mayo       de 2022";"FRANCIA";"1,000";"105,000";"105,0000000000000000";NA
"VOLOTEA, S.L.";"2022";"Noviembre  de 2022";"ESPAÑA";"32,000";"4,611";"0,1440937500000000";NA
"VOLOTEA, S.L.";"2025";"Enero      de 2025";"ESPAÑA";"54,000";"7,157";"0,1325370370370370";NA
"VOLOTEA, S.L.";"2025";"Enero      de 2025";"FRANCIA";"11,000";"1,456";"0,1323636363636363";NA
"VOLOTEA, S.L.";"2022";"Octubre    de 2022";"ESPAÑA";"45,000";"6,448";"0,1432888888888889";NA
"VOLOTEA, S.L.";"2023";"Mayo       de 2023";"FRANCIA";"9,000";"1,445";"0,1605555555555556";NA
"VOLOTEA, S.L.";"2023";"Diciembre  de 2023";"FRANCIA";"11,000";"1,677";"0,1524545454545455";NA
"VOLOTEA, S.L.";"2022";"Septiembre de 2022";"ESPAÑA";"38,000";"5,571";"0,1466052631578947";NA
"VOLOTEA, S.L.";"2024";"Junio      de 2024";"FRANCIA";"12,000";"1,847";"0,1539166666666667";NA
"VOLOTEA, S.L.";"2022";"Septiembre de 2022";"FRANCIA";"1,000";"109,000";"109,0000000000000000";NA
"VOLOTEA, S.L.";"2023";"Noviembre  de 2023";"ESPAÑA";"52,000";"7,366";"0,1416538461538462";NA
"VOLOTEA, S.L.";"2023";"Noviembre  de 2023";"FRANCIA";"7,000";"941,000";"134,4285714285714164";NA
"VOLOTEA, S.L.";"2023";"Enero      de 2023";"FRANCIA";"1,000";"148,000";"148,0000000000000000";NA
"VOLOTEA, S.L.";"2023";"Abril      de 2023";"ESPAÑA";"54,000";"8,258";"0,1529259259259259";NA
"VOLOTEA, S.L.";"2024";"Marzo      de 2024";"ESPAÑA";"48,000";"7,207";"0,1501458333333333";NA
"VOLOTEA, S.L.";"2024";"Febrero    de 2024";"ESPAÑA";"39,000";"5,887";"0,1509487179487179";NA
"VOLOTEA, S.L.";"2023";"Octubre    de 2023";"FRANCIA";"8,000";"1,346";"0,1682500000000000";NA
"VOLOTEA, S.L.";"2025";"Noviembre  de 2025";"FRANCIA";"15,000";"2,333";"0,1555333333333334";NA
"VOLOTEA, S.L.";"2025";"Junio      de 2025";"ESPAÑA";"62,000";"9,311";"0,1501774193548387";NA
"VOLOTEA, S.L.";"2024";"Mayo       de 2024";"ESPAÑA";"59,000";"8,970";"0,1520338983050848";NA
"VOLOTEA, S.L.";"2024";"Mayo       de 2024";"FRANCIA";"14,000";"2,195";"0,1567857142857143";NA
"VOLOTEA, S.L.";"2024";"Mayo       de 2024";"ITALIA";"8,000";"1,172";"0,1465000000000000";NA
"VOLOTEA, S.L.";"2023";"Septiembre de 2023";"FRANCIA";"9,000";"1,466";"0,1628888888888889";NA
"VOLOTEA, S.L.";"2024";"Noviembre  de 2024";"ESPAÑA";"53,000";"6,163";"0,1162830188679245";NA
"VOLOTEA, S.L.";"2024";"Enero      de 2024";"ESPAÑA";"42,000";"6,233";"0,1484047619047619";NA
"VOLOTEA, S.L.";"2024";"Abril      de 2024";"ESPAÑA";"56,000";"8,601";"0,1535892857142857";NA
"VOLOTEA, S.L.";"2023";"Junio      de 2023";"ESPAÑA";"57,000";"8,830";"0,1549122807017544";NA
"VOLOTEA, S.L.";"2024";"Abril      de 2024";"FRANCIA";"8,000";"1,383";"0,1728750000000000";NA
"VOLOTEA, S.L.";"2025";"Agosto     de 2025";"ESPAÑA";"38,000";"5,818";"0,1531052631578947";NA
"VOLOTEA, S.L.";"2024";"Agosto     de 2024";"ESPAÑA";"40,000";"6,127";"0,1531750000000000";NA
"VOLOTEA, S.L.";"2024";"Marzo      de 2024";"ITALIA";"3,000";"438,000";"146,0000000000000000";NA
"VOLOTEA, S.L.";"2023";"Marzo      de 2023";"ESPAÑA";"47,000";"6,693";"0,1424042553191489";NA
"VOLOTEA, S.L.";"2023";"Febrero    de 2023";"ESPAÑA";"34,000";"4,775";"0,1404411764705882";NA
"VOLOTEA, S.L.";"2024";"Diciembre  de 2024";"ESPAÑA";"64,000";"7,918";"0,1237187500000000";NA
"VOLOTEA, S.L.";"2024";"Diciembre  de 2024";"FRANCIA";"11,000";"1,742";"0,1583636363636364";NA
"VOLOTEA, S.L.";"2023";"Julio      de 2023";"ESPAÑA";"40,000";"6,055";"0,1513750000000000";NA
"VOLOTEA, S.L.";"2023";"Julio      de 2023";"FRANCIA";"9,000";"1,586";"0,1762222222222222";NA
"VOLOTEA, S.L.";"2025";"Febrero    de 2025";"ESPAÑA";"47,000";"6,681";"0,1421489361702128";NA
"VOLOTEA, S.L.";"2025";"Agosto     de 2025";"FRANCIA";"9,000";"1,572";"0,1746666666666667";NA
"VOLOTEA, S.L.";"2025";"Abril      de 2025";"ESPAÑA";"55,000";"7,942";"0,1444000000000000";NA
"VOLOTEA, S.L.";"2024";"Junio      de 2024";"ESPAÑA";"54,000";"8,342";"0,1544814814814815";NA
"VOLOTEA, S.L.";"2025";"Septiembre de 2025";"ESPAÑA";"60,000";"9,025";"0,1504166666666667";NA
"VOLOTEA, S.L.";"2025";"Julio      de 2025";"FRANCIA";"9,000";"1,406";"0,1562222222222222";NA
"VOLOTEA, S.L.";"2023";"Octubre    de 2023";"ESPAÑA";"58,000";"8,802";"0,1517586206896552";NA
"VOLOTEA, S.L.";"2025";"Febrero    de 2025";"FRANCIA";"8,000";"1,279";"0,1598750000000000";NA
"VOLOTEA, S.L.";"2024";"Julio      de 2024";"ESPAÑA";"41,000";"6,193";"0,1510487804878049";NA
"VOLOTEA, S.L.";"2024";"Julio      de 2024";"FRANCIA";"14,000";"2,415";"0,1725000000000000";NA
"VOLOTEA, S.L.";"2023";"Mayo       de 2023";"ESPAÑA";"57,000";"8,098";"0,1420701754385965";NA
"VOLOTEA, S.L.";"2023";"Septiembre de 2023";"ITALIA";"5,000";"813,000";"162,5999999999999943";NA
"VOLOTEA, S.L.";"2023";"Mayo       de 2023";"ITALIA";"2,000";"282,000";"141,0000000000000000";NA
"VOLOTEA, S.L.";"2024";"Agosto     de 2024";"ITALIA";"9,000";"1,477";"0,1641111111111111";NA
"VOLOTEA, S.L.";"2025";"Abril      de 2025";"FRANCIA";"8,000";"1,385";"0,1731250000000000";NA
"VOLOTEA, S.L.";"2024";"Junio      de 2024";"ITALIA";"12,000";"1,820";"0,1516666666666667";NA
"VOLOTEA, S.L.";"2024";"Abril      de 2024";"ITALIA";"9,000";"1,347";"0,1496666666666667";NA
"VOLOTEA, S.L.";"2025";"Julio      de 2025";"ESPAÑA";"42,000";"6,261";"0,1490714285714286";NA
"VOLOTEA, S.L.";"2023";"Septiembre de 2023";"ESPAÑA";"53,000";"8,054";"0,1519622641509434";NA
"VOLOTEA, S.L.";"2025";"Marzo      de 2025";"ESPAÑA";"57,000";"7,713";"0,1353157894736842";NA
"VOLOTEA, S.L.";"2024";"Septiembre de 2024";"ESPAÑA";"57,000";"8,694";"0,1525263157894737";NA
"VOLOTEA, S.L.";"2024";"Noviembre  de 2024";"FRANCIA";"9,000";"1,169";"0,1298888888888889";NA
"VOLOTEA, S.L.";"2024";"Septiembre de 2024";"FRANCIA";"13,000";"2,001";"0,1539230769230769";NA
"VOLOTEA, S.L.";"2024";"Julio      de 2024";"ITALIA";"10,000";"1,573";"0,1573000000000000";NA
"VOLOTEA, S.L.";"2025";"Octubre    de 2025";"ESPAÑA";"62,000";"8,867";"0,1430161290322581";NA
"VOLOTEA, S.L.";"2024";"Octubre    de 2024";"ESPAÑA";"56,000";"7,914";"0,1413214285714286";NA
"VOLOTEA, S.L.";"2025";"Mayo       de 2025";"FRANCIA";"9,000";"1,493";"0,1658888888888889";NA
"VOLOTEA, S.L.";"2025";"Marzo      de 2025";"FRANCIA";"9,000";"1,514";"0,1682222222222222";NA
"VOLOTEA, S.L.";"2025";"Mayo       de 2025";"ESPAÑA";"62,000";"9,051";"0,1459838709677419";NA
"VOLOTEA, S.L.";"2025";"Noviembre  de 2025";"ESPAÑA";"51,000";"7,532";"0,1476862745098039";NA
"VOLOTEA, S.L.";"2024";"Septiembre de 2024";"ITALIA";"4,000";"646,000";"161,5000000000000000";NA
"VOLOTEA, S.L.";"2025";"Junio      de 2025";"FRANCIA";"8,000";"1,381";"0,1726250000000000";NA
"VUELING AIRLINES, S.A.";"2022";"Abril      de 2022";"BELGICA";"33,000";"4,710";"0,1427272727272727";NA
"VUELING AIRLINES, S.A.";"2023";"Noviembre  de 2023";"HOLANDA";"21,000";"2,790";"0,1328571428571429";NA
"VUELING AIRLINES, S.A.";"2022";"Septiembre de 2022";"PORTUGAL";"21,000";"3,336";"0,1588571428571429";NA
"VUELING AIRLINES, S.A.";"2022";"Septiembre de 2022";"REINO UNIDO";"29,000";"3,858";"0,1330344827586207";NA
"VUELING AIRLINES, S.A.";"2022";"Abril      de 2022";"ESPAÑA";"237,000";"30,034";"0,1267257383966245";NA
"VUELING AIRLINES, S.A.";"2022";"Abril      de 2022";"FRANCIA";"60,000";"9,379";"0,1563166666666667";NA
"VUELING AIRLINES, S.A.";"2022";"Abril      de 2022";"HOLANDA";"21,000";"3,330";"0,1585714285714286";NA
"VUELING AIRLINES, S.A.";"2023";"Abril      de 2023";"BELGICA";"21,000";"3,639";"0,1732857142857143";NA
"VUELING AIRLINES, S.A.";"2022";"Abril      de 2022";"ITALIA";"30,000";"4,668";"0,1556000000000000";NA
"VUELING AIRLINES, S.A.";"2022";"Abril      de 2022";"PORTUGAL";"16,000";"2,012";"0,1257500000000000";NA
"VUELING AIRLINES, S.A.";"2022";"Abril      de 2022";"REINO UNIDO";"24,000";"3,237";"0,1348750000000000";NA
"VUELING AIRLINES, S.A.";"2023";"Abril      de 2023";"HOLANDA";"31,000";"5,168";"0,1667096774193549";NA
"VUELING AIRLINES, S.A.";"2022";"Agosto     de 2022";"BELGICA";"22,000";"3,753";"0,1705909090909091";NA
"VUELING AIRLINES, S.A.";"2023";"Abril      de 2023";"ITALIA";"30,000";"4,896";"0,1632000000000000";NA
"VUELING AIRLINES, S.A.";"2023";"Octubre    de 2023";"ESPAÑA";"208,000";"30,667";"0,1474375000000000";NA
"VUELING AIRLINES, S.A.";"2024";"Marzo      de 2024";"ITALIA";"33,000";"5,061";"0,1533636363636364";NA
"VUELING AIRLINES, S.A.";"2023";"Octubre    de 2023";"FRANCIA";"82,000";"13,647";"0,1664268292682927";NA
"VUELING AIRLINES, S.A.";"2022";"Agosto     de 2022";"ESPAÑA";"269,000";"43,820";"0,1628996282527881";NA
"VUELING AIRLINES, S.A.";"2023";"Abril      de 2023";"REINO UNIDO";"28,000";"4,525";"0,1616071428571429";NA
"VUELING AIRLINES, S.A.";"2022";"Agosto     de 2022";"FRANCIA";"63,000";"10,227";"0,1623333333333333";NA
"VUELING AIRLINES, S.A.";"2022";"Agosto     de 2022";"HOLANDA";"31,000";"4,882";"0,1574838709677419";NA
"VUELING AIRLINES, S.A.";"2022";"Agosto     de 2022";"ITALIA";"31,000";"5,328";"0,1718709677419355";NA
"VUELING AIRLINES, S.A.";"2022";"Agosto     de 2022";"PORTUGAL";"22,000";"3,695";"0,1679545454545454";NA
"VUELING AIRLINES, S.A.";"2023";"Octubre    de 2023";"REINO UNIDO";"29,000";"4,214";"0,1453103448275862";NA
"VUELING AIRLINES, S.A.";"2022";"Agosto     de 2022";"REINO UNIDO";"29,000";"4,784";"0,1649655172413793";NA
"VUELING AIRLINES, S.A.";"2023";"Agosto     de 2023";"ESPAÑA";"236,000";"40,042";"0,1696694915254237";NA
"VUELING AIRLINES, S.A.";"2023";"Agosto     de 2023";"FRANCIA";"88,000";"13,081";"0,1486477272727273";NA
"VUELING AIRLINES, S.A.";"2023";"Septiembre de 2023";"BELGICA";"21,000";"3,604";"0,1716190476190476";NA
"VUELING AIRLINES, S.A.";"2022";"Diciembre  de 2022";"BELGICA";"20,000";"3,500";"0,1750000000000000";NA
"VUELING AIRLINES, S.A.";"2023";"Agosto     de 2023";"HOLANDA";"36,000";"5,981";"0,1661388888888889";NA
"VUELING AIRLINES, S.A.";"2022";"Diciembre  de 2022";"ESPAÑA";"173,000";"23,705";"0,1370231213872832";NA
"VUELING AIRLINES, S.A.";"2023";"Septiembre de 2023";"ESPAÑA";"212,000";"33,336";"0,1572452830188679";NA
