"icao_aerolinea";"iata";"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"numero_vuelo";"id";"name";"city";"country";"icao_aeropuerto";"latitude";"longitude";"altitude";"timezone";"tz";"name_aerolinea";"country_aerolinea"
"IBE";"AGP";"2025-11-09";"23:35";"IBE2380";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Noche";"2380";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"PMI";"2025-11-10";"23:35";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"2406";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"PMI";"2025-11-10";"11:50";"IBE2402";"PALMA DE MALLORCA (PMI)";"No informado";"Mañana";"2402";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"MAH";"2025-11-15";"15:45";"IBE2441";"MENORCA (MAH)";"No informado";"Tarde";"2441";"1231";"Menorca Airport";"Menorca";"Spain";"LEMH";"39.86259841918945";"4.218649864196777";"302";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"MAD";"2025-11-12";"00:50";"IBE1085";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"Madrugada";"1085";"1229";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"TFN";"2025-11-16";"13:15";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Tarde";"5405";"1057";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28.4827003479";"-16.3414993286";"2076";"0";"Atlantic/Canary";"Iberia Airlines";"Spain"
"IBE";"BIO";"2025-11-14";"14:55";"IBE5847";"BILBAO (BIO)";"No informado";"Tarde";"5847";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"BRU";"2025-11-13";"15:40";"IBE5732";"BRUSELAS (BRU)";"No informado";"Tarde";"5732";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Iberia Airlines";"Spain"
"IBE";"ORY";"2025-11-12";"17:30";"IBE5674";"PARIS /ORLY (ORY)";"No informado";"Tarde";"5674";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Iberia Airlines";"Spain"
"IBE";"SVQ";"2025-11-15";"13:50";"IBE2391";"SEVILLA (SVQ)";"No informado";"Tarde";"2391";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"BRU";"2025-11-11";"16:05";"IBE5732";"BRUSELAS (BRU)";"No informado";"Tarde";"5732";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Iberia Airlines";"Spain"
"IBE";"MAH";"2025-11-10";"16:00";"IBE2441";"MENORCA (MAH)";"No informado";"Tarde";"2441";"1231";"Menorca Airport";"Menorca";"Spain";"LEMH";"39.86259841918945";"4.218649864196777";"302";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"BIO";"2025-11-12";"20:30";"IBE5554";"BILBAO (BIO)";"No informado";"Noche";"5554";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"ORY";"2025-11-14";"08:25";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"Mañana";"5783";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Iberia Airlines";"Spain"
"IBE";"MAH";"2025-11-09";"22:20";"IBE2441";"MENORCA (MAH)";"No informado";"Noche";"2441";"1231";"Menorca Airport";"Menorca";"Spain";"LEMH";"39.86259841918945";"4.218649864196777";"302";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"PMI";"2025-11-09";"12:55";"IBE2402";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"2402";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"PMI";"2025-11-13";"23:45";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"2406";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"AGP";"2025-11-15";"10:05";"IBE2382";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Mañana";"2382";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"PMI";"2025-11-11";"16:45";"IBE2406";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"2406";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"MAD";"2025-11-09";"17:05";"IBE1081";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"Tarde";"1081";"1229";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"IBZ";"2025-11-10";"09:10";"IBE2433";"IBIZA (IBZ)";"No informado";"Mañana";"2433";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"SVQ";"2025-11-10";"20:05";"IBE2393";"SEVILLA (SVQ)";"No informado";"Noche";"2393";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"ORY";"2025-11-11";"19:35";"IBE5676";"PARIS /ORLY (ORY)";"No informado";"Noche";"5676";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Iberia Airlines";"Spain"
"IBE";"SVQ";"2025-11-10";"12:45";"IBE2391";"SEVILLA (SVQ)";"No informado";"Tarde";"2391";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"ORY";"2025-11-15";"09:15";"IBE5783";"PARIS /ORLY (ORY)";"No informado";"Mañana";"5783";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Iberia Airlines";"Spain"
"IBE";"IBZ";"2025-11-14";"23:45";"IBE2431";"IBIZA (IBZ)";"No informado";"Noche";"2431";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"IBE";"PMI";"2025-11-10";"00:15";"IBE2404";"PALMA DE MALLORCA (PMI)";"No informado";"Madrugada";"2404";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Iberia Airlines";"Spain"
"ITY";"FCO";"2025-11-12";"10:50";"ITY9006";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"9006";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";NA;NA
"KLJ";"BLQ";"2025-11-12";"11:10";"KLJ3948";"BOLONIA (BLQ)";"No informado";"Mañana";"3948";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";NA;NA
"KLM";"AMS";"2025-11-09";"23:00";"KLM1535";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Noche";"1535";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands"
"KLM";"AMS";"2025-11-09";"16:10";"KLM1531";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Tarde";"1531";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands"
"KLM";"AMS";"2025-11-12";"09:05";"KLM2659";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"2659";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands"
"KLM";"AMS";"2025-11-14";"20:30";"KLM2523";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Noche";"2523";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"KLM Royal Dutch Airlines";"Netherlands"
"LGL";"LUX";"2025-11-10";"19:10";"LGL763";"LUXEMBURGO (LUX)";"No informado";"Noche";"763";"629";"Luxembourg-Findel International Airport";"Luxemburg";"Luxembourg";"ELLX";"49.6233333";"6.2044444";"1234";"1";"Europe/Luxembourg";"Luxair";"Luxembourg"
"LGL";"LUX";"2025-11-14";"08:50";"LGL763";"LUXEMBURGO (LUX)";"No informado";"Mañana";"763";"629";"Luxembourg-Findel International Airport";"Luxemburg";"Luxembourg";"ELLX";"49.6233333";"6.2044444";"1234";"1";"Europe/Luxembourg";"Luxair";"Luxembourg"
"LHX";"MUC";"2025-11-10";"17:35";"LHX1842";"MUNICH (MUC)";"No informado";"Tarde";"1842";"346";"Munich Airport";"Munich";"Germany";"EDDM";"48.353802";"11.7861";"1487";"1";"Europe/Berlin";NA;NA
"MEA";"MAD";"2025-11-11";"15:55";"MEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"Tarde";"4065";"1229";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"1";"Europe/Madrid";"Middle East Airlines";"Lebanon"
"MSC";"CAI";"2025-11-17";"15:05";"MSC3724";"(CAI)";"No informado";"Tarde";"3724";"1128";"Cairo International Airport";"Cairo";"Egypt";"HECA";"30.12190055847168";"31.40559959411621";"382";"2";"Africa/Cairo";"Air Cairo";"Egypt"
"NIA";"CAI";"2025-11-10";"12:50";"NIA6101";"(CAI)";"No informado";"Tarde";"6101";"1128";"Cairo International Airport";"Cairo";"Egypt";"HECA";"30.12190055847168";"31.40559959411621";"382";"2";"Africa/Cairo";"Nile Air";"Egypt"
"NMA";"CAI";"2025-11-17";"11:20";"NMA1082";"(CAI)";"No informado";"Mañana";"1082";"1128";"Cairo International Airport";"Cairo";"Egypt";"HECA";"30.12190055847168";"31.40559959411621";"382";"2";"Africa/Cairo";"Nesma Airlines";"Egypt"
"QTR";"AGP";"2025-11-11";"16:15";"QTR6541";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"6541";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Qatar Airways";"Qatar"
"QTR";"AGP";"2025-11-13";"16:20";"QTR6541";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"6541";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Qatar Airways";"Qatar"
"RAM";"CMN";"2025-11-09";"18:25";"RAM968";"CASABLANCA /MOHAMED V (CMN)";"No informado";"Noche";"968";"1074";"Mohammed V International Airport";"Casablanca";"Morocco";"GMMN";"33.36750030517578";"-7.589970111846924";"656";"0";"Africa/Casablanca";"Royal Air Maroc";"Morocco"
"RAM";"CMN";"2025-11-10";"11:35";"RAM968";"CASABLANCA /MOHAMED V (CMN)";"No informado";"Mañana";"968";"1074";"Mohammed V International Airport";"Casablanca";"Morocco";"GMMN";"33.36750030517578";"-7.589970111846924";"656";"0";"Africa/Casablanca";"Royal Air Maroc";"Morocco"
"RYR";"CRL";"2025-11-10";"20:25";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"2147";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-14";"13:20";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Tarde";"1687";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-12";"19:05";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Noche";"952";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"ACE";"2025-11-09";"20:30";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"3488";"1055";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28.945499";"-13.6052";"46";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"DUB";"2025-11-10";"12:30";"RYR1740";"DUBLIN (DUB)";"No informado";"Tarde";"1740";"599";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53.421299";"-6.27007";"242";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"LPA";"2025-11-12";"22:45";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Noche";"7201";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-09";"14:10";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Tarde";"952";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-10";"14:40";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Tarde";"1687";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"LPA";"2025-11-09";"23:35";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Noche";"7201";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-09";"20:20";"RYR8712";"PISA / GALILEO GALILEI (PSA)";"No informado";"Noche";"8712";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BER";"2025-11-14";"08:50";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"Mañana";"138";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ryanair";"Ireland"
"RYR";"AGP";"2025-11-09";"21:35";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Noche";"645";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"ACE";"2025-11-15";"21:30";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"3488";"1055";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28.945499";"-13.6052";"46";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-15";"07:55";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Mañana";"952";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BER";"2025-11-15";"09:05";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"Mañana";"138";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ryanair";"Ireland"
"RYR";"ACE";"2025-11-10";"21:05";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"3488";"1055";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28.945499";"-13.6052";"46";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"EDI";"2025-11-12";"10:00";"RYR1092";"EDIMBURGO (EDI)";"No informado";"Mañana";"1092";"535";"Edinburgh Airport";"Edinburgh";"United Kingdom";"EGPH";"55.95000076293945";"-3.372499942779541";"135";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"ACE";"2025-11-13";"20:45";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"3488";"1055";"Lanzarote Airport";"Arrecife";"Spain";"GCRR";"28.945499";"-13.6052";"46";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"AGP";"2025-11-10";"13:35";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"645";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"PMI";"2025-11-14";"14:00";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"7215";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"EIN";"2025-11-09";"14:50";"RYR1718";"EINDHOVEN (EIN)";"No informado";"Tarde";"1718";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Ryanair";"Ireland"
"RYR";"EIN";"2025-11-12";"21:10";"RYR1718";"EINDHOVEN (EIN)";"No informado";"Noche";"1718";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-15";"11:35";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Mañana";"1687";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-09";"10:50";"RYR497";"MILAN/BERGAMO (BGY)";"Finalizado";"Mañana";"497";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-10";"23:30";"RYR4663";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"4663";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-14";"07:50";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"497";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-11";"21:00";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"497";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"AGP";"2025-11-14";"21:45";"RYR638";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Noche";"638";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-12";"17:10";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Tarde";"1687";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-10";"09:00";"RYR4728";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"4728";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"DUB";"2025-11-12";"12:55";"RYR1740";"DUBLIN (DUB)";"No informado";"Tarde";"1740";"599";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53.421299";"-6.27007";"242";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-10";"00:25";"RYR4728";"MILAN/BERGAMO (BGY)";"No informado";"Madrugada";"4728";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BHX";"2025-11-15";"09:25";"RYR9380";"BIRMINGHAM / INTERNACIONAL (BHX)";"No informado";"Mañana";"9380";"469";"Birmingham International Airport";"Birmingham";"United Kingdom";"EGBB";"52.453899383499994";"-1.74802994728";"327";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-11";"13:35";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Tarde";"1687";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"AGP";"2025-11-14";"14:45";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"645";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"PMO";"2025-11-15";"00:35";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"Madrugada";"4486";"1512";"Falcone–Borsellino Airport";"Palermo";"Italy";"LICJ";"38.175999";"13.091";"65";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"FEZ";"2025-11-10";"15:40";"RYR5372";"FEZ /SAIS (FEZ)";"No informado";"Tarde";"5372";"1066";"Saïss Airport";"Fes";"Morocco";"GMFF";"33.9272994995";"-4.977960109709999";"1900";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"FKB";"2025-11-09";"16:10";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Tarde";"1780";"4166";"Karlsruhe Baden-Baden Airport";"Karlsruhe/Baden-Baden";"Germany";"EDSB";"48.7793998718";"8.08049964905";"408";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"LPA";"2025-11-15";"12:35";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Tarde";"7201";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"FKB";"2025-11-15";"18:30";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Noche";"1780";"4166";"Karlsruhe Baden-Baden Airport";"Karlsruhe/Baden-Baden";"Germany";"EDSB";"48.7793998718";"8.08049964905";"408";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"FKB";"2025-11-14";"23:20";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Noche";"1780";"4166";"Karlsruhe Baden-Baden Airport";"Karlsruhe/Baden-Baden";"Germany";"EDSB";"48.7793998718";"8.08049964905";"408";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"FMM";"2025-11-10";"08:20";"RYR1848";"MEMMINGEN (FMM)";"No informado";"Mañana";"1848";"3986";"Memmingen Allgau Airport";"Memmingen";"Germany";"EDJA";"47.988800048799995";"10.2395000458";"2077";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"FMM";"2025-11-15";"18:20";"RYR1848";"MEMMINGEN (FMM)";"No informado";"Noche";"1848";"3986";"Memmingen Allgau Airport";"Memmingen";"Germany";"EDJA";"47.988800048799995";"10.2395000458";"2077";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-14";"16:05";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"4631";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"NAP";"2025-11-09";"19:15";"RYR6836";"NAPOLES (NAP)";"No informado";"Noche";"6836";"1561";"Naples International Airport";"Naples";"Italy";"LIRN";"40.886002";"14.2908";"294";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"NAP";"2025-11-13";"12:25";"RYR6836";"NAPOLES (NAP)";"No informado";"Tarde";"6836";"1561";"Naples International Airport";"Naples";"Italy";"LIRN";"40.886002";"14.2908";"294";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BLQ";"2025-11-15";"07:55";"RYR620";"BOLONIA (BLQ)";"No informado";"Mañana";"620";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BLQ";"2025-11-14";"08:00";"RYR620";"BOLONIA (BLQ)";"No informado";"Mañana";"620";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BLQ";"2025-11-14";"19:20";"RYR6423";"BOLONIA (BLQ)";"No informado";"Noche";"6423";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PSR";"2025-11-15";"08:00";"RYR6415";"PESCARA (PSR)";"No informado";"Mañana";"6415";"1505";"Pescara International Airport";"Pescara";"Italy";"LIBP";"42.431702";"14.1811";"48";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BLQ";"2025-11-09";"20:10";"RYR6423";"BOLONIA (BLQ)";"No informado";"Noche";"6423";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BLQ";"2025-11-13";"18:30";"RYR620";"BOLONIA (BLQ)";"No informado";"Noche";"620";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";"Ryanair";"Ireland"
