"icao_aerolinea";"iata";"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"numero_vuelo";"id";"name";"city";"country";"icao_aeropuerto";"latitude";"longitude";"altitude";"timezone";"tz";"name_aerolinea";"country_aerolinea"
"RYR";"FCO";"2025-11-13";"07:50";"RYR999";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"999";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-12";"17:20";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"497";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-14";"19:00";"RYR1699";"IBIZA (IBZ)";"No informado";"Noche";"1699";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"TFS";"2025-11-15";"22:40";"RYR1971";"TENERIFE SUR (TFS)";"No informado";"Noche";"1971";"1056";"Tenerife South Airport";"Tenerife";"Spain";"GCTS";"28.044500351";"-16.5725002289";"209";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"BHX";"2025-11-10";"15:35";"RYR9380";"BIRMINGHAM / INTERNACIONAL (BHX)";"No informado";"Tarde";"9380";"469";"Birmingham International Airport";"Birmingham";"United Kingdom";"EGBB";"52.453899383499994";"-1.74802994728";"327";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"LPA";"2025-11-14";"23:30";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Noche";"7201";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-15";"23:45";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"7470";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-13";"23:35";"RYR616";"IBIZA (IBZ)";"No informado";"Noche";"616";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-12";"09:10";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"1444";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BUD";"2025-11-13";"14:00";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"2301";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Ryanair";"Ireland"
"RYR";"TNG";"2025-11-13";"09:05";"RYR5540";"TANGER (TNG)";"No informado";"Mañana";"5540";"1080";"Ibn Batouta Airport";"Tanger";"Morocco";"GMTT";"35.726898193400004";"-5.91689014435";"62";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-10";"21:55";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"7470";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"KRK";"2025-11-11";"10:50";"RYR2229";"CRACOVIA (KRK)";"No informado";"Mañana";"2229";"669";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50.077702";"19.7848";"791";"1";"Europe/Warsaw";"Ryanair";"Ireland"
"RYR";"TRN";"2025-11-09";"15:10";"RYR2259";"TURIN (TRN)";"No informado";"Tarde";"2259";"1526";"Turin Airport";"Torino";"Italy";"LIMF";"45.200802";"7.64963";"989";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BRI";"2025-11-13";"11:35";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Mañana";"1611";"1501";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41.138901";"16.760599";"177";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-14";"14:55";"RYR2206";"SEVILLA (SVQ)";"No informado";"Tarde";"2206";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-14";"17:40";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Tarde";"952";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TRS";"2025-11-10";"14:35";"RYR618";"TRIESTE (TRS)";"No informado";"Tarde";"618";"1545";"Trieste–Friuli Venezia Giulia Airport";"Ronchi De Legionari";"Italy";"LIPQ";"45.827499";"13.4722";"39";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"NTE";"2025-11-15";"18:30";"RYR1714";"NANTES-ATLANTIQUE (NTE)";"No informado";"Noche";"1714";"1418";"Nantes Atlantique Airport";"Nantes";"France";"LFRS";"47.153198242200006";"-1.61073005199";"90";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"NUE";"2025-11-14";"11:00";"RYR1131";"NUREMBERG (NUE)";"No informado";"Mañana";"1131";"347";"Nuremberg Airport";"Nuernberg";"Germany";"EDDN";"49.498699";"11.078056";"1046";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-10";"22:35";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"2208";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"NUE";"2025-11-15";"12:05";"RYR1131";"NUREMBERG (NUE)";"No informado";"Tarde";"1131";"347";"Nuremberg Airport";"Nuernberg";"Germany";"EDDN";"49.498699";"11.078056";"1046";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-09";"16:20";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"1710";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-12";"15:15";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"1710";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"BLQ";"2025-11-11";"11:05";"RYR6423";"BOLONIA (BLQ)";"No informado";"Mañana";"6423";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-13";"17:00";"RYR2206";"SEVILLA (SVQ)";"No informado";"Tarde";"2206";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-14";"21:55";"RYR2646";"OPORTO (OPO)";"No informado";"Noche";"2646";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-14";"23:35";"RYR6325";"LONDRES /STANSTED (STN)";"No informado";"Noche";"6325";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-14";"09:00";"RYR1710";"OPORTO (OPO)";"No informado";"Mañana";"1710";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"BRI";"2025-11-10";"22:10";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Noche";"1611";"1501";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41.138901";"16.760599";"177";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BRI";"2025-11-09";"22:55";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Noche";"1611";"1501";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41.138901";"16.760599";"177";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"ORK";"2025-11-15";"09:20";"RYR8109";"CORK (ORK)";"No informado";"Mañana";"8109";"596";"Cork Airport";"Cork";"Ireland";"EICK";"51.84130096435547";"-8.491109848022461";"502";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-11";"12:05";"RYR2206";"SEVILLA (SVQ)";"No informado";"Tarde";"2206";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-12";"08:35";"RYR2206";"SEVILLA (SVQ)";"No informado";"Mañana";"2206";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-15";"22:45";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"2208";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"SCQ";"2025-11-12";"12:45";"RYR705";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Tarde";"705";"1243";"Santiago de Compostela Airport";"Santiago";"Spain";"LEST";"42.89630126953125";"-8.415140151977539";"1213";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"MRS";"2025-11-10";"21:40";"RYR1770";"MARSELLA (MRS)";"No informado";"Noche";"1770";"1353";"Marseille Provence Airport";"Marseille";"France";"LFML";"43.439271922";"5.22142410278";"74";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"SDR";"2025-11-14";"13:25";"RYR2215";"SANTANDER-SEVE BALLESTEROS (SDR)";"No informado";"Tarde";"2215";"1251";"Santander Airport";"Santander";"Spain";"LEXJ";"43.427101135253906";"-3.82000994682312";"16";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"SOF";"2025-11-12";"13:05";"RYR9237";"SOFIA (SOF)";"No informado";"Tarde";"9237";"1194";"Sofia Airport";"Sofia";"Bulgaria";"LBSF";"42.696693420410156";"23.411436080932617";"1742";"2";"Europe/Sofia";"Ryanair";"Ireland"
"RYR";"LIS";"2025-11-11";"13:30";"RYR1768";"LISBOA (LIS)";"No informado";"Tarde";"1768";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-15";"23:05";"RYR1736";"LONDRES /STANSTED (STN)";"No informado";"Noche";"1736";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-11";"20:35";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Noche";"643";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-10";"10:15";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"1444";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-16";"07:55";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"1444";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-14";"10:25";"RYR616";"IBIZA (IBZ)";"No informado";"Mañana";"616";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-11";"21:45";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"1444";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TLS";"2025-11-14";"17:45";"RYR2080";"TOULOUSE (TLS)";"No informado";"Tarde";"2080";"1273";"Toulouse-Blagnac Airport";"Toulouse";"France";"LFBO";"43.629101";"1.36382";"499";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"PMO";"2025-11-09";"18:40";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"Noche";"4486";"1512";"Falcone–Borsellino Airport";"Palermo";"Italy";"LICJ";"38.175999";"13.091";"65";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TNG";"2025-11-14";"14:15";"RYR5540";"TANGER (TNG)";"No informado";"Tarde";"5540";"1080";"Ibn Batouta Airport";"Tanger";"Morocco";"GMTT";"35.726898193400004";"-5.91689014435";"62";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-10";"23:15";"RYR6325";"LONDRES /STANSTED (STN)";"No informado";"Noche";"6325";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-10";"12:10";"RYR1736";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"1736";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"KRK";"2025-11-10";"19:20";"RYR2229";"CRACOVIA (KRK)";"No informado";"Noche";"2229";"669";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50.077702";"19.7848";"791";"1";"Europe/Warsaw";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-14";"17:55";"RYR1736";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"1736";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-15";"17:40";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Tarde";"6248";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-12";"11:45";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Mañana";"6248";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"KRK";"2025-11-09";"13:00";"RYR2229";"CRACOVIA (KRK)";"En vuelo";"Tarde";"2229";"669";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50.077702";"19.7848";"791";"1";"Europe/Warsaw";"Ryanair";"Ireland"
"RYR";"TRN";"2025-11-14";"18:20";"RYR2259";"TURIN (TRN)";"No informado";"Noche";"2259";"1526";"Turin Airport";"Torino";"Italy";"LIMF";"45.200802";"7.64963";"989";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TRS";"2025-11-15";"19:00";"RYR618";"TRIESTE (TRS)";"No informado";"Noche";"618";"1545";"Trieste–Friuli Venezia Giulia Airport";"Ronchi De Legionari";"Italy";"LIPQ";"45.827499";"13.4722";"39";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"MAN";"2025-11-10";"18:40";"RYR641";"MANCHESTER (MAN)";"No informado";"Noche";"641";"478";"Manchester Airport";"Manchester";"United Kingdom";"EGCC";"53.35369873046875";"-2.2749500274658203";"257";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"MAN";"2025-11-09";"19:25";"RYR641";"MANCHESTER (MAN)";"No informado";"Noche";"641";"478";"Manchester Airport";"Manchester";"United Kingdom";"EGCC";"53.35369873046875";"-2.2749500274658203";"257";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"VIE";"2025-11-14";"17:30";"RYR7340";"VIENA (VIE)";"No informado";"Tarde";"7340";"1613";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48.110298156738";"16.569700241089";"600";"1";"Europe/Vienna";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-14";"22:00";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"2208";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-09";"19:05";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"2208";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-09";"21:10";"RYR7267";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Noche";"7267";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-13";"10:55";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Mañana";"6248";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"RAK";"2025-11-13";"22:15";"RYR2217";"MARRAKECH (RAK)";"No informado";"Noche";"2217";"1075";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31.606899261499997";"-8.03629970551";"1545";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-12";"20:15";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"1003";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-13";"21:20";"RYR6325";"LONDRES /STANSTED (STN)";"No informado";"Noche";"6325";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"CGN";"2025-11-13";"08:25";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Mañana";"2257";"344";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50.8658981323";"7.1427397728";"302";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"PMI";"2025-11-15";"13:35";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"7215";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-15";"15:00";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"1710";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-13";"10:25";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"1444";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-10";"08:00";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"1003";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PMO";"2025-11-10";"17:25";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"Tarde";"4486";"1512";"Falcone–Borsellino Airport";"Palermo";"Italy";"LICJ";"38.175999";"13.091";"65";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"VIE";"2025-11-15";"10:35";"RYR802";"VIENA (VIE)";"No informado";"Mañana";"802";"1613";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48.110298156738";"16.569700241089";"600";"1";"Europe/Vienna";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-09";"20:40";"RYR1736";"LONDRES /STANSTED (STN)";"No informado";"Noche";"1736";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"TLS";"2025-11-16";"09:25";"RYR2080";"TOULOUSE (TLS)";"No informado";"Mañana";"2080";"1273";"Toulouse-Blagnac Airport";"Toulouse";"France";"LFBO";"43.629101";"1.36382";"499";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"TNG";"2025-11-16";"08:25";"RYR5540";"TANGER (TNG)";"No informado";"Mañana";"5540";"1080";"Ibn Batouta Airport";"Tanger";"Morocco";"GMTT";"35.726898193400004";"-5.91689014435";"62";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-15";"13:50";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"643";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"TNG";"2025-11-11";"00:25";"RYR5540";"TANGER (TNG)";"No informado";"Madrugada";"5540";"1080";"Ibn Batouta Airport";"Tanger";"Morocco";"GMTT";"35.726898193400004";"-5.91689014435";"62";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"TRN";"2025-11-13";"21:20";"RYR2259";"TURIN (TRN)";"No informado";"Noche";"2259";"1526";"Turin Airport";"Torino";"Italy";"LIMF";"45.200802";"7.64963";"989";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"RAK";"2025-11-09";"10:43";"RYR5034";"MARRAKECH (RAK)";"Finalizado";"Mañana";"5034";"1075";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31.606899261499997";"-8.03629970551";"1545";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-13";"15:50";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"1710";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-14";"13:30";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"643";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"MRS";"2025-11-09";"17:05";"RYR1770";"MARSELLA (MRS)";"No informado";"Tarde";"1770";"1353";"Marseille Provence Airport";"Marseille";"France";"LFML";"43.439271922";"5.22142410278";"74";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"ORK";"2025-11-11";"19:25";"RYR8109";"CORK (ORK)";"No informado";"Noche";"8109";"596";"Cork Airport";"Cork";"Ireland";"EICK";"51.84130096435547";"-8.491109848022461";"502";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-15";"10:55";"RYR2206";"SEVILLA (SVQ)";"No informado";"Mañana";"2206";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-09";"22:40";"RYR6325";"LONDRES /STANSTED (STN)";"No informado";"Noche";"6325";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-10";"22:00";"RYR2646";"OPORTO (OPO)";"No informado";"Noche";"2646";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"SCQ";"2025-11-11";"00:30";"RYR2271";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Madrugada";"2271";"1243";"Santiago de Compostela Airport";"Santiago";"Spain";"LEST";"42.89630126953125";"-8.415140151977539";"1213";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"SVQ";"2025-11-10";"09:15";"RYR2206";"SEVILLA (SVQ)";"No informado";"Mañana";"2206";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"TFS";"2025-11-10";"20:35";"RYR1971";"TENERIFE SUR (TFS)";"No informado";"Noche";"1971";"1056";"Tenerife South Airport";"Tenerife";"Spain";"GCTS";"28.044500351";"-16.5725002289";"209";"0";"Atlantic/Canary";"Ryanair";"Ireland"
"RYR";"PMI";"2025-11-09";"13:15";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"7215";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"SCQ";"2025-11-14";"09:45";"RYR2271";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Mañana";"2271";"1243";"Santiago de Compostela Airport";"Santiago";"Spain";"LEST";"42.89630126953125";"-8.415140151977539";"1213";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-10";"14:20";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"643";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-16";"10:25";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Mañana";"643";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"MAN";"2025-11-14";"09:20";"RYR641";"MANCHESTER (MAN)";"No informado";"Mañana";"641";"478";"Manchester Airport";"Manchester";"United Kingdom";"EGCC";"53.35369873046875";"-2.2749500274658203";"257";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-12";"11:15";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Mañana";"643";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"STN";"2025-11-13";"10:55";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Mañana";"643";"548";"London Stansted Airport";"London";"United Kingdom";"EGSS";"51.8849983215";"0.234999999404";"348";"0";"Europe/London";"Ryanair";"Ireland"
