Fecha,Hora,Vuelo,Origen,Estado,Aerolinea,Pais_Aerolinea,Aeropuerto,Ciudad,Pais_Origen,IATA,ICAO_Cia,PAX_Estimado,Franja_Horaria
2025-11-14,11:50,DLH1160,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Mañana
2025-11-14,11:55,SWR2140,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Mañana
2025-11-14,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-14,12:05,RYR1740,DUBLIN (DUB),No informado,RYANAIR DAC,Ireland,Dublin Airport,Dublin,Ireland,DUB,RYR,170,Tarde
2025-11-14,12:10,RYR9001,PARIS /BEAUVAIS-TILLE (BVA),No informado,RYANAIR DAC,Ireland,Paris Beauvais Tillé Airport,Beauvais,France,BVA,RYR,170,Tarde
2025-11-14,12:20,VOE3582,ASTURIAS (OVD),No informado,VOLOTEA Airways,Spain,Asturias Airport,Aviles,Spain,OVD,VOE,150,Tarde
2025-11-14,12:45,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado,Vueling Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,VLG,152,Tarde
2025-11-14,12:45,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado,Iberia Airlines,Spain,Tenerife Norte Airport,Tenerife,Spain,TFN,IBE,1,Tarde
2025-11-14,12:55,BEL3751,BRUSELAS (BRU),No informado,Brussels Airlines,Belgium,Brussels Airport,Brussels,Belgium,BRU,BEL,146,Tarde
2025-11-14,13:05,VOE3816,A CORUÑA (LCG),No informado,VOLOTEA Airways,Spain,A Coruña Airport,La Coruna,Spain,LCG,VOE,150,Tarde
2025-11-14,13:20,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Tarde
2025-11-14,13:20,VLG3968,BILBAO (BIO),No informado,Vueling Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,VLG,152,Tarde
2025-11-14,13:25,RYR2215,SANTANDER-SEVE BALLESTEROS (SDR),No informado,RYANAIR DAC,Ireland,Santander Airport,Santander,Spain,SDR,RYR,170,Tarde
2025-11-14,13:30,RYR643,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Tarde
2025-11-14,13:30,EWG9538,DUSSELDORF (DUS),No informado,Eurowings,Germany,Düsseldorf Airport,Duesseldorf,Germany,DUS,EWG,108,Tarde
2025-11-14,14:00,RYR7215,PALMA DE MALLORCA (PMI),No informado,RYANAIR DAC,Ireland,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,RYR,170,Tarde
2025-11-14,14:05,EZS1371,GINEBRA (GVA),No informado,EasyJet Switzerland,Switzerland,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,EZS,155,Tarde
2025-11-14,14:10,WMT6317,MILAN /MALPENSA (MXP),No informado,Wizz Air Malta,Malta,Malpensa International Airport,Milano,Italy,MXP,WMT,198,Tarde
2025-11-14,14:15,RYR5540,TANGER (TNG),No informado,RYANAIR DAC,Ireland,Ibn Batouta Airport,Tanger,Morocco,TNG,RYR,170,Tarde
2025-11-14,14:30,VLG5841,MENORCA (MAH),No informado,Vueling Airlines,Spain,Menorca Airport,Menorca,Spain,MAH,VLG,152,Tarde
2025-11-14,14:30,TVF4628,PARIS /ORLY (ORY),No informado,Transavia France,France,Paris-Orly Airport,Paris,France,ORY,TVF,159,Tarde
2025-11-14,14:45,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado,RYANAIR DAC,Ireland,Málaga Airport,Malaga,Spain,AGP,RYR,170,Tarde
2025-11-14,14:55,RYR2206,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Tarde
2025-11-14,14:55,IBE5847,BILBAO (BIO),No informado,Iberia Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,IBE,1,Tarde
2025-11-14,16:05,RYR4631,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Tarde
2025-11-14,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Tarde
2025-11-14,16:15,RYR2985,BRUSELAS (BRU),No informado,RYANAIR DAC,Ireland,Brussels Airport,Brussels,Belgium,BRU,RYR,170,Tarde
2025-11-14,16:15,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Etihad Airways,United Arab Emirates,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,ETD,0,Tarde
2025-11-14,16:20,RYR618,TRIESTE (TRS),No informado,RYANAIR DAC,Ireland,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,RYR,170,Tarde
2025-11-14,16:45,IBE2311,BILBAO (BIO),No informado,Iberia Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,IBE,1,Tarde
2025-11-14,16:45,EZS1031,BASEL /MULHOUSE (BSL),No informado,EasyJet Switzerland,Switzerland,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,EZS,155,Tarde
2025-11-14,16:50,RYR1444,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Tarde
2025-11-14,16:55,RYR1770,MARSELLA (MRS),No informado,RYANAIR DAC,Ireland,Marseille Provence Airport,Marseille,France,MRS,RYR,170,Tarde
2025-11-14,16:55,VLG3964,SEVILLA (SVQ),No informado,Vueling Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,VLG,152,Tarde
2025-11-14,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Qatar Airways,Qatar,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,QTR,0,Tarde
2025-11-14,17:10,DLH1162,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-14,17:10,VOE3536,BILBAO (BIO),No informado,VOLOTEA Airways,Spain,Bilbao Airport,Bilbao,Spain,BIO,VOE,150,Tarde
2025-11-14,17:10,RYR9331,MARRAKECH (RAK),No informado,RYANAIR DAC,Ireland,Menara Airport,Marrakech,Morocco,RAK,RYR,170,Tarde
2025-11-14,17:10,WMT6027,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Tarde
2025-11-14,17:10,THY1313,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Tarde
2025-11-14,17:30,RYR7340,VIENA (VIE),No informado,RYANAIR DAC,Ireland,Vienna International Airport,Vienna,Austria,VIE,RYR,170,Tarde
2025-11-14,17:35,LHX1842,MUNICH (MUC),No informado,Lufthansa,Germany,Munich Airport,Munich,Germany,MUC,LHX,NA,Tarde
2025-11-14,17:40,RYR952,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Tarde
2025-11-14,17:45,RYR2080,TOULOUSE (TLS),No informado,RYANAIR DAC,Ireland,Toulouse-Blagnac Airport,Toulouse,France,TLS,RYR,170,Tarde
2025-11-14,17:50,RYR999,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Tarde
2025-11-14,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-14,17:55,RYR1736,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Tarde
2025-11-14,18:00,VLG3952,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-14,18:20,RYR2259,TURIN (TRN),No informado,RYANAIR DAC,Ireland,Turin Airport,Torino,Italy,TRN,RYR,170,Noche
2025-11-14,18:25,IBB5802,GRAN CANARIA (LPA),No informado,Binter Canarias,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,IBB,97,Noche
2025-11-14,18:55,SWR2146,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Noche
2025-11-14,19:00,EJU5103,BERLIN BRANDENBURG (BER),No informado,EasyJet,United Kingdom,NA,NA,NA,BER,EJU,159,Noche
2025-11-14,19:00,RYR1699,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Noche
2025-11-14,19:05,EWG538,KOELN/BONN (CGN),No informado,Eurowings,Germany,Cologne Bonn Airport,Cologne,Germany,CGN,EWG,108,Noche
2025-11-14,19:10,TRA5107,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Noche
2025-11-14,19:15,RYR6836,NAPOLES (NAP),No informado,RYANAIR DAC,Ireland,Naples International Airport,Naples,Italy,NAP,RYR,170,Noche
2025-11-14,19:20,RYR6423,BOLONIA (BLQ),No informado,RYANAIR DAC,Ireland,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,RYR,170,Noche
2025-11-14,19:35,IBE5247,GRAN CANARIA (LPA),No informado,Iberia Airlines,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,IBE,1,Noche
2025-11-14,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Noche
2025-11-14,19:45,IBE5676,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Noche
2025-11-14,20:00,RYR2147,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Noche
2025-11-14,20:00,WMT3411,CLUJ NAPOCA/SOMESENI (CLJ),No informado,Wizz Air Malta,Malta,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,WMT,198,Noche
2025-11-14,20:15,BAW410,LONDRES / HEATHROW (LHR),No informado,British Airways,United Kingdom,London Heathrow Airport,London,United Kingdom,LHR,BAW,96,Noche
2025-11-14,20:25,QTR4678,ROMA /FIUMICINO (FCO),No informado,Qatar Airways,Qatar,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,QTR,0,Noche
2025-11-14,20:30,KLM2523,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Noche
2025-11-14,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Noche
2025-11-14,20:40,EZY8013,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Noche
2025-11-14,20:45,IBE2400,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Noche
2025-11-14,21:20,EWG3014,PRAGA (PRG),No informado,Eurowings,Germany,Václav Havel Airport Prague,Prague,Czech Republic,PRG,EWG,108,Noche
2025-11-14,21:45,RYR638,MALAGA-COSTA DEL SOL (AGP),No informado,RYANAIR DAC,Ireland,Málaga Airport,Malaga,Spain,AGP,RYR,170,Noche
2025-11-14,21:50,VLG3954,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-14,21:55,RYR2646,OPORTO (OPO),No informado,RYANAIR DAC,Ireland,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,RYR,170,Noche
2025-11-14,22:00,RYR2208,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Noche
2025-11-14,22:15,RYR4663,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Noche
2025-11-14,22:55,VLG8473,LONDRES /GATWICK (LGW),No informado,Vueling Airlines,Spain,London Gatwick Airport,London,United Kingdom,LGW,VLG,152,Noche
2025-11-14,23:00,DLH1164,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Noche
2025-11-14,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Noche
2025-11-14,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Noche
2025-11-14,23:10,RYR7267,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Noche
2025-11-14,23:10,RYR7470,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Noche
2025-11-14,23:20,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado,RYANAIR DAC,Ireland,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,RYR,170,Noche
2025-11-14,23:30,RZO8728,LISBOA (LIS),No informado,SATA International,Portugal,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,RZO,0,Noche
2025-11-14,23:30,RYR7201,GRAN CANARIA (LPA),No informado,RYANAIR DAC,Ireland,Gran Canaria Airport,Gran Canaria,Spain,LPA,RYR,170,Noche
2025-11-14,23:35,IBE2402,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Noche
2025-11-14,23:35,RYR6325,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Noche
2025-11-14,23:45,IBE2431,IBIZA (IBZ),No informado,Iberia Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,IBE,1,Noche
2025-11-14,23:55,RYR1768,LISBOA (LIS),No informado,RYANAIR DAC,Ireland,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,RYR,170,Noche
2025-11-15,00:05,IBE1083,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Iberia Airlines,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,IBE,1,Madrugada
2025-11-15,00:35,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado,RYANAIR DAC,Ireland,Falcone–Borsellino Airport,Palermo,Italy,PMO,RYR,170,Madrugada
2025-11-15,07:55,RYR952,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Mañana
2025-11-15,07:55,RYR620,BOLONIA (BLQ),No informado,RYANAIR DAC,Ireland,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,RYR,170,Mañana
2025-11-15,08:00,RYR6415,PESCARA (PSR),No informado,RYANAIR DAC,Ireland,Pescara International Airport,Pescara,Italy,PSR,RYR,170,Mañana
2025-11-15,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Etihad Airways,United Arab Emirates,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,ETD,0,Mañana
2025-11-15,08:25,TRA6333,AMSTERDAM /SCHIPHOL (AMS),No informado,Transavia Holland,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,TRA,162,Mañana
2025-11-15,08:30,RYR638,MALAGA-COSTA DEL SOL (AGP),No informado,RYANAIR DAC,Ireland,Málaga Airport,Malaga,Spain,AGP,RYR,170,Mañana
2025-11-15,08:30,TVF4620,PARIS /ORLY (ORY),No informado,Transavia France,France,Paris-Orly Airport,Paris,France,ORY,TVF,159,Mañana
2025-11-15,08:45,IBE5546,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Mañana
2025-11-15,09:00,WMT3723,IASI (IAS),No informado,Wizz Air Malta,Malta,Iaşi Airport,Iasi,Romania,IAS,WMT,198,Mañana
2025-11-15,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Qatar Airways,Qatar,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,QTR,0,Mañana
2025-11-15,09:05,RYR5540,TANGER (TNG),No informado,RYANAIR DAC,Ireland,Ibn Batouta Airport,Tanger,Morocco,TNG,RYR,170,Mañana
2025-11-15,09:05,RYR138,BERLIN BRANDENBURG (BER),No informado,RYANAIR DAC,Ireland,NA,NA,NA,BER,RYR,170,Mañana
2025-11-15,09:10,SWR2140,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Mañana
2025-11-15,09:15,IBE5783,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Mañana
2025-11-15,09:20,RYR8109,CORK (ORK),No informado,RYANAIR DAC,Ireland,Cork Airport,Cork,Ireland,ORK,RYR,170,Mañana
2025-11-15,09:25,RYR9380,BIRMINGHAM / INTERNACIONAL (BHX),No informado,RYANAIR DAC,Ireland,Birmingham International Airport,Birmingham,United Kingdom,BHX,RYR,170,Mañana
2025-11-15,09:35,WZZ1337,VARSOVIA (WAW),No informado,Wizz Air,Hungary,Warsaw Chopin Airport,Warsaw,Poland,WAW,WZZ,196,Mañana
2025-11-15,09:55,TRA5105,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Mañana
2025-11-15,10:05,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado,Iberia Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,IBE,1,Mañana
2025-11-15,10:35,RYR802,VIENA (VIE),No informado,RYANAIR DAC,Ireland,Vienna International Airport,Vienna,Austria,VIE,RYR,170,Mañana
2025-11-15,10:40,WMT3185,BUCAREST (OTP),No informado,Wizz Air Malta,Malta,Henri Coandă International Airport,Bucharest,Romania,OTP,WMT,198,Mañana
2025-11-15,10:45,EWG9538,DUSSELDORF (DUS),No informado,Eurowings,Germany,Düsseldorf Airport,Duesseldorf,Germany,DUS,EWG,108,Mañana
2025-11-15,10:55,THY1301,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Mañana
2025-11-15,10:55,RYR2206,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Mañana
2025-11-15,11:00,RYR4631,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Mañana
2025-11-15,11:10,EZY8009,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Mañana
2025-11-15,11:35,RAM968,CASABLANCA /MOHAMED V (CMN),No informado,Royal Air Maroc,Morocco,Mohammed V International Airport,Casablanca,Morocco,CMN,RAM,33,Mañana
2025-11-15,11:35,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Mañana
2025-11-15,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Mañana
2025-11-15,11:40,RYR993,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Mañana
2025-11-15,11:55,RYR1740,DUBLIN (DUB),No informado,RYANAIR DAC,Ireland,Dublin Airport,Dublin,Ireland,DUB,RYR,170,Mañana
2025-11-15,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-15,12:05,VLG5831,IBIZA (IBZ),No informado,Vueling Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,VLG,152,Tarde
2025-11-15,12:05,RYR1131,NUREMBERG (NUE),No informado,RYANAIR DAC,Ireland,Nuremberg Airport,Nuernberg,Germany,NUE,RYR,170,Tarde
2025-11-15,12:20,DLH1160,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-15,12:35,RYR2301,BUDAPEST (BUD),No informado,RYANAIR DAC,Ireland,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,RYR,170,Tarde
2025-11-15,12:35,RYR7201,GRAN CANARIA (LPA),No informado,RYANAIR DAC,Ireland,Gran Canaria Airport,Gran Canaria,Spain,LPA,RYR,170,Tarde
2025-11-15,12:45,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado,Vueling Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,VLG,152,Tarde
2025-11-15,13:00,RYR8712,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Tarde
2025-11-15,13:35,RYR7215,PALMA DE MALLORCA (PMI),No informado,RYANAIR DAC,Ireland,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,RYR,170,Tarde
2025-11-15,13:45,VOE3582,ASTURIAS (OVD),No informado,VOLOTEA Airways,Spain,Asturias Airport,Aviles,Spain,OVD,VOE,150,Tarde
2025-11-15,13:50,IBE2391,SEVILLA (SVQ),No informado,Iberia Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,IBE,1,Tarde
2025-11-15,13:50,RYR643,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Tarde
2025-11-15,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Tarde
2025-11-15,15:00,RYR1710,OPORTO (OPO),No informado,RYANAIR DAC,Ireland,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,RYR,170,Tarde
2025-11-15,15:40,RYR681,MALAGA-COSTA DEL SOL (AGP),No informado,RYANAIR DAC,Ireland,Málaga Airport,Malaga,Spain,AGP,RYR,170,Tarde
2025-11-15,15:45,IBE2441,MENORCA (MAH),No informado,Iberia Airlines,Spain,Menorca Airport,Menorca,Spain,MAH,IBE,1,Tarde
2025-11-15,16:00,RYR1444,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Tarde
2025-11-15,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Tarde
2025-11-15,16:15,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,ITA Airways,Italy,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,ITY,0,Tarde
2025-11-15,16:30,RYR497,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Tarde
2025-11-15,16:35,RYR2217,MARRAKECH (RAK),No informado,RYANAIR DAC,Ireland,Menara Airport,Marrakech,Morocco,RAK,RYR,170,Tarde
2025-11-15,16:50,RYR616,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Tarde
2025-11-15,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,LAN Airlines,Chile,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LAN,NA,Tarde
2025-11-15,17:10,THY1313,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Tarde
2025-11-15,17:20,BAW410,LONDRES / HEATHROW (LHR),No informado,British Airways,United Kingdom,London Heathrow Airport,London,United Kingdom,LHR,BAW,96,Tarde
2025-11-15,17:35,DLH1842,MUNICH (MUC),No informado,Lufthansa,Germany,Munich Airport,Munich,Germany,MUC,DLH,159,Tarde
2025-11-15,17:40,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Tarde
2025-11-15,17:40,VLG3952,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Tarde
2025-11-15,17:40,RZO8732,LISBOA (LIS),No informado,SATA International,Portugal,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,RZO,0,Tarde
2025-11-15,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-15,18:20,RYR1848,MEMMINGEN (FMM),No informado,RYANAIR DAC,Ireland,Memmingen Allgau Airport,Memmingen,Germany,FMM,RYR,170,Noche
2025-11-15,18:30,RYR1714,NANTES-ATLANTIQUE (NTE),No informado,RYANAIR DAC,Ireland,Nantes Atlantique Airport,Nantes,France,NTE,RYR,170,Noche
2025-11-15,18:30,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado,RYANAIR DAC,Ireland,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,RYR,170,Noche
2025-11-15,18:50,TRA6441,ROTTERDAM (RTM),No informado,Transavia Holland,Netherlands,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,TRA,162,Noche
2025-11-15,19:00,SWR2146,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Noche
2025-11-15,19:00,RYR618,TRIESTE (TRS),No informado,RYANAIR DAC,Ireland,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,RYR,170,Noche
2025-11-15,19:20,BEL3751,BRUSELAS (BRU),No informado,Brussels Airlines,Belgium,Brussels Airport,Brussels,Belgium,BRU,BEL,146,Noche
2025-11-15,19:20,RYR1611,BARI /PALESE (BRI),No informado,RYANAIR DAC,Ireland,Bari Karol Wojtyła Airport,Bari,Italy,BRI,RYR,170,Noche
2025-11-15,19:35,WZZ2079,CRACOVIA (KRK),No informado,Wizz Air,Hungary,Kraków John Paul II International Airport,Krakow,Poland,KRK,WZZ,196,Noche
